"subject","block_number","sound","list","block_time","block_time_s","block_time_m","block_start"
61,1,"Silence","D",219461.378,219.461378,3.65768963333333,26866
61,2,"Lyrical","D",141840.039,141.840039,2.36400065,27097
61,3,"Instrumental","D",131125.489,131.125489,2.18542481666667,27250
62,1,"Silence","D",230161.010999997,230.161010999997,3.83601684999995,37557
62,2,"Lyrical","D",218420.773999998,218.420773999998,3.64034623333329,37797
62,3,"Instrumental","D",186119.430999995,186.119430999995,3.10199051666659,38028
63,1,"Silence","D",227758.559000028,227.758559000028,3.79597598333379,42886
63,2,"Lyrical","D",189459.317000059,189.459317000059,3.15765528333432,43123
63,3,"Instrumental","D",176926.855000037,176.926855000037,2.94878091666728,43342
64,1,"Silence","D",233563.559000001,233.563559000001,3.89272598333335,71433
64,2,"Lyrical","D",228117.047000001,228.117047000001,3.80195078333335,71679
64,3,"Instrumental","D",194004.797,194.004797,3.23341328333334,71926
65,1,"Silence","D",188356.92,188.35692,3.139282,74350
65,2,"Lyrical","D",169967.22,169.96722,2.832787,74545
65,3,"Instrumental","D",161599.54,161.59954,2.69332566666667,74727
66,1,"Silence","D",216542.824000129,216.542824000129,3.60904706666881,38197
66,2,"Lyrical","D",181479.023000072,181.479023000072,3.02465038333454,38422
66,3,"Instrumental","D",148561.906999986,148.561906999986,2.4760317833331,38615
67,1,"Silence","D",240375,240.375,4.00625,48718
67,2,"Lyrical","D",227722,227.722,3.79536666666667,48968
67,3,"Instrumental","D",208196,208.196,3.46993333333333,49209
68,1,"Silence","D",239944.326000066,239.944326000066,3.9990721000011,50490
68,2,"Lyrical","D",211980.263000061,211.980263000061,3.53300438333434,50741
68,3,"Instrumental","D",191384.205000061,191.384205000061,3.18973675000102,50976
69,1,"Lyrical","E",275668.518999982,275.668518999982,4.59447531666637,37150
69,2,"Instrumental","E",218320.339000012,218.320339000012,3.63867231666687,37439
69,3,"Silence","E",206158.276999983,206.158276999983,3.43597128333305,37704
70,1,"Lyrical","E",225958,225.958,3.76596666666667,42864
70,2,"Instrumental","E",212424,212.424,3.5404,43099
70,3,"Silence","E",183905,183.905,3.06508333333333,43341
71,1,"Lyrical","E",206851.680000008,206.851680000008,3.44752800000013,70804
71,2,"Instrumental","E",177559.887000009,177.559887000009,2.95933145000015,71023
71,3,"Silence","E",162122.713000004,162.122713000004,2.70204521666673,71253
72,1,"Lyrical","E",176433.716000009,176.433716000009,2.94056193333349,34146
72,2,"Instrumental","E",166746.119000011,166.746119000011,2.77910198333352,34331
72,3,"Silence","E",163601.205000018,163.601205000018,2.72668675000029,34514
73,1,"Lyrical","E",180189.121999989,180.189121999989,3.00315203333314,37069
73,2,"Instrumental","E",157964.482999985,157.964482999985,2.63274138333308,37255
73,3,"Silence","E",162537.034999988,162.537034999988,2.70895058333314,37423
74,1,"Lyrical","E",205695.265999963,205.695265999963,3.42825443333272,38379
74,2,"Instrumental","E",174902.051999984,174.902051999984,2.91503419999974,38594
74,3,"Silence","E",151927.835999976,151.927835999976,2.5321305999996,38840
75,1,"Lyrical","E",271489.572000092,271.489572000092,4.52482620000154,38126
75,2,"Instrumental","E",267780.385000026,267.780385000026,4.4630064166671,38418
75,3,"Silence","E",236743.371000011,236.743371000011,3.94572285000018,38787
76,1,"Lyrical","E",209775.290000002,209.775290000002,3.49625483333336,38320
76,2,"Instrumental","E",192744.929999985,192.744929999985,3.21241549999974,38541
76,3,"Silence","E",188024.653999984,188.024653999985,3.13374423333308,38794
77,1,"Lyrical","E",186963,186.963,3.11605,39594
77,2,"Instrumental","E",189356,189.356,3.15593333333333,39793
77,3,"Silence","E",187062,187.062,3.1177,40001
78,1,"Lyrical","E",226123,226.123,3.76871666666667,40579
78,2,"Instrumental","E",199080,199.08,3.318,40817
78,3,"Silence","E",166165,166.165,2.76941666666667,41027
79,1,"Lyrical","E",120753.141,120.753141,2.01255235000001,54661
79,2,"Instrumental","E",112820.678000003,112.820678000003,1.88034463333338,54791
79,3,"Silence","E",121420.742999996,121.420742999996,2.02367904999994,54959
80,1,"Lyrical","E",224967.051000457,224.967051000457,3.74945085000762,53564
80,2,"Instrumental","E",210740.408000522,210.740408000522,3.51234013334203,53798
80,3,"Silence","E",205365.052000489,205.365052000489,3.42275086667481,54055
81,1,"Lyrical","E",201497.355999951,201.497355999951,3.35828926666585,55586
81,2,"Instrumental","E",195444.045999979,195.444045999979,3.25740076666632,55797
81,3,"Silence","E",215666.803999896,215.666803999896,3.59444673333161,56006
82,1,"Lyrical","E",284807,284.807,4.74678333333333,55548
82,2,"Instrumental","E",247340,247.34,4.12233333333333,55843
82,3,"Silence","E",202910,202.91,3.38183333333333,56102
83,1,"Lyrical","E",231157.172000002,231.157172000002,3.85261953333336,77110
83,2,"Instrumental","E",224827.162999986,224.827162999986,3.74711938333311,77352
83,3,"Silence","E",192627.338999988,192.627338999988,3.21045564999979,77663
84,1,"Lyrical","E",190440.047000008,190.440047000008,3.17400078333346,37428
84,2,"Instrumental","E",169180.804000011,169.180804000011,2.81968006666685,37628
84,3,"Silence","E",169027.509,169.027509,2.81712515,37902
85,1,"Lyrical","E",198166.823,198.166823,3.30278038333333,57322
85,2,"Instrumental","E",191448.942,191.448942,3.1908157,57533
85,3,"Silence","E",159149.02,159.14902,2.65248366666667,57739
86,1,"Lyrical","E",384748.872999977,384.748872999977,6.41248121666628,59422
86,2,"Instrumental","E",298667.297999997,298.667297999997,4.97778829999995,59819
86,3,"Silence","E",311924.336999981,311.924336999981,5.19873894999969,60145
87,1,"Instrumental","F",244832.106000115,244.832106000115,4.08053510000192,48092
87,2,"Silence","F",198085.418000057,198.085418000057,3.30142363333428,48349
87,3,"Lyrical","F",183208.857000138,183.208857000138,3.05348095000229,48572
88,1,"Instrumental","F",165335.587,165.335587,2.75559311666667,51290
88,2,"Silence","F",164288.496,164.288496,2.73814160000001,51463
88,3,"Lyrical","F",144598.202,144.598202,2.40997003333333,51660
89,1,"Instrumental","F",190822.353999894,190.822353999894,3.1803725666649,5996
89,2,"Silence","F",172943.333000089,172.943333000089,2.88238888333481,6199
89,3,"Lyrical","F",180784.499999933,180.784499999933,3.01307499999888,6384
90,1,"Instrumental","F",225665.985000301,225.665985000301,3.76109975000502,37299
90,2,"Silence","F",199697.586999993,199.697586999993,3.32829311666656,37536
90,3,"Lyrical","F",209089.707000124,209.089707000124,3.48482845000207,37754
91,1,"Instrumental","F",198231,198.231,3.30385,38038
91,2,"Silence","F",172285,172.285,2.87141666666667,38244
91,3,"Lyrical","F",181394,181.394,3.02323333333333,38457
92,1,"Instrumental","F",244980.860999963,244.980860999963,4.08301434999938,57702
92,2,"Silence","F",218889.343999948,218.889343999948,3.64815573333247,57957
92,3,"Lyrical","F",201350.76699999,201.35076699999,3.35584611666649,58238
93,1,"Instrumental","F",197283.194000019,197.283194000019,3.28805323333365,49582
93,2,"Silence","F",179858.210000016,179.858210000016,2.9976368333336,49789
93,3,"Lyrical","F",173466.027000002,173.466027000002,2.89110045000003,49982
94,1,"Instrumental","F",229659,229.659,3.82765,75208
94,2,"Silence","F",173838,173.838,2.8973,75447
94,3,"Lyrical","F",141720,141.72,2.362,75686
95,1,"Instrumental","F",241706.284000034,241.706284000034,4.02843806666723,32785
95,2,"Silence","F",222340.297999997,222.340297999997,3.70567163333329,33039
95,3,"Lyrical","F",252236.613999997,252.236613999998,4.20394356666663,33371
96,1,"Instrumental","F",203034.350999983,203.034350999983,3.38390584999972,45407
96,2,"Silence","F",193152.591000004,193.152591000004,3.21920985000007,45618
96,3,"Lyrical","F",168100.174999986,168.100174999986,2.8016695833331,45822
97,1,"Instrumental","F",237190.680000312,237.190680000312,3.9531780000052,47980
97,2,"Silence","F",256976.722000048,256.976722000048,4.28294536666747,48228
97,3,"Lyrical","F",199322.433000096,199.322433000096,3.32204055000159,48583
98,1,"Instrumental","F",259352.759999992,259.352759999992,4.32254599999987,59895
98,2,"Silence","F",251682.751,251.682751,4.19471251666667,60168
98,3,"Lyrical","F",285064.238999994,285.064238999994,4.75107064999991,60434
99,1,"Instrumental","F",183084.6,183.0846,3.05141,35211
99,2,"Silence","F",173954.98,173.95498,2.89924966666667,35402
99,3,"Lyrical","F",159124.04,159.12404,2.65206733333333,35594
100,1,"Instrumental","F",213443,213.443,3.55738333333333,53438
100,2,"Silence","F",176253,176.253,2.93755,53660
100,3,"Lyrical","F",174379,174.379,2.90631666666667,53848
101,1,"Instrumental","F",242769,242.769,4.04615,53711
101,2,"Silence","F",224399,224.399,3.73998333333333,53964
101,3,"Lyrical","F",200763,200.763,3.34605,54219
102,1,"Instrumental","F",191362.753000016,191.362753000016,3.18937921666693,45148
102,2,"Silence","F",179262.236999971,179.262236999971,2.98770394999952,45348
102,3,"Lyrical","F",182276.466999986,182.276466999986,3.03794111666644,45551
103,1,"Instrumental","F",152623.581000002,152.623581000002,2.54372635000004,55076
103,2,"Silence","F",141894.023,141.894023,2.36490038333333,55237
103,3,"Lyrical","F",146681.294999998,146.681294999998,2.44468824999996,55393
104,1,"Silence","A",194011.437999979,194.011437999979,3.23352396666632,45204
104,2,"Lyrical","A",195371.969000019,195.371969000019,3.25619948333365,45405
104,3,"Instrumental","A",172852.354000008,172.852354000007,2.88087256666679,45698
105,1,"Silence","A",200703.048999987,200.703048999987,3.34505081666645,45265
105,2,"Lyrical","A",210861.767999913,210.861767999913,3.51436279999854,45477
105,3,"Instrumental","A",180994.309999957,180.994309999957,3.01657183333262,45784
106,1,"Silence","A",183194.680999987,183.194680999987,3.05324468333311,45575
106,2,"Lyrical","A",187609.678000027,187.609678000027,3.12682796666711,45768
106,3,"Instrumental","A",167177.962999993,167.177962999993,2.78629938333321,46016
107,1,"Silence","A",226854.52199996,226.85452199996,3.78090869999934,45616
107,2,"Lyrical","A",187994.618999961,187.994618999961,3.13324364999935,45854
107,3,"Instrumental","A",178110.197999967,178.110197999967,2.96850329999946,46083
108,1,"Silence","A",192534.891,192.534891,3.20891485,45874
108,2,"Lyrical","A",210526.299,210.526299,3.50877164999999,46075
108,3,"Instrumental","A",172492.919,172.492919,2.87488198333334,46309
109,1,"Silence","A",283889.430999976,283.889430999976,4.73149051666627,45944
109,2,"Lyrical","A",262189.91299998,262.18991299998,4.369831883333,46241
109,3,"Instrumental","A",259247.471999987,259.247471999987,4.32079119999978,46521
110,1,"Silence","A",164885.858999995,164.885858999995,2.74809764999992,70601
110,2,"Lyrical","A",152828.630999993,152.828630999993,2.54714384999988,70776
110,3,"Instrumental","A",124373.105999978,124.373105999978,2.07288509999964,70939
111,1,"Silence","A",178437.505999923,178.437505999923,2.97395843333205,34415
111,2,"Lyrical","A",162709.239999911,162.709239999911,2.71182066666519,34602
111,3,"Instrumental","A",145110.888999931,145.110888999931,2.41851481666551,34776
112,1,"Silence","A",178116.932,178.116932,2.96861553333333,34442
112,2,"Lyrical","A",174712.068,174.712068,2.9118678,34628
112,3,"Instrumental","A",164832.414,164.832414,2.7472069,34813
113,1,"Silence","A",225188.86,225.18886,3.75314766666667,34345
113,2,"Lyrical","A",173580.36,173.58036,2.893006,34578
113,3,"Instrumental","A",179007.46,179.00746,2.98345766666667,34777
114,1,"Silence","A",236110.026,236.110026,3.93516710000001,34410
114,2,"Lyrical","A",222426.259,222.426259,3.70710431666667,34654
114,3,"Instrumental","A",191447.834,191.447834,3.19079723333334,34889
115,1,"Silence","A",283319.191999936,283.319191999936,4.72198653333227,38562
115,2,"Lyrical","A",202225.697999998,202.225697999998,3.37042829999997,38856
115,3,"Instrumental","A",224246.129999939,224.246129999939,3.73743549999899,39073
116,1,"Silence","A",164659.609999998,164.659609999998,2.74432683333331,58116
116,2,"Lyrical","A",150674.253000004,150.674253000004,2.51123755000007,58289
116,3,"Instrumental","A",161615.505000007,161.615505000007,2.69359175000012,58450
117,1,"Silence","A",181089.348000002,181.089348000002,3.01815580000003,58779
117,2,"Lyrical","A",180532.062000001,180.532062000001,3.00886770000002,58970
117,3,"Instrumental","A",162193.635000003,162.193635000003,2.70322725000005,59233
118,1,"Silence","A",220788.06,220.78806,3.679801,59239
118,2,"Lyrical","A",215744.74,215.74474,3.59574566666667,59470
118,3,"Instrumental","A",184166.92,184.16692,3.06944866666667,59788
119,1,"Lyrical","B",175727.811000019,175.727811000019,2.92879685000031,50740
119,2,"Instrumental","B",158085.039000026,158.085039000026,2.63475065000044,50922
119,3,"Silence","B",158682.373000015,158.682373000015,2.64470621666692,51091
120,1,"Lyrical","B",159447.366000052,159.447366000052,2.65745610000086,50962
120,2,"Instrumental","B",161052.527000123,161.052527000123,2.68420878333538,51128
120,3,"Silence","B",162134.463000158,162.134463000158,2.70224105000263,51300
121,1,"Lyrical","B",183227.025999999,183.227025999999,3.05378376666665,50792
121,2,"Instrumental","B",150023.952000003,150.023952000003,2.50039920000004,50981
121,3,"Silence","B",152948.23499999,152.94823499999,2.54913724999984,51158
122,1,"Lyrical","B",188492.260999964,188.492260999964,3.14153768333274,50896
122,2,"Instrumental","B",175624.62899995,175.62462899995,2.92707714999916,51093
122,3,"Silence","B",165382.693999987,165.382693999987,2.75637823333312,51292
123,1,"Lyrical","B",167625.994999975,167.625994999975,2.79376658333291,51291
123,2,"Instrumental","B",161506.52199998,161.50652199998,2.69177536666634,51475
123,3,"Silence","B",144287.794999994,144.287794999994,2.40479658333324,51730
124,1,"Lyrical","B",212255.033,212.255033,3.53758388333333,51024
124,2,"Instrumental","B",254138.080000001,254.138080000001,4.23563466666668,51251
124,3,"Silence","B",194551.269,194.551269,3.24252115,51604
125,1,"Lyrical","B",265490.863999986,265.490863999986,4.42484773333309,40588
125,2,"Instrumental","B",291262.118000036,291.262118000036,4.85436863333393,40874
125,3,"Silence","B",188266.577000021,188.266577000021,3.13777628333369,41253
126,1,"Lyrical","B",184561.630000018,184.561630000018,3.07602716666697,41012
126,2,"Instrumental","B",188074.179000066,188.074179000066,3.1345696500011,41205
126,3,"Silence","B",158909.684999996,158.909684999996,2.64849474999993,41440
127,1,"Lyrical","B",240613,240.613,4.01021666666667,41072
127,2,"Instrumental","B",297310,297.31,4.95516666666667,41325
127,3,"Silence","B",272722,272.722,4.54536666666667,41646
128,1,"Lyrical","B",397537.009000004,397.537009000004,6.62561681666674,41500
128,2,"Instrumental","B",341010.352999944,341.010352999944,5.6835058833324,41918
128,3,"Silence","B",305229.508000004,305.229508000004,5.08715846666673,42375
129,1,"Lyrical","B",199383.841000004,199.383841000004,3.32306401666673,44131
129,2,"Instrumental","B",179800.137000001,179.800137000001,2.99666895000001,44337
129,3,"Silence","B",172396.720000004,172.396720000004,2.87327866666673,44536
130,1,"Lyrical","B",136260.458000001,136.260458000001,2.27100763333335,61543
130,2,"Instrumental","B",125274.182000001,125.274182000001,2.08790303333336,61690
130,3,"Silence","B",181851.294000001,181.851294000001,3.03085490000001,61825
131,1,"Lyrical","B",158280.743000007,158.280743000007,2.63801238333345,72553
131,2,"Instrumental","B",144461.827000051,144.461827000051,2.40769711666751,72718
