sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,item,list,music_frequency,offensiveness,pleasantness,preference,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Instructions,html.Page,0_0,2021-12-10T11:51:22.583Z,"{""labjs_version"":""20.2.3"",""labjs_build"":{""flavor"":""production"",""commit"":""7ea907d66ca8aeef8054924ca5d82ffbe11e34e5""},""location"":""https://run.pavlovia.org/mvasilev/lab_music_d/"",""userAgent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":959,""window_innerWidth"":1920,""window_innerHeight"":1007,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,36552.868999976155,,form submission,,,,,,,,,,,,,,,,50300.199999928474,50298.89999997616,13712.697,13727.799999952316,13746.031,50306.743,{},,
Headphones,html.Page,0_1,2021-12-10T11:51:26.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4346.256999999998,,form submission,,,,,,,,,,,,,,,,54653.59999990463,54653,50290.025,50300.89999997616,50306.743,54673.44,,,
Holding screen,html.Screen,0_2_0_0,2021-12-10T11:51:36.951Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002.487999999998,,timeout,,,,,,,,,,,,,,,,64665,64659.258,54640.098,54654.299999952316,54673.44,64675.928,,,
screen,html.Screen,0_2_0_1_0,2021-12-10T11:51:38.811Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1847.6719999046327,,response,,,99,,,,,,Space,keypress(Space),,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,66525.19999992847,66523.59999990463,64659.258,64665.39999997616,64675.928,66526.589,,0,When
screen,html.Screen,0_2_0_1_1,2021-12-10T11:51:39.954Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1140.4109999999928,,response,,,99,,,,,,Space,keypress(Space),,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,67668,67667,66509.918,66525.59999990463,66526.589,67676.617,,1,it
screen,html.Screen,0_2_0_1_2,2021-12-10T11:51:40.786Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,822.4829999046342,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,68499.89999997616,68499.09999990463,67659.947,67668.29999995232,67676.617,68510.403,,2,comes
screen,html.Screen,0_2_0_1_3,2021-12-10T11:51:41.370Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,572.5969999999943,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,69083.89999997616,69083,68493.732,68500.19999992847,68510.403,69093.832,,3,to
screen,html.Screen,0_2_0_1_4,2021-12-10T11:51:41.994Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,613.1680000000051,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,69708.09999990463,69707,69077.162,69084.39999997616,69093.832,69710.661,,4,having
screen,html.Screen,0_2_0_1_5,2021-12-10T11:51:42.594Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,596.2389999761654,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ a ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,70307.79999995232,70306.89999997616,69693.991,69708.5,69710.661,70310.871,,5,a
screen,html.Screen,0_2_0_1_6,2021-12-10T11:51:43.362Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,764.028999976159,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - lasting --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,71075.79999995232,71074.89999997616,70294.2,70308.29999995232,70310.871,71077.663,,6,lasting
