sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-21T18:20:27.525Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_d/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":741,""window_innerWidth"":1440,""window_innerHeight"":789,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7302.151999991469,,response,,,,,,,,,,,continue,click button,,,,,,,,,23126.0300000431,23114.46499999147,15762.315,15776.47500007879,15812.313,23139.069,{},,
Volume calibration,html.Screen,0_1,2021-04-21T18:22:04.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97325.78600002745,,response,,,,,,,,,,,continue,click button,,,,,,,,,120480.16500007361,120464.85500002746,23105.737,23128.3650000114,23139.069,120478.125,,,
Task instructions,html.Screen,0_2,2021-04-21T18:22:19.454Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14565.755000011995,,response,,,,,,,,,,,continue,click button,,,,,,,,,135051.20500002522,135043.880000012,120461.459,120480.38000008091,120478.125,135072.544,,,
Sounds,html.Screen,0_3_0_0,2021-04-21T18:22:23.716Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000016,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,139313.2100000512,139305.708,135055.878,135051.5150000574,135072.544,139322.374,,,
Judgement,html.Screen,0_3_0_1,2021-04-21T18:22:25.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1434.2260000806418,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,140760.49000001512,140756.60000008065,139305.708,139313.5300000431,139322.374,140772.316,,,
Trial,flow.Sequence,0_3_0,2021-04-21T18:22:25.164Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5684.056000080658,,completion,,,,,,,,,1,,,,,,,,S,O,I,,140760.82500000484,140756.60000008065,135055.878,135051.4400000684,135072.544,140772.316,,,
Sounds,html.Screen,0_3_1_0,2021-04-21T18:22:29.410Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000016,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,145007.5000000652,145005.48,140755.65,140761.0150000546,140772.316,145022.146,,,
Judgement,html.Screen,0_3_1_1,2021-04-21T18:22:30.563Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1131.7590000719647,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,146160.6150000589,146153.90500007197,145005.48,145007.73499999195,145022.146,146163.624,,,
Trial,flow.Sequence,0_3_1,2021-04-21T18:22:30.564Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.589000071981,,completion,,,,,,,,,1,,,,,,,,S,I,O,,146161.12500010058,146153.90500007197,140755.65,140760.97500009928,140772.316,146163.624,,,
Sounds,html.Screen,0_3_2_0,2021-04-21T18:22:34.802Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.829999999987,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,150399.03500000946,150396.788,146146.958,146161.33000003174,146163.624,150413.454,,,
Judgement,html.Screen,0_3_2_1,2021-04-21T18:22:35.494Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,666.7210000100604,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,151090.65000002738,151080.17500001006,150396.788,150399.2000001017,150413.454,151096.76,,,
Trial,flow.Sequence,0_3_2,2021-04-21T18:22:35.496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4916.551000010048,,completion,,,,,,,,,2,,,,,,,,O,S,I,,151093.17500004545,151080.17500001006,146146.958,146161.26500000246,146163.624,151096.76,,,
Sounds,html.Screen,0_3_3_0,2021-04-21T18:22:39.736Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.829999999987,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,155332.8900000779,155329.924,151080.094,151093.35000009742,151096.76,155346.59,,,
Judgement,html.Screen,0_3_3_1,2021-04-21T18:22:40.345Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,588.7800000792777,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,155942.0350000728,155935.37000007927,155329.924,155333.02000002004,155346.59,155953.517,,,
Trial,flow.Sequence,0_3_3,2021-04-21T18:22:40.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.610000079265,,completion,,,,,,,,,3,,,,,,,,O,I,S,,155942.6050001057,155935.37000007927,151080.094,151093.29500002787,151096.76,155953.517,,,
Sounds,html.Screen,0_3_4_0,2021-04-21T18:22:44.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000016,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,160189.75000001956,160186.681,155936.851,155943.2000000961,155953.517,160203.347,,,
Judgement,html.Screen,0_3_4_1,2021-04-21T18:22:45.289Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,678.603000068164,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,160885.6800000649,160881.95000006817,160186.681,160189.97000006493,160203.347,160886.653,,,
Trial,flow.Sequence,0_3_4,2021-04-21T18:22:45.289Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4928.43300006818,,completion,,,,,,,,,2,,,,,,,,I,S,O,,160885.835000081,160881.95000006817,155936.851,155943.15000006463,155953.517,160886.653,,,
