sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-12T10:38:09.401Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_a/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1280,""screen_height"":720,""scroll_width"":1280,""scroll_height"":578,""window_innerWidth"":1280,""window_innerHeight"":578,""devicePixelRatio"":1.5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.307000132769,,response,,,,,,,,,,,continue,click button,,,,,,,,,25479.46500009857,25473.93500013277,20851.608,20863.110000034794,20884.628,25496.94,{},,
Volume calibration,html.Screen,0_1,2021-04-12T10:38:30.208Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20786.289999942706,,response,,,,,,,,,,,continue,click button,,,,,,,,,46286.90499998629,46283.229999942705,25463.676,25479.934999952093,25496.94,46294.067,,,
Task instructions,html.Screen,0_2,2021-04-12T10:38:37.415Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7198.832999953804,,response,,,,,,,,,,,continue,click button,,,,,,,,,53494.230000069365,53492.89999995381,46277.574,46287.080000154674,46294.067,53504.046,,,
Sounds,html.Screen,0_3_0_0,2021-04-12T10:38:41.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4262.718999999997,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,57739.36500004493,57733.461,53487.401,53494.635000126436,53504.046,57766.765,,,
Judgement,html.Screen,0_3_0_1,2021-04-12T10:38:42.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,934.8849999444938,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,58702.86500011571,58701.64999994449,57733.461,57739.805000135675,57766.765,58715.848,,,
Trial,flow.Sequence,0_3_0,2021-04-12T10:38:42.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5197.603999944491,,completion,,,,,,,,,1,,,,,,,,S,I,O,,58703.25500005856,58701.64999994449,53487.401,53494.56000002101,53504.046,58715.848,,,
Sounds,html.Screen,0_3_1_0,2021-04-12T10:38:46.868Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.909,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,62946.56000006944,62945.138,58699.276,58703.47000006586,58715.848,62961.757,,,
Judgement,html.Screen,0_3_1_1,2021-04-12T10:38:47.339Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,454.9080001425318,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,63417.57000004873,63416.66500014253,62945.138,62946.870000101626,62961.757,63428.109,,,
Trial,flow.Sequence,0_3_1,2021-04-12T10:38:47.339Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.8170001425315,,completion,,,,,,,,,2,,,,,,,,O,S,I,,63417.88000008091,63416.66500014253,58699.276,58703.410000074655,58715.848,63428.109,,,
Sounds,html.Screen,0_3_2_0,2021-04-12T10:38:51.581Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.945000000007,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,67659.72999995574,67657.489,63411.44,63418.09000005014,63428.109,67674.054,,,
Judgement,html.Screen,0_3_2_1,2021-04-12T10:38:52.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,507.2160000591539,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,68182.41000012495,68181.27000005916,67657.489,67660.05500010215,67674.054,68190.16,,,
Trial,flow.Sequence,0_3_2,2021-04-12T10:38:52.104Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4753.161000059161,,completion,,,,,,,,,3,,,,,,,,O,I,S,,68182.62500013225,68181.27000005916,63411.44,63418.03500009701,63428.109,68190.16,,,
Sounds,html.Screen,0_3_3_0,2021-04-12T10:38:56.342Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246.202999999994,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,72420.83499999717,72419.561,68173.544,68182.78000014834,68190.16,72436.363,,,
Judgement,html.Screen,0_3_3_1,2021-04-12T10:38:56.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,482.29699996662384,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,72919.76499999873,72918.65999996662,72419.561,72421.12000007182,72436.363,72935.778,,,
Trial,flow.Sequence,0_3_3,2021-04-12T10:38:56.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728.499999966618,,completion,,,,,,,,,2,,,,,,,,I,S,O,,72920.12000014074,72918.65999996662,68173.544,68182.73500003852,68190.16,72935.778,,,
Sounds,html.Screen,0_3_4_0,2021-04-12T10:39:01.088Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.917999999991,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,77166.75500012934,77165.173,72919.103,72920.27500015683,72935.778,77181.696,,,
Judgement,html.Screen,0_3_4_1,2021-04-12T10:39:01.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,394.6990000982769,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,77577.3549999576,77576.39500009827,77165.173,77167.03500016592,77181.696,77581.359,,,
Trial,flow.Sequence,0_3_4,2021-04-12T10:39:01.499Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640.617000098267,,completion,,,,,,,,,3,,,,,,,,I,O,S,,77577.7549999766,77576.39500009827,72919.103,72920.23000004701,72935.778,77581.359,,,
Sounds,html.Screen,0_3_5_0,2021-04-12T10:39:05.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246.229000000007,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,81812.46000016108,81810.738,77564.77,77577.91500003077,77581.359,81827.588,,,
Judgement,html.Screen,0_3_5_1,2021-04-12T10:39:06.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,486.69700008768996,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,82315.35000004806,82314.2850000877,81810.738,81812.73500015959,81827.588,82326.822,,,
Trial,flow.Sequence,0_3_5,2021-04-12T10:39:06.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732.926000087697,,completion,,,,,,,,,1,,,,,,,,S,O,I,,82315.5750001315,82314.2850000877,77564.77,77577.87000015378,77581.359,82326.822,,,
Task,flow.Loop,0_3,2021-04-12T10:39:06.244Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28810.23900008769,,completion,,,1,,,,,,,,,,,,,,,,,,82321.34000002407,82314.2850000877,53487.401,53494.4700000342,53504.046,82326.822,,,
Trap,html.Screen,0_4,2021-04-12T10:39:06.245Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,82322.9650000576,82314.2850000877,,82322.82000011764,,82326.822,,,
Thanks,html.Screen,0_5,2021-04-12T10:39:09.116Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865.897999933615,,response,,,,,,,,,,,continue,click button,,,,,,,,,85193.60500015318,85192.71999993362,82310.256,82323.09500011615,82326.822,88954.025,,,
Headphone screening,flow.Sequence,0,2021-04-12T10:39:09.116Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64308.09199993362,,completion,,,,,,,,,,,,,,,,,,,,,85193.84000007994,85192.71999993362,20851.608,20863.075000001118,20884.628,88954.025,,,
Instructions,html.Page,1_0,2021-04-12T10:39:28.471Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15594.309999941295,,form submission,,,,,,,,,,,,,,,,,,,,,104548.59500005841,104548.33499994129,88920.725,88949.6550001204,88954.025,104555.907,,,
Holding screen,html.Screen,1_1_0_0,2021-04-12T10:39:38.470Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10107.25499999999,,timeout,,,,,,,,,,,,,,,,,,,,,114547.76500002481,114546.639,104539.477,104548.84000006132,104555.907,114663.162,,,
screen,html.Screen,1_1_0_1_0,2021-04-12T10:39:39.842Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1250.8730001398508,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,115919.90000009537,115914.03500013985,114546.639,114548.27000014484,114663.162,115928.593,,0,When
screen,html.Screen,1_1_0_1_1,2021-04-12T10:39:40.175Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,322.7620000730967,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,116252.6750001125,116251.35500007309,115912.178,115920.03499995917,115928.593,116261.745,,1,it
screen,html.Screen,1_1_0_1_2,2021-04-12T10:39:40.571Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,386.0150000798749,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,116649.02000012808,116647.76000007987,116245.12,116253.0150001403,116261.745,116661.29,,2,comes
screen,html.Screen,1_1_0_1_3,2021-04-12T10:39:40.952Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,367.71000009686395,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,117029.9150000792,117029.00000009686,116644.769,116649.31000000797,116661.29,117044.42,,3,to
screen,html.Screen,1_1_0_1_4,2021-04-12T10:39:41.322Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,355.0450000240671,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,117400.11500008404,117399.46500002407,117027.73,117030.20000015385,117044.42,117410.68,,4,having
screen,html.Screen,1_1_0_1_5,2021-04-12T10:39:41.689Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,354.6049999722163,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ a ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,117766.43500011414,117765.28499997221,117394.121,117400.23000002839,117410.68,117776.875,,5,a
