sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-25T21:39:48.007Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_c/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1536,""screen_height"":864,""scroll_width"":1536,""scroll_height"":674,""window_innerWidth"":1536,""window_innerHeight"":722,""devicePixelRatio"":1.25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,11775.351000009685,,response,,,,,,,,,,,continue,click button,,,,,,,,,21617.679999908432,21615.400000009686,9807.73,9813.079999992624,9840.049,21621.467,{},,
Volume calibration,html.Screen,0_1,2021-04-25T21:41:03.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75823.72299988213,,response,,,,,,,,,,,continue,click button,,,,,,,,,97449.84999997541,97445.18999988213,21605.086,21618.13999991864,21621.467,97459.344,,,
Task instructions,html.Screen,0_2,2021-04-25T21:41:31.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27706.40599992736,,response,,,,,,,,,,,continue,click button,,,,,,,,,125167.33999992721,125165.74999992736,97443.012,97450.14999993145,97459.344,125171.555,,,
Sounds,html.Screen,0_3_0_0,2021-04-25T21:41:35.799Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.314000000013,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,129408.23499998078,129404.6,125155.376,125167.72999987006,125171.555,129420.869,,,
Judgement,html.Screen,0_3_0_1,2021-04-25T21:41:38.881Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,3067.5109999952256,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,132489.91000000387,132488.37999999523,129404.6,129408.489999827,129420.869,132503.729,,,
Trial,flow.Sequence,0_3_0,2021-04-25T21:41:38.881Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7316.824999995239,,completion,,,,,,,,,2,,,,,,,,O,S,I,,132490.615000017,132488.37999999523,125155.376,125167.65499999747,125171.555,132503.729,,,
Sounds,html.Screen,0_3_1_0,2021-04-25T21:41:43.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.38400000002,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,136737.65499982983,136736.643,132487.468,132490.8699998632,132503.729,136753.113,,,
Judgement,html.Screen,0_3_1_1,2021-04-25T21:41:44.061Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,915.9969999006717,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,137670.55999999866,137669.10999990068,136736.643,136738.03499992937,136753.113,137687.238,,,
Trial,flow.Sequence,0_3_1,2021-04-25T21:41:44.062Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165.380999900692,,completion,,,,,,,,,1,,,,,,,,S,O,I,,137670.9349998273,137669.10999990068,132487.468,132490.80499983393,132503.729,137687.238,,,
Sounds,html.Screen,0_3_2_0,2021-04-25T21:41:48.311Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.695999999996,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,141920.53999984637,141919.321,137669.968,137671.15999991074,137687.238,141935.934,,,
