sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-03-27T17:27:54.100Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_c/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1680,""scroll_height"":890,""window_innerWidth"":1680,""window_innerHeight"":938,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9138.603999999392,response,,,,,,,,,,continue,click button,,,,,,,,,16738.250000002154,16733.534999999392,7578.265,7588.430000003427,7594.931,16739.622,{},,
Volume calibration,html.Screen,0_1,2021-03-27T17:28:14.832Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20726.083000002345,response,,,,,,,,,,continue,click button,,,,,,,,,37470.69000000192,37465.705000002345,16722.956,16738.615000002028,16739.622,37472.94,,,
Task instructions,html.Screen,0_2,2021-03-27T17:28:31.226Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16390.149999998917,response,,,,,,,,,,continue,click button,,,,,,,,,53865.51999999938,53863.08999999892,37456.274,37470.869999997376,37472.94,53875.86,,,
Sounds,html.Screen,0_3_0_0,2021-03-27T17:28:35.474Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,timeout,,,,,,,,1,,,,,,,,S,O,I,,58113.64499999763,58109.024,53859.194,53865.79999999958,53875.86,58125.69,,,
Judgement,html.Screen,0_3_0_1,2021-03-27T17:28:39.257Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,3768.770000003162,response,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,61896.91999999923,61894.460000003164,58109.024,58113.835000003746,58125.69,61902.299,,,
Trial,flow.Sequence,0_3_0,2021-03-27T17:28:39.259Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8018.600000003164,completion,,,,,,,,1,,,,,,,,S,O,I,,61898.79500000097,61894.460000003164,53859.194,53865.72999999771,53875.86,61902.299,,,
Sounds,html.Screen,0_3_1_0,2021-03-27T17:28:43.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,timeout,,,,,,,,2,,,,,,,,O,S,I,,66137.13499999722,66135.463,61885.633,61898.94500000082,61902.299,66152.129,,,
Judgement,html.Screen,0_3_1_1,2021-03-27T17:28:44.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,529.1509999970585,response,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,66683.7050000031,66681.27999999706,66135.463,66137.32500000333,66152.129,66685.441,,,
Trial,flow.Sequence,0_3_1,2021-03-27T17:28:44.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4778.98099999706,completion,,,,,,,,2,,,,,,,,O,S,I,,66684.0400000001,66681.27999999706,61885.633,61898.90000000014,61902.299,66685.441,,,
Sounds,html.Screen,0_3_2_0,2021-03-27T17:28:48.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.829999999987,timeout,,,,,,,,3,,,,,,,,I,O,S,,70920.76999999699,70918.605,66668.775,66684.22499999724,66685.441,70935.271,,,
