sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-26T12:10:06.247Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_c/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-gb"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":789,""window_innerWidth"":1440,""window_innerHeight"":837,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6905,,response,,,,,,,,,,,continue,click button,,,,,,,,,17189,17260,10355,10332,10374,17217,{},,
Volume calibration,html.Screen,0_1,2021-04-26T12:10:17.162Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11020,,response,,,,,,,,,,,continue,click button,,,,,,,,,28105,28219,17199,17190,17217,28132,,,
Task instructions,html.Screen,0_2,2021-04-26T12:10:34.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17420.000000000007,,response,,,,,,,,,,,continue,click button,,,,,,,,,45420,45535.00000000001,28115,28105,28132,45441,,,
Sounds,html.Screen,0_3_0_0,2021-04-26T12:10:38.736Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,49680,49679,45424,45421,45441,49697,,,
Judgement,html.Screen,0_3_0_1,2021-04-26T12:10:42.213Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,3594,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,53157,53273,49679,49680,49697,53180,,,
Trial,flow.Sequence,0_3_0,2021-04-26T12:10:42.213Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7832,,completion,,,,,,,,,2,,,,,,,,O,S,I,,53157,53273,45424,45421,45441,53180,,,
Sounds,html.Screen,0_3_1_0,2021-04-26T12:10:46.469Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,57413.00000000001,57413,53163,53157,53180,57430,,,
Judgement,html.Screen,0_3_1_1,2021-04-26T12:10:48.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1828,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,59125,59241,57413,57413.00000000001,57430,59153,,,
Trial,flow.Sequence,0_3_1,2021-04-26T12:10:48.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6061,,completion,,,,,,,,,1,,,,,,,,S,I,O,,59126.00000000001,59241,53163,53157,53180,59153,,,
Sounds,html.Screen,0_3_2_0,2021-04-26T12:10:52.442Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,63386,63386,59137,59126.00000000001,59153,63403,,,
Judgement,html.Screen,0_3_2_1,2021-04-26T12:10:53.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,1206,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,64474.99999999999,64592,63386,63387,63403,64502,,,
Trial,flow.Sequence,0_3_2,2021-04-26T12:10:53.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5439,,completion,,,,,,,,,3,,,,,,,,I,O,S,,64476,64592,59137,59126.00000000001,59153,64502,,,
Sounds,html.Screen,0_3_3_0,2021-04-26T12:10:57.790Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,68735,68735,64484,64476,64502,68751,,,
Judgement,html.Screen,0_3_3_1,2021-04-26T12:10:58.388Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,713.0000000000146,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,69332.00000000001,69448.00000000001,68735,68735,68751,69353,,,
Trial,flow.Sequence,0_3_3,2021-04-26T12:10:58.388Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.000000000015,,completion,,,,,,,,,3,,,,,,,,O,I,S,,69333,69448.00000000001,64484,64476,64502,69353,,,
Sounds,html.Screen,0_3_4_0,2021-04-26T12:11:02.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,73587,73586,69336,69333,69353,73604,,,
Judgement,html.Screen,0_3_4_1,2021-04-26T12:11:03.284Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,760,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,74229,74346,73586,73587,73604,74261,,,
Trial,flow.Sequence,0_3_4,2021-04-26T12:11:03.284Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,,completion,,,,,,,,,2,,,,,,,,I,S,O,,74229,74346,69336,69333,69353,74261,,,
Sounds,html.Screen,0_3_5_0,2021-04-26T12:11:07.628Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,78494,78493,74244,74229,74261,78510,,,
Judgement,html.Screen,0_3_5_1,2021-04-26T12:11:08.357Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,728,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,79223,79221,78493,78494,78510,79246,,,
Trial,flow.Sequence,0_3_5,2021-04-26T12:11:08.357Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4960,,completion,,,,,,,,,1,,,,,,,,S,O,I,,79223,79221,74244,74229,74261,79246,,,
Task,flow.Loop,0_3,2021-04-26T12:11:08.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33780,,completion,,,1,,,,,,,,,,,,,,,,,,79225.00000000001,79221,45424,45421,45441,79246,,,
Trap,html.Screen,0_4,2021-04-26T12:11:08.360Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,79226,79221,,79226,,79246,,,
Thanks,html.Screen,0_5,2021-04-26T12:11:13.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5518,,response,,,,,,,,,,,continue,click button,,,,,,,,,84748,84746,79228,79226,79246,88420,,,
