sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-19T10:14:46.838Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_e/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1366,""screen_height"":768,""scroll_width"":1366,""scroll_height"":609,""window_innerWidth"":1366,""window_innerHeight"":657,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8575.685999991349,,response,,,,,,,,,,,continue,click button,,,,,,,,,17074.234999978216,17070.834999991348,8461.855,8469.119999994291,8495.149,17074.092,{},,
Volume calibration,html.Screen,0_1,2021-04-19T10:14:54.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7934.677999985815,,response,,,,,,,,,,,continue,click button,,,,,,,,,25013.7349999859,25008.769999985816,17057.445,17074.5449999813,17074.092,25022.005,,,
Task instructions,html.Screen,0_2,2021-04-19T10:14:56.237Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.2599999894192,,response,,,,,,,,,,,continue,click button,,,,,,,,,26473.239999992074,26472.26499998942,25005.358,25013.974999979837,25022.005,26477.87,,,
Sounds,html.Screen,0_3_0_0,2021-04-19T10:15:00.474Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.504000000001,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,30710.13999998104,30706.727,26461.223,26473.609999986365,26477.87,30723.374,,,
Judgement,html.Screen,0_3_0_1,2021-04-19T10:15:01.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1466.0509999895694,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,32190.434999996796,32189.42499998957,30706.727,30710.35499998834,30723.374,32200.545,,,
Trial,flow.Sequence,0_3_0,2021-04-19T10:15:01.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5711.55499998957,,completion,,,,,,,,,1,,,,,,,,S,O,I,,32190.849999984493,32189.42499998957,26461.223,26473.529999988386,26477.87,32200.545,,,
Sounds,html.Screen,0_3_1_0,2021-04-19T10:15:06.194Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.016000000003,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,36429.704999987734,36428.914,32183.898,32191.059999982826,32200.545,36445.561,,,
Judgement,html.Screen,0_3_1_1,2021-04-19T10:15:07.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,817.8439999760449,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,37264.314999978524,37263.40499997605,36428.914,36429.87500000163,36445.561,37270.455,,,
Trial,flow.Sequence,0_3_1,2021-04-19T10:15:07.029Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062.859999976048,,completion,,,,,,,,,3,,,,,,,,O,I,S,,37264.609999983804,37263.40499997605,32183.898,32190.999999991618,32200.545,37270.455,,,
Sounds,html.Screen,0_3_2_0,2021-04-19T10:15:11.264Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.101999999999,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,41500.024999986636,41498.91,37253.808,37264.81999998214,37270.455,41515.557,,,
Judgement,html.Screen,0_3_2_1,2021-04-19T10:15:12.413Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1132.1280000035476,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,42648.71499998844,42647.68500000355,41498.91,41500.18499998259,41515.557,42658.485,,,
Trial,flow.Sequence,0_3_2,2021-04-19T10:15:12.413Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5377.230000003547,,completion,,,,,,,,,1,,,,,,,,S,I,O,,42648.97999999812,42647.68500000355,37253.808,37264.75499998196,37270.455,42658.485,,,
Sounds,html.Screen,0_3_3_0,2021-04-19T10:15:16.655Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.652000000002,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,46890.474999992875,46889.49,42641.838,42649.16499998071,42658.485,46906.137,,,
Judgement,html.Screen,0_3_3_1,2021-04-19T10:15:17.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,856.2930000024935,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,47763.32499997807,47762.430000002496,46889.49,46890.64499997767,46906.137,47778.649,,,
Trial,flow.Sequence,0_3_3,2021-04-19T10:15:17.528Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103.945000002495,,completion,,,,,,,,,2,,,,,,,,I,S,O,,47763.57499998994,47762.430000002496,42641.838,42649.099999980535,42658.485,47778.649,,,
Sounds,html.Screen,0_3_4_0,2021-04-19T10:15:21.772Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.327000000005,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,52008.05999999284,52007.329,47762.002,47763.74500000384,47778.649,52023.976,,,
Judgement,html.Screen,0_3_4_1,2021-04-19T10:15:22.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,770.4089999865027,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,52795.329999993555,52794.384999986505,52007.329,52008.224999997765,52023.976,52798.446,,,
Trial,flow.Sequence,0_3_4,2021-04-19T10:15:22.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015.7359999865075,,completion,,,,,,,,,2,,,,,,,,O,S,I,,52795.579999976326,52794.384999986505,47762.002,47763.68999999249,47778.649,52798.446,,,
Sounds,html.Screen,0_3_5_0,2021-04-19T10:15:26.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.431999999993,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,57028.25999999186,57027.231,52781.799,52795.76499998802,52798.446,57043.878,,,
Judgement,html.Screen,0_3_5_1,2021-04-19T10:15:27.434Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,624.6869999999471,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,57669.46000000462,57668.564999999944,57027.231,57028.404999990016,57043.878,57684.396,,,
Trial,flow.Sequence,0_3_5,2021-04-19T10:15:27.434Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870.118999999941,,completion,,,,,,,,,3,,,,,,,,I,O,S,,57669.69999999856,57668.564999999944,52781.799,52795.699999987846,52798.446,57684.396,,,
Task,flow.Loop,0_3,2021-04-19T10:15:27.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31190.694999999945,,completion,,,1,,,,,,,,,,,,,,,,,,57675.13499999768,57668.564999999944,26461.223,26473.45999997924,26477.87,57684.396,,,
Trap,html.Screen,0_4,2021-04-19T10:15:27.441Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,57676.66999998619,57668.564999999944,,57676.485000003595,,57684.396,,,
Thanks,html.Screen,0_5,2021-04-19T10:15:30.470Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.9939999882554,,response,,,,,,,,,,,continue,click button,,,,,,,,,60706.239999999525,60705.389999988256,57667.749,57676.834999991115,57684.396,65682.386,,,
Headphone screening,flow.Sequence,0,2021-04-19T10:15:30.471Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52210.24099998826,,completion,,,,,,,,,,,,,,,,,,,,,60706.47000000463,60705.389999988256,8461.855,8469.064999982947,8495.149,65682.386,,,
Instructions,html.Page,1_0,2021-04-19T10:16:00.902Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25455.11399998254,,form submission,,,,,,,,,,,,,,,,,,,,,91137.90000000154,91137.49999998254,65649.092,65670.7999999926,65682.386,91147.332,,,
Holding screen,html.Screen,1_1_0_0,2021-04-19T10:16:10.894Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065.444000000003,,timeout,,,,,,,,,,,,,,,,,,,,,101130.34999999218,101129.541,91130.685,91138.16999999108,91147.332,101212.776,,,
