sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-13T12:21:12.334Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_b/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 Edg/89.0.774.75"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1536,""screen_height"":864,""scroll_width"":1536,""scroll_height"":706,""window_innerWidth"":1536,""window_innerHeight"":754,""devicePixelRatio"":1.25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25687.88199998916,,response,,,,,,,,,,,continue,click button,,,,,,,,,31155.70000000298,31154.73499998916,5434.303,5447.140000003856,5466.853,31167.096,{},,
Volume calibration,html.Screen,0_1,2021-04-13T12:21:26.193Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13845.898999997316,,response,,,,,,,,,,,continue,click button,,,,,,,,,45014.78999998653,45012.99499999732,31150.53,31155.85999999894,31167.096,45025.029,,,
Task instructions,html.Screen,0_2,2021-04-13T12:21:32.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.945999960975,,response,,,,,,,,,,,continue,click button,,,,,,,,,50975.674999994226,50974.97499996098,45008.369,45014.88999999128,45025.029,50987.885,,,
Sounds,html.Screen,0_3_0_0,2021-04-13T12:21:36.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4263.889999999999,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,55220.93999997014,55218.544,50971.244,50975.81499995431,50987.885,55251.775,,,
Judgement,html.Screen,0_3_0_1,2021-04-13T12:21:40.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,4447.414999955705,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,59700.09999995818,59699.189999955706,55218.544,55221.03499999503,55251.775,59715.627,,,
Trial,flow.Sequence,0_3_0,2021-04-13T12:21:40.880Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8711.304999955704,,completion,,,,,,,,,1,,,,,,,,S,I,O,,59701.06999995187,59699.189999955706,50971.244,50975.784999958705,50987.885,59715.627,,,
Sounds,html.Screen,0_3_1_0,2021-04-13T12:21:45.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.243000000002,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,63947.04499997897,63946.292,59699.037,59701.15999999689,59715.627,63962.87,,,
Judgement,html.Screen,0_3_1_1,2021-04-13T12:21:45.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,477.88999996857456,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,64441.55999994837,64440.75999996858,63946.292,63947.11999996798,63962.87,64445.911,,,
Trial,flow.Sequence,0_3_1,2021-04-13T12:21:45.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4725.132999968577,,completion,,,,,,,,,2,,,,,,,,I,S,O,,64441.77499995567,64440.75999996858,59699.037,59701.139999961015,59715.627,64445.911,,,
Sounds,html.Screen,0_3_2_0,2021-04-13T12:21:49.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.314999999995,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,68677.07999999402,68676.595,64429.283,64441.9249999919,64445.911,68693.226,,,
Judgement,html.Screen,0_3_2_1,2021-04-13T12:21:50.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,453.5139999965031,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,69147.44999998948,69146.7399999965,68676.595,68677.22999997204,68693.226,69159.617,,,
Trial,flow.Sequence,0_3_2,2021-04-13T12:21:50.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.828999996498,,completion,,,,,,,,,2,,,,,,,,O,S,I,,69147.55999995396,69146.7399999965,64429.283,64441.89999997616,64445.911,69159.617,,,
Sounds,html.Screen,0_3_3_0,2021-04-13T12:21:54.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.286999999997,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,73391.15499996115,73390.267,69143.212,69147.63500000117,69159.617,73406.904,,,
Judgement,html.Screen,0_3_3_1,2021-04-13T12:21:55.120Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,533.7559999638324,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,73941.44999998389,73940.65999996383,73390.267,73391.27500000177,73406.904,73956.603,,,
Trial,flow.Sequence,0_3_3,2021-04-13T12:21:55.120Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4781.042999963829,,completion,,,,,,,,,1,,,,,,,,S,O,I,,73941.54999998864,73940.65999996383,69143.212,69147.60500000557,69159.617,73956.603,,,
Sounds,html.Screen,0_3_4_0,2021-04-13T12:21:59.367Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.1860000000015,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,78187.93999997433,78187.255,73939.997,73941.61499995971,73956.603,78203.789,,,
Judgement,html.Screen,0_3_4_1,2021-04-13T12:21:59.889Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,505.0759999932343,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,78709.61999997962,78708.86499999324,78187.255,78188.10999998823,78203.789,78720.162,,,
Trial,flow.Sequence,0_3_4,2021-04-13T12:21:59.889Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752.261999993236,,completion,,,,,,,,,3,,,,,,,,O,I,S,,78709.72499996424,78708.86499999324,73939.997,73941.59999996191,73956.603,78720.162,,,
Sounds,html.Screen,0_3_5_0,2021-04-13T12:22:04.130Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.315000000002,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,82951.30499999505,82950.814,78703.597,78709.80499999132,78720.162,82967.477,,,
Judgement,html.Screen,0_3_5_1,2021-04-13T12:22:04.597Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,449.40799995507405,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,83417.75999998208,83416.88499995507,82950.814,82951.42999995733,82967.477,83433.878,,,
Trial,flow.Sequence,0_3_5,2021-04-13T12:22:04.597Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696.722999955076,,completion,,,,,,,,,3,,,,,,,,I,O,S,,83417.85999998683,83416.88499995507,78703.597,78709.78999999352,78720.162,83433.878,,,
Task,flow.Loop,0_3,2021-04-13T12:22:04.599Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32428.99999995507,,completion,,,1,,,,,,,,,,,,,,,,,,83420.28500000015,83416.88499995507,50971.244,50975.7549999631,50987.885,83433.878,,,
Trap,html.Screen,0_4,2021-04-13T12:22:04.600Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,83420.97499995725,83416.88499995507,,83420.90999998618,,83433.878,,,
