sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-22T12:33:04.226Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_f/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1380,""scroll_height"":678,""window_innerWidth"":1380,""window_innerHeight"":726,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10067.541999980665,,response,,,,,,,,,,,continue,click button,,,,,,,,,23263.904999999795,23260.989999980666,13143.315,13136.079999996582,13193.448,23287.303,{},,
Volume calibration,html.Screen,0_1,2021-04-22T12:33:24.135Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19876.701999998724,,response,,,,,,,,,,,continue,click button,,,,,,,,,43172.454999992624,43164.004999998724,23253.881,23264.254999987315,23287.303,43173.695,,,
Task instructions,html.Screen,0_2,2021-04-22T12:33:40.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16484.0299999973,,response,,,,,,,,,,,continue,click button,,,,,,,,,59660.58499997598,59657.7249999973,43156.984,43173.01499997848,43173.695,59667.676,,,
Sounds,html.Screen,0_3_0_0,2021-04-22T12:33:44.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244.834000000003,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,63903.54999998817,63895.799,59650.965,59661.009999981616,59667.676,63912.51,,,
Judgement,html.Screen,0_3_0_1,2021-04-22T12:33:46.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1178.4849999768267,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,65094.76999999606,65090.99499997683,63895.799,63903.939999989234,63912.51,65098.991,,,
Trial,flow.Sequence,0_3_0,2021-04-22T12:33:46.059Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423.318999976829,,completion,,,,,,,,,1,,,,,,,,S,I,O,,65095.37999998429,65090.99499997683,59650.965,59660.904999997,59667.676,65098.991,,,
Sounds,html.Screen,0_3_1_0,2021-04-22T12:33:50.293Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244.594000000005,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,69329.1549999849,69326.874,65082.28,65095.665000000736,65098.991,69343.585,,,
Judgement,html.Screen,0_3_1_1,2021-04-22T12:33:50.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,605.7849999875325,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,69952.87499998813,69949.36999998754,69326.874,69329.36499998323,69343.585,69962.076,,,
Trial,flow.Sequence,0_3_1,2021-04-22T12:33:50.917Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850.378999987537,,completion,,,,,,,,,3,,,,,,,,I,O,S,,69953.22999998461,69949.36999998754,65082.28,65095.57499998482,65098.991,69962.076,,,
Sounds,html.Screen,0_3_2_0,2021-04-22T12:33:55.157Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244.593999999997,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,74193.04499999271,74189.959,69945.365,69953.49499999429,69962.076,74206.67,,,
