sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-24T21:38:30.978Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_a/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.3 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-gb"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":979,""scroll_height"":567,""window_innerWidth"":979,""window_innerHeight"":615,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167,,response,,,,,,,,,,,continue,click button,,,,,,,,,15139.000000000002,15061,11894,11869,11920,15160,{},,
Volume calibration,html.Screen,0_1,2021-04-24T21:38:41.614Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10553,,response,,,,,,,,,,,continue,click button,,,,,,,,,25776,25696,15143,15140,15160,25794,,,
Task instructions,html.Screen,0_2,2021-04-24T21:38:43.703Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,response,,,,,,,,,,,continue,click button,,,,,,,,,27864,27788,25781,25776,25794,27894,,,
Sounds,html.Screen,0_3_0_0,2021-04-24T21:38:47.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,32130.000000000004,32129,27876,27865.000000000004,27894,32146,,,
Judgement,html.Screen,0_3_0_1,2021-04-24T21:38:51.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,3953,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,36158,36082,32129,32131,32146,36181,,,
Trial,flow.Sequence,0_3_0,2021-04-24T21:38:51.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8188,,completion,,,,,,,,,1,,,,,,,,S,I,O,,36159,36082,27876,27865.000000000004,27894,36181,,,
Sounds,html.Screen,0_3_1_0,2021-04-24T21:38:56.253Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,40414,40413,36164,36159,36181,40430,,,
Judgement,html.Screen,0_3_1_1,2021-04-24T21:38:57.275Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,946,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,41436,41359,40413,40414,40430,41467,,,
Trial,flow.Sequence,0_3_1,2021-04-24T21:38:57.275Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178,,completion,,,,,,,,,3,,,,,,,,I,O,S,,41436,41359,36164,36159,36181,41467,,,
Sounds,html.Screen,0_3_2_0,2021-04-24T21:39:01.542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,45703,45703,41451,41436,41467,45720,,,
Judgement,html.Screen,0_3_2_1,2021-04-24T21:39:02.014Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,396.0000000000073,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,46175.00000000001,46099.00000000001,45703,45703,45720,46204,,,
Trial,flow.Sequence,0_3_2,2021-04-24T21:39:02.014Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632.000000000007,,completion,,,,,,,,,2,,,,,,,,I,S,O,,46175.00000000001,46099.00000000001,41451,41436,41467,46204,,,
Sounds,html.Screen,0_3_3_0,2021-04-24T21:39:06.276Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,50437,50437,46186,46175.00000000001,46204,50453,,,
Judgement,html.Screen,0_3_3_1,2021-04-24T21:39:06.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,351.0000000000073,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,50865,50788.00000000001,50437,50437,50453,50895,,,
Trial,flow.Sequence,0_3_3,2021-04-24T21:39:06.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4584.000000000007,,completion,,,,,,,,,2,,,,,,,,O,S,I,,50866,50788.00000000001,46186,46175.00000000001,46204,50895,,,
Sounds,html.Screen,0_3_4_0,2021-04-24T21:39:10.967Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,55128,55128,50878,50866,50895,55144,,,
Judgement,html.Screen,0_3_4_1,2021-04-24T21:39:11.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,310,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,55515,55438,55128,55128,55144,55547,,,
Trial,flow.Sequence,0_3_4,2021-04-24T21:39:11.355Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4543,,completion,,,,,,,,,1,,,,,,,,S,O,I,,55515,55438,50878,50866,50895,55547,,,
Sounds,html.Screen,0_3_5_0,2021-04-24T21:39:15.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,59780,59780,55531,55515,55547,59798,,,
