sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-15T09:51:03.296Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_c/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1280,""screen_height"":800,""scroll_width"":1280,""scroll_height"":672,""window_innerWidth"":1280,""window_innerHeight"":720,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570.632000003203,,response,,,,,,,,,,,continue,click button,,,,,,,,,14140.505000003031,14137.690000003204,9533.806,9538.370000002033,9567.058,14140.056,{},,
Volume calibration,html.Screen,0_1,2021-04-15T09:51:20.357Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17055.549000000796,,response,,,,,,,,,,,continue,click button,,,,,,,,,31201.554999999644,31195.605000000796,14123.43,14140.894999996817,14140.056,31200.234,,,
Task instructions,html.Screen,0_2,2021-04-15T09:51:21.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.430999999222,,response,,,,,,,,,,,continue,click button,,,,,,,,,32661.71999999642,32659.664999999222,31183.608,31202.00499999919,31200.234,32663.322,,,
Sounds,html.Screen,0_3_0_0,2021-04-15T09:51:26.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256.256000000001,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,36907.76000000187,36902.952,32646.696,32662.09499999968,32663.322,36919.578,,,
Judgement,html.Screen,0_3_0_1,2021-04-15T09:51:29.890Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,3813.922000002094,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,40735.34500000096,40733.500000002095,36902.952,36907.9750000019,36919.578,40743.558,,,
Trial,flow.Sequence,0_3_0,2021-04-15T09:51:29.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8070.178000002095,,completion,,,,,,,,,2,,,,,,,,I,S,O,,40737.40499999985,40733.500000002095,32646.696,32662.01000000001,32663.322,40743.558,,,
Sounds,html.Screen,0_3_1_0,2021-04-15T09:51:34.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257.172000000006,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,44986.65500000061,44984.104,40726.932,40737.630000003264,40743.558,45000.73,,,
Judgement,html.Screen,0_3_1_1,2021-04-15T09:51:35.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1396.9300000023577,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,46399.74999999686,46397.66000000236,44984.104,44986.83500000334,45000.73,46413.94,,,
Trial,flow.Sequence,0_3_1,2021-04-15T09:51:35.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654.102000002364,,completion,,,,,,,,,1,,,,,,,,S,O,I,,46400.070000003325,46397.66000000236,40726.932,40737.56500000309,40743.558,46413.94,,,
Sounds,html.Screen,0_3_2_0,2021-04-15T09:51:39.810Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256.256000000001,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,50655.220000000554,50653.57,46397.314,46400.30000000115,46413.94,50670.196,,,
