sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-19T10:30:27.048Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_f/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-gb"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":772,""window_innerWidth"":1440,""window_innerHeight"":820,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,63373,,response,,,,,,,,,,,continue,click button,,,,,,,,,70702,70646,7273,7252,7293,70717,{},,
Volume calibration,html.Screen,0_1,2021-04-19T10:30:52.040Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25135.000000000015,,response,,,,,,,,,,,continue,click button,,,,,,,,,95695.00000000001,95841.00000000001,70706,70703,70717,95718,,,
Task instructions,html.Screen,0_2,2021-04-19T10:31:01.466Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9568,,response,,,,,,,,,,,continue,click button,,,,,,,,,105122,105271,95703,95695.00000000001,95718,105148,,,
Sounds,html.Screen,0_3_0_0,2021-04-19T10:31:05.720Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,109376,109375,105130,105122,105148,109392,,,
Judgement,html.Screen,0_3_0_1,2021-04-19T10:31:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,1430,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,110655,110805,109375,109376,109392,110681,,,
Trial,flow.Sequence,0_3_0,2021-04-19T10:31:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5657,,completion,,,,,,,,,2,,,,,,,,I,S,O,,110656,110805,105130,105122,105148,110681,,,
Sounds,html.Screen,0_3_1_0,2021-04-19T10:31:11.261Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,114917,114917,110664,110656,110681,114936,,,
Judgement,html.Screen,0_3_1_1,2021-04-19T10:31:12.364Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,1252,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,116019,116169,114917,114917,114936,116040,,,
Trial,flow.Sequence,0_3_1,2021-04-19T10:31:12.364Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5488,,completion,,,,,,,,,3,,,,,,,,I,O,S,,116020,116169,110664,110656,110681,116040,,,
Sounds,html.Screen,0_3_2_0,2021-04-19T10:31:16.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,120259,120258,116021,116020,116040,120283,,,
