sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-23T13:27:46.288Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_d/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-gb"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":779,""scroll_height"":712,""window_innerWidth"":779,""window_innerHeight"":760,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908.000000000002,,response,,,,,,,,,,,continue,click button,,,,,,,,,16393,16362.000000000002,4454,4426,4469,16420,{},,
Volume calibration,html.Screen,0_1,2021-04-23T13:28:10.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23979,,response,,,,,,,,,,,continue,click button,,,,,,,,,40393,40382,16403,16394.000000000004,16420,40426,,,
Task instructions,html.Screen,0_2,2021-04-23T13:28:43.174Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32860,,response,,,,,,,,,,,continue,click button,,,,,,,,,73278,73269,40409,40393,40426,73313,,,
Sounds,html.Screen,0_3_0_0,2021-04-23T13:28:47.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,77551,77550,73296,73278,73313,77566,,,
Judgement,html.Screen,0_3_0_1,2021-04-23T13:28:48.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,706,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,78265,78256,77550,77551,77566,78284,,,
Trial,flow.Sequence,0_3_0,2021-04-23T13:28:48.161Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943,,completion,,,,,,,,,2,,,,,,,,I,S,O,,78265,78256,73296,73278,73313,78284,,,
Sounds,html.Screen,0_3_1_0,2021-04-23T13:28:52.415Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,82520,82519,78266,78265,78284,82537,,,
Judgement,html.Screen,0_3_1_1,2021-04-23T13:28:52.992Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,569.0000000000146,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,83097.00000000001,83088.00000000001,82519,82520,82537,83120,,,
Trial,flow.Sequence,0_3_1,2021-04-23T13:28:52.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4804.000000000015,,completion,,,,,,,,,1,,,,,,,,S,I,O,,83097.00000000001,83088.00000000001,78266,78265,78284,83120,,,
Sounds,html.Screen,0_3_2_0,2021-04-23T13:28:57.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4254,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,87358,87358,83104,83097.00000000001,83120,87374,,,
Judgement,html.Screen,0_3_2_1,2021-04-23T13:28:57.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,408,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,87773,87766,87358,87359.00000000001,87374,87790,,,
Trial,flow.Sequence,0_3_2,2021-04-23T13:28:57.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4646,,completion,,,,,,,,,3,,,,,,,,I,O,S,,87774,87766,83104,83097.00000000001,83120,87790,,,
Sounds,html.Screen,0_3_3_0,2021-04-23T13:29:01.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,92028,92028,87774,87774,87790,92045,,,
Judgement,html.Screen,0_3_3_1,2021-04-23T13:29:02.311Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,379,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,92415,92407,92028,92028,92045,92444,,,
Trial,flow.Sequence,0_3_3,2021-04-23T13:29:02.311Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4617,,completion,,,,,,,,,3,,,,,,,,O,I,S,,92415,92407,87774,87774,87790,92444,,,
Sounds,html.Screen,0_3_4_0,2021-04-23T13:29:06.577Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,96681,96681,92428,92415,92444,96697,,,
Judgement,html.Screen,0_3_4_1,2021-04-23T13:29:06.983Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,398.00000000001455,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,97087,97079.00000000001,96681,96681,96697,97114,,,
Trial,flow.Sequence,0_3_4,2021-04-23T13:29:06.983Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4635.000000000015,,completion,,,,,,,,,2,,,,,,,,O,S,I,,97087,97079.00000000001,92428,92415,92444,97114,,,
Sounds,html.Screen,0_3_5_0,2021-04-23T13:29:11.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,101353.00000000001,101353,97097,97087,97114,101369,,,
Judgement,html.Screen,0_3_5_1,2021-04-23T13:29:11.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,387.00000000001455,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,101749,101740.00000000001,101353,101353.00000000001,101369,101786,,,
Trial,flow.Sequence,0_3_5,2021-04-23T13:29:11.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626.000000000015,,completion,,,,,,,,,1,,,,,,,,S,O,I,,101749,101740.00000000001,97097,97087,97114,101786,,,
Task,flow.Loop,0_3,2021-04-23T13:29:11.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427.000000000015,,completion,,,1,,,,,,,,,,,,,,,,,,101751,101740.00000000001,73296,73278,73313,101786,,,
Trap,html.Screen,0_4,2021-04-23T13:29:11.648Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,101752,101740.00000000001,,101752,,101786,,,
Thanks,html.Screen,0_5,2021-04-23T13:29:15.200Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526,,response,,,,,,,,,,,continue,click button,,,,,,,,,105304,105295,101769,101752,101786,110438,,,
Headphone screening,flow.Sequence,0,2021-04-23T13:29:15.200Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100826,,completion,,,,,,,,,,,,,,,,,,,,,105304,105295,4454,4426,4469,110438,,,
Instructions,html.Page,1_0,2021-04-23T13:29:52.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32063,,form submission,,,,,,,,,,,,,,,,,,,,,142501,142501,110420,110410,110438,142518,,,
Holding screen,html.Screen,1_1_0_0,2021-04-23T13:30:02.406Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10008,,timeout,,,,,,,,,,,,,,,,,,,,,152509,152509,142505,142501,142518,152526,,,
screen,html.Screen,1_1_0_1_0,2021-04-23T13:30:03.637Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1222,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,153741,153731,152509,152509,152526,153775,,0,When
screen,html.Screen,1_1_0_1_1,2021-04-23T13:30:04.484Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,819,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,154587,154578,153759,153741,153775,154626,,1,it
screen,html.Screen,1_1_0_1_2,2021-04-23T13:30:05.222Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,707,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,155326,155316,154609,154587,154626,155359,,2,comes
screen,html.Screen,1_1_0_1_3,2021-04-23T13:30:05.847Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,599,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,155951,155942,155343,155326,155359,155980,,3,to
screen,html.Screen,1_1_0_1_4,2021-04-23T13:30:06.459Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,590,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,156562,156553,155963,155951,155980,156596,,4,having
