"subject","item","Provo_ID","list","accuracy","duration","sound","ended_on","response","correctResponse","Pool","item_quest"
1,17,NA,"A",1,6399.56300019071,"silence","response","FALSE","FALSE","Prolific",1
1,17,NA,"A",1,2548.44500019075,"silence","response","FALSE","FALSE","Prolific",2
1,5,NA,"A",1,2480.81100019073,"silence","response","TRUE","TRUE","Prolific",1
1,5,NA,"A",1,2644.53200009535,"silence","response","TRUE","TRUE","Prolific",2
1,9,NA,"A",1,2325.12499980925,"silence","response","FALSE","FALSE","Prolific",1
1,9,NA,"A",1,2604.97200009535,"silence","response","FALSE","FALSE","Prolific",2
1,1,NA,"A",1,2179.55900009535,"silence","response","TRUE","TRUE","Prolific",1
1,1,NA,"A",1,1852.36000009539,"silence","response","FALSE","FALSE","Prolific",2
1,13,NA,"A",1,6022.43800000002,"silence","response","FALSE","FALSE","Prolific",1
1,13,NA,"A",1,2785.99600009539,"silence","response","TRUE","TRUE","Prolific",2
1,10,NA,"A",1,4393.65999980929,"lyrical","response","TRUE","TRUE","Prolific",1
1,10,NA,"A",1,3425.94400000002,"lyrical","response","TRUE","TRUE","Prolific",2
1,18,NA,"A",1,9615.97800019075,"lyrical","response","FALSE","FALSE","Prolific",1
1,18,NA,"A",1,2039.13799999998,"lyrical","response","TRUE","TRUE","Prolific",2
1,6,NA,"A",1,2934.80600019079,"lyrical","response","TRUE","TRUE","Prolific",1
1,6,NA,"A",1,2209.60599990468,"lyrical","response","FALSE","FALSE","Prolific",2
1,2,NA,"A",1,5584.23099980922,"lyrical","response","FALSE","FALSE","Prolific",1
1,2,NA,"A",1,2469.86099980923,"lyrical","response","FALSE","FALSE","Prolific",2
1,14,NA,"A",1,2117.33900019072,"lyrical","response","FALSE","FALSE","Prolific",1
1,14,NA,"A",1,4323.90900019079,"lyrical","response","FALSE","FALSE","Prolific",2
1,15,NA,"A",1,2079.59200009541,"instrumental","response","FALSE","FALSE","Prolific",1
1,15,NA,"A",1,2217.0590001907,"instrumental","response","TRUE","TRUE","Prolific",2
1,19,NA,"A",1,2057.78799980925,"instrumental","response","FALSE","FALSE","Prolific",1
1,19,NA,"A",1,2323.82499999995,"instrumental","response","FALSE","FALSE","Prolific",2
1,7,NA,"A",1,2824.15099990461,"instrumental","response","FALSE","FALSE","Prolific",1
1,7,NA,"A",1,2256.96700019075,"instrumental","response","TRUE","TRUE","Prolific",2
1,11,NA,"A",1,2629.16499980923,"instrumental","response","FALSE","FALSE","Prolific",1
1,11,NA,"A",1,2991.75299990468,"instrumental","response","FALSE","FALSE","Prolific",2
1,3,NA,"A",1,6528.39900009532,"instrumental","response","TRUE","TRUE","Prolific",1
1,3,NA,"A",1,2089.55999980925,"instrumental","response","FALSE","FALSE","Prolific",2
1,4,NA,"A",1,2366.09400000004,"speech","response","FALSE","FALSE","Prolific",1
1,4,NA,"A",1,1955.51000000001,"speech","response","TRUE","TRUE","Prolific",2
1,12,NA,"A",1,2503.24300009536,"speech","response","FALSE","FALSE","Prolific",1
1,12,NA,"A",0,1851.32200009539,"speech","response","FALSE","TRUE","Prolific",2
1,16,NA,"A",0,4781.07000009541,"speech","response","TRUE","FALSE","Prolific",1
1,16,NA,"A",1,3257.84099990467,"speech","response","TRUE","TRUE","Prolific",2
1,20,NA,"A",1,3620.26500009536,"speech","response","FALSE","FALSE","Prolific",1
1,20,NA,"A",1,2006.71800019068,"speech","response","TRUE","TRUE","Prolific",2
1,8,NA,"A",1,2466.74999990466,"speech","response","FALSE","FALSE","Prolific",1
1,8,NA,"A",1,2157.13300009537,"speech","response","TRUE","TRUE","Prolific",2
2,17,NA,"A",0,3803.30499999999,"silence","response","TRUE","FALSE","Prolific",1
2,17,NA,"A",0,6269.34899999923,"silence","response","TRUE","FALSE","Prolific",2
2,5,NA,"A",1,2060.06299999851,"silence","response","TRUE","TRUE","Prolific",1
2,5,NA,"A",1,2796.42499999964,"silence","response","TRUE","TRUE","Prolific",2
2,13,NA,"A",1,5487.56899999885,"silence","response","FALSE","FALSE","Prolific",1
2,13,NA,"A",0,5424.54799999925,"silence","response","FALSE","TRUE","Prolific",2
2,1,NA,"A",1,2335.60099999851,"silence","response","TRUE","TRUE","Prolific",1
2,1,NA,"A",1,1991.91999999888,"silence","response","FALSE","FALSE","Prolific",2
2,9,NA,"A",1,10462.944,"silence","response","FALSE","FALSE","Prolific",1
2,9,NA,"A",1,3678.5319999989,"silence","response","FALSE","FALSE","Prolific",2
2,6,NA,"A",1,3042.74199999962,"lyrical","response","TRUE","TRUE","Prolific",1
2,6,NA,"A",1,3130.98599999928,"lyrical","response","FALSE","FALSE","Prolific",2
2,18,NA,"A",0,3582.00699999923,"lyrical","response","TRUE","FALSE","Prolific",1
2,18,NA,"A",0,2027.49399999925,"lyrical","response","FALSE","TRUE","Prolific",2
2,14,NA,"A",1,2657.90199999965,"lyrical","response","FALSE","FALSE","Prolific",1
2,14,NA,"A",1,5881.58100000001,"lyrical","response","FALSE","FALSE","Prolific",2
2,2,NA,"A",0,2494.02599999926,"lyrical","response","TRUE","FALSE","Prolific",1
2,2,NA,"A",1,3736.73300000001,"lyrical","response","FALSE","FALSE","Prolific",2
2,10,NA,"A",1,3696.34900000005,"lyrical","response","TRUE","TRUE","Prolific",1
2,10,NA,"A",1,2646.89299999853,"lyrical","response","TRUE","TRUE","Prolific",2
2,19,NA,"A",1,3365.603,"instrumental","response","FALSE","FALSE","Prolific",1
2,19,NA,"A",1,4762.18099999963,"instrumental","response","FALSE","FALSE","Prolific",2
2,15,NA,"A",1,2154.02399999928,"instrumental","response","FALSE","FALSE","Prolific",1
2,15,NA,"A",0,2547.90599999961,"instrumental","response","FALSE","TRUE","Prolific",2
2,11,NA,"A",0,2595.93299999856,"instrumental","response","TRUE","FALSE","Prolific",1
2,11,NA,"A",1,3916.41299999855,"instrumental","response","FALSE","FALSE","Prolific",2
2,3,NA,"A",1,2194.98699999962,"instrumental","response","TRUE","TRUE","Prolific",1
2,3,NA,"A",0,3395.07099999883,"instrumental","response","TRUE","FALSE","Prolific",2
2,7,NA,"A",1,2153.62799999886,"instrumental","response","FALSE","FALSE","Prolific",1
2,7,NA,"A",0,3767.20499999856,"instrumental","response","FALSE","TRUE","Prolific",2
2,12,NA,"A",0,2846.12799999851,"speech","response","TRUE","FALSE","Prolific",1
