"subject","block_number","sound","list","block_time","block_time_s","block_time_m","block_start"
59,2,"Speech","C",213723.527,213.723527,3.56205878333333,47628
59,3,"Silence","C",215602.781,215.602781,3.59337968333333,47853
59,4,"Lyrical","C",237015.308,237.015308,3.95025513333333,48076
60,1,"Instrumental","C",159446.543000001,159.446543000001,2.65744238333335,49346
60,2,"Speech","C",183804.072000001,183.804072000001,3.06340120000002,49515
60,3,"Silence","C",151451.100000001,151.451100000001,2.52418500000001,49763
60,4,"Lyrical","C",155128.029000001,155.128029000002,2.58546715000003,49924
61,1,"Instrumental","C",203298.972999988,203.298972999988,3.38831621666647,55194
61,2,"Speech","C",224220.687999988,224.220687999988,3.73701146666647,55406
61,3,"Silence","C",155577.797999994,155.577797999994,2.5929632999999,55645
61,4,"Lyrical","C",184560.768999994,184.560768999994,3.07601281666657,55808
62,1,"Instrumental","C",143147.899,143.147899,2.38579831666667,71540
62,2,"Speech","C",145717.020999952,145.717020999952,2.42861701666587,71691
62,3,"Silence","C",130683.687999905,130.683687999905,2.17806146666508,71848
62,4,"Lyrical","C",131434.298999976,131.434298999976,2.1905716499996,71986
63,1,"Instrumental","C",166544.193999905,166.544193999905,2.77573656666508,71652
63,2,"Speech","C",168591.026999952,168.591026999952,2.80985044999921,71826
63,3,"Silence","C",149517.692,149.517692,2.49196153333333,72007
63,4,"Lyrical","C",159680.803999952,159.680803999952,2.66134673333254,72164
64,1,"Instrumental","C",141790.197,141.790197,2.36316995,71895
64,2,"Speech","C",136837.058999905,136.837058999905,2.28061764999841,72044
64,3,"Silence","C",131669.560999976,131.669560999976,2.19449268333294,72279
64,4,"Lyrical","C",142377.602999929,142.377602999929,2.37296004999881,72416
65,1,"Instrumental","C",187504.916000048,187.504916000048,3.12508193333413,74087
65,2,"Speech","C",153744.911000024,153.744911000024,2.56241518333373,74282
65,3,"Silence","C",154221.918999976,154.221918999976,2.57036531666627,74451
65,4,"Lyrical","C",137599.318000048,137.599318000048,2.29332196666746,74611
66,1,"Instrumental","C",189455.861,189.455861,3.15759768333333,74595
66,2,"Speech","C",191639.240999976,191.639240999976,3.1939873499996,74792
66,3,"Silence","C",178018.437999952,178.018437999952,2.96697396666587,75009
66,4,"Lyrical","C",207211.145999928,207.211145999928,3.45351909999881,75194
67,1,"Instrumental","C",187105.6,187.1056,3.11842666666667,37016
67,2,"Speech","C",188236.04,188.23604,3.13726733333333,37210
67,3,"Silence","C",169857.86,169.85786,2.83096433333333,37420
67,4,"Lyrical","C",189064.48,189.06448,3.15107466666667,37605
68,1,"Instrumental","C",160807.014,160.807014,2.6801169,37441
68,2,"Speech","C",147547.613000048,147.547613000048,2.45912688333413,37609
68,3,"Silence","C",153572.398000024,153.572398000024,2.55953996666706,37770
68,4,"Lyrical","C",174627.774000048,174.627774000048,2.9104629000008,37930
69,1,"Instrumental","C",257694.129,257.694129,4.29490215,37145
69,2,"Speech","C",269292.131000095,269.292131000095,4.48820218333492,37411
69,3,"Silence","C",252084.454,252.084454,4.20140756666667,37700
69,4,"Lyrical","C",241829.143999952,241.829143999952,4.03048573333254,37957
70,1,"Instrumental","C",174200,174.2,2.90333333333333,38244
70,2,"Speech","C",158362,158.362,2.63936666666667,38432
70,3,"Silence","C",232926,232.926,3.8821,38660
70,4,"Lyrical","C",159552,159.552,2.6592,38901
71,1,"Instrumental","C",240678.818,240.678818,4.01131363333333,39872
71,2,"Speech","C",210994.508,210.994508,3.51657513333333,40119
71,3,"Silence","C",188302.783000001,188.302783000001,3.13837971666668,40361
71,4,"Lyrical","C",226136.549,226.136549,3.76894248333333,40556
72,1,"Instrumental","C",243971.552,243.971552,4.06619253333333,39873
72,2,"Speech","C",214003.587999976,214.003587999976,3.56672646666627,40127
72,3,"Silence","C",212028.796999976,212.028796999976,3.53381328333294,40441
72,4,"Lyrical","C",220799.357000024,220.799357000024,3.67998928333373,40669
73,1,"Instrumental","C",189680.608999905,189.680608999905,3.16134348333174,40050
73,2,"Speech","C",200614.757999928,200.614757999928,3.34357929999881,40249
73,3,"Silence","C",174386.272999905,174.386272999905,2.90643788333174,40461
73,4,"Lyrical","C",183103.050999928,183.103050999928,3.05171751666547,40643
74,1,"Instrumental","C",156440.48,156.44048,2.60734133333333,40597
74,2,"Speech","C",146898.82,146.89882,2.44831366666667,40760
74,3,"Silence","C",141795.98,141.79598,2.36326633333333,40969
74,4,"Lyrical","C",148475.58,148.47558,2.474593,41117
75,1,"Instrumental","C",147517.542,147.517542,2.4586257,40348
75,2,"Speech","C",131403.596999994,131.403596999994,2.1900599499999,40503
75,3,"Silence","C",117615.111000006,117.615111000006,1.9602518500001,40644
75,4,"Lyrical","C",121456.103999997,121.456103999997,2.02426839999995,40768
76,1,"Instrumental","C",188822.692999905,188.822692999905,3.14704488333174,40698
76,2,"Speech","C",189048.188,189.048188,3.15080313333333,40896
76,3,"Silence","C",225025.520999952,225.025520999952,3.75042534999921,41134
76,4,"Lyrical","C",181231.978,181.231978,3.02053296666667,41368
77,1,"Instrumental","C",196704.843999857,196.704843999857,3.27841406666428,40794
77,2,"Speech","C",174116.630000048,174.116630000048,2.90194383333413,41000
77,3,"Silence","C",154810.834999857,154.810834999857,2.58018058333095,41273
77,4,"Lyrical","C",158222.485999905,158.222485999905,2.63704143333174,41435
78,1,"Instrumental","C",185675.573,185.675573,3.09459288333334,41817
78,2,"Speech","C",177513.317,177.513317,2.95855528333334,42012
78,3,"Silence","C",177601.333,177.601333,2.96002221666667,42221
78,4,"Lyrical","C",184135.237,184.135237,3.06892061666667,42406
79,1,"Speech","D",175646.333000024,175.646333000024,2.92743888333373,35216
79,2,"Silence","D",164604.523,164.604523,2.74340871666667,35401
79,3,"Lyrical","D",164160.769000095,164.160769000095,2.73601281666826,35619
79,4,"Instrumental","D",161991.856000024,161.991856000024,2.69986426666706,35790
80,1,"Speech","D",207958.034,207.958034,3.46596723333333,35193
80,2,"Silence","D",197377.479,197.377479,3.28962465,35411
80,3,"Lyrical","D",173397.401,173.397401,2.88995668333334,35621
80,4,"Instrumental","D",174657.47,174.65747,2.91095783333333,35802
81,1,"Speech","D",182131,182.131,3.03551666666667,35415
81,2,"Silence","D",161910,161.91,2.6985,35610
81,3,"Lyrical","D",156669,156.669,2.61115,35782
81,4,"Instrumental","D",168635,168.635,2.81058333333333,35945
82,1,"Speech","D",206235.011000006,206.235011000006,3.43725018333343,35317
82,2,"Silence","D",169019.936999997,169.019936999997,2.81699894999995,35534
82,3,"Lyrical","D",184304.043000003,184.304043000003,3.07173405000005,35731
82,4,"Instrumental","D",188962.369,188.962369,3.14937281666667,35923
83,1,"Speech","D",202245.720999988,202.245720999988,3.37076201666647,35480
83,2,"Silence","D",190156.040999994,190.156040999994,3.1692673499999,35692
83,3,"Lyrical","D",174871.323000006,174.871323000006,2.9145220500001,35920
83,4,"Instrumental","D",183406.073000006,183.406073000006,3.05676788333343,36101
84,1,"Speech","D",261970.684,261.970684,4.36617806666667,35352
84,2,"Silence","D",243612.652,243.612652,4.06021086666667,35628
84,3,"Lyrical","D",252037.107,252.037107,4.20061845,35890
84,4,"Instrumental","D",249569.871,249.569871,4.15949785,36150
85,1,"Speech","D",184704.234,184.704234,3.0784039,35782
85,2,"Silence","D",179419.412999952,179.419412999952,2.99032354999921,35982
85,3,"Lyrical","D",171255.656999952,171.255656999952,2.8542609499992,36178
85,4,"Instrumental","D",181483.269000048,181.483269000048,3.02472115000079,36358
86,1,"Speech","D",175870.7,175.8707,2.93117833333333,36104
86,2,"Silence","D",149122.44,149.12244,2.485374,36287
86,3,"Lyrical","D",141311.06,141.31106,2.35518433333333,36448
86,4,"Instrumental","D",169251.02,169.25102,2.82085033333333,36598
87,1,"Speech","D",184355.175999999,184.355175999999,3.07258626666664,37975
87,2,"Silence","D",171751.339000001,171.751339000001,2.86252231666669,38166
87,3,"Lyrical","D",158109.465000003,158.109465000003,2.63515775000005,38434
87,4,"Instrumental","D",146345.900000003,146.345900000003,2.43909833333338,38599
88,1,"Speech","D",182600.223,182.600223,3.04333705,38060
88,2,"Silence","D",156367.722,156.367722,2.6061287,38251
88,3,"Lyrical","D",151821.399,151.821399,2.53035665,38419
88,4,"Instrumental","D",157195.232,157.195232,2.61992053333333,38578
89,1,"Speech","D",208309.113,208.309113,3.47181855,38148
89,2,"Silence","D",200386.312000095,200.386312000095,3.33977186666826,38367
89,3,"Lyrical","D",192424.395000024,192.424395000024,3.2070732500004,38580
89,4,"Instrumental","D",192567.861000072,192.567861000072,3.20946435000119,38779
90,1,"Speech","D",189786.462,189.786462,3.1631077,38241
90,2,"Silence","D",164480.912,164.480912,2.74134853333333,38441
90,3,"Lyrical","D",197130.171999976,197.130171999976,3.28550286666627,38649
90,4,"Instrumental","D",183098.503000024,183.098503000024,3.05164171666706,38854
91,1,"Speech","D",155108.923,155.108923,2.58514871666667,40771
91,2,"Silence","D",142658.31,142.65831,2.3776385,40933
91,3,"Lyrical","D",134241.715,134.241715,2.23736191666667,41095
91,4,"Instrumental","D",144591.694000191,144.591694000191,2.40986156666985,41235
92,1,"Speech","D",222591.024,222.591024,3.7098504,41053
92,2,"Silence","D",195452.631,195.452631,3.25754385,41292
92,3,"Lyrical","D",196637.105999428,196.637105999428,3.27728509999046,41501
92,4,"Instrumental","D",199362.112999619,199.362112999619,3.32270188332698,41706
93,1,"Speech","D",173056.87,173.05687,2.88428116666667,41944
93,2,"Silence","D",155631.204,155.631204,2.5938534,42127
93,3,"Lyrical","D",148153.171,148.153171,2.46921951666667,42297
93,4,"Instrumental","D",159638.801,159.638801,2.66064668333333,42452
94,1,"Speech","D",356468.723000048,356.468723000048,5.94114538333413,42283
94,2,"Silence","D",320846.637,320.846637,5.34744395,42657
94,3,"Lyrical","D",298198.209999905,298.198209999905,4.96997016666508,43000
94,4,"Instrumental","D",312145.354999857,312.145354999857,5.20242258333095,43312
95,1,"Speech","D",169676.871000018,169.676871000018,2.8279478500003,45373
95,2,"Silence","D",165579.449000012,165.579449000012,2.75965748333353,45551
95,3,"Lyrical","D",162446.743000012,162.446743000012,2.70744571666686,45767
95,4,"Instrumental","D",168272.009,168.272009,2.80453348333333,45936
96,1,"Speech","D",232891.516000024,232.891516000024,3.88152526666706,42427
96,2,"Silence","D",202960.991000048,202.960991000048,3.38268318333413,42678
96,3,"Lyrical","D",186860.539000048,186.860539000048,3.11434231666746,42921
96,4,"Instrumental","D",207714.164000024,207.714164000024,3.46190273333373,43122
97,1,"Speech","D",187271.441000095,187.271441000095,3.12119068333492,42995
97,2,"Silence","D",177939.810999714,177.939810999714,2.9656635166619,43191
97,3,"Lyrical","D",162006.815000095,162.006815000095,2.70011358333492,43383
97,4,"Instrumental","D",163505.131,163.505131,2.72508551666667,43561
98,1,"Speech","D",238911.584999976,238.911584999976,3.9818597499996,42747
98,2,"Silence","D",206473.457999976,206.473457999976,3.4412242999996,42994
98,3,"Lyrical","D",244068.599999905,244.068599999905,4.06780999999841,43213
98,4,"Instrumental","D",195223.803999952,195.223803999952,3.25373006666587,43464
99,1,"Speech","D",194424.589,194.424589,3.24040981666666,43627
99,2,"Silence","D",178034.267,178.034267,2.96723778333333,43835
99,3,"Lyrical","D",181700.63,181.70063,3.02834383333333,44115
99,4,"Instrumental","D",209720.224,209.720224,3.49533706666667,44307
100,1,"Speech","D",173582.623000001,173.582623000001,2.89304371666668,39136
100,2,"Silence","D",161906.848,161.906848,2.69844746666667,39318
100,3,"Lyrical","D",151928.832,151.928832,2.5321472,39496
100,4,"Instrumental","D",137443.379,137.443379,2.29072298333333,39656
