sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-12T08:44:01.695Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_a/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1280,""screen_height"":800,""scroll_width"":1204,""scroll_height"":584,""window_innerWidth"":1204,""window_innerHeight"":584,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6944.861999999983,,response,,,,,,,,,,,continue,click button,,,,,,,,,15704.354999999963,15699.484999999982,8704.604,8720.14999999999,8754.623,15710.132,{},,
Volume calibration,html.Screen,0_1,2021-04-12T08:44:28.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26345.373000000043,,response,,,,,,,,,,,continue,click button,,,,,,,,,42064.790000000015,42055.50500000004,15693.459,15704.884999999991,15710.132,42062.788,,,
Task instructions,html.Screen,0_2,2021-04-12T08:44:32.756Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698.68200000003,,response,,,,,,,,,,,continue,click button,,,,,,,,,46765.224999999984,46761.47000000003,42046.115,42065.02999999998,42062.788,46781.247,,,
Sounds,html.Screen,0_3_0_0,2021-04-12T08:44:37.014Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.614999999998,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,51022.88999999996,51016.189,46764.574,46765.63499999997,46781.247,51032.862,,,
Judgement,html.Screen,0_3_0_1,2021-04-12T08:44:37.990Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,963.3729999999559,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,51999.36500000001,51996.23499999996,51016.189,51023.18000000002,51032.862,52005.812,,,
Trial,flow.Sequence,0_3_0,2021-04-12T08:44:37.991Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5214.987999999954,,completion,,,,,,,,,3,,,,,,,,I,O,S,,51999.969999999965,51996.23499999996,46764.574,46765.535,46781.247,52005.812,,,
Sounds,html.Screen,0_3_1_0,2021-04-12T08:44:42.234Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.615000000005,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,56242.965000000026,56240.754,51989.139,52000.25000000005,52005.812,56257.427,,,
Judgement,html.Screen,0_3_1_1,2021-04-12T08:44:42.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,631.418000000056,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,56892.00500000004,56888.84500000006,56240.754,56243.20499999999,56257.427,56907.674,,,
Trial,flow.Sequence,0_3_1,2021-04-12T08:44:42.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883.033000000061,,completion,,,,,,,,,2,,,,,,,,O,S,I,,56892.370000000024,56888.84500000006,51989.139,52000.16500000004,52005.812,56907.674,,,
Sounds,html.Screen,0_3_2_0,2021-04-12T08:44:47.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.614999999998,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,61144.705000000045,61142.616,56891.001,56892.619999999966,56907.674,61159.289,,,
Judgement,html.Screen,0_3_2_1,2021-04-12T08:44:47.648Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,494.9310000000114,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,61657.32500000001,61654.22000000001,61142.616,61145.08499999999,61159.289,61660.743,,,
Trial,flow.Sequence,0_3_2,2021-04-12T08:44:47.649Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4746.546000000009,,completion,,,,,,,,,1,,,,,,,,S,O,I,,61657.645000000004,61654.22000000001,56891.001,56892.54500000004,56907.674,61660.743,,,
Sounds,html.Screen,0_3_3_0,2021-04-12T08:44:51.889Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.614999999991,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,65898.41000000002,65895.685,61644.07,61657.879999999976,61660.743,65912.358,,,
Judgement,html.Screen,0_3_3_1,2021-04-12T08:44:53.145Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,1238.712000000014,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,67154.09999999998,67151.07,65895.685,65898.62500000004,65912.358,67162.833,,,
Trial,flow.Sequence,0_3_3,2021-04-12T08:44:53.145Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490.327000000005,,completion,,,,,,,,,2,,,,,,,,I,S,O,,67154.43000000005,67151.07,61644.07,61657.78499999999,61660.743,67162.833,,,
Sounds,html.Screen,0_3_4_0,2021-04-12T08:44:57.391Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.615000000005,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,71400.44999999998,71397.775,67146.16,67154.63499999998,67162.833,71414.448,,,
Judgement,html.Screen,0_3_4_1,2021-04-12T08:44:58.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,622.7119999999704,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,72040.19500000004,72037.15999999997,71397.775,71400.66000000002,71414.448,72049.396,,,
Trial,flow.Sequence,0_3_4,2021-04-12T08:44:58.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874.326999999976,,completion,,,,,,,,,1,,,,,,,,S,I,O,,72040.50500000005,72037.15999999997,67146.16,67154.57500000003,67162.833,72049.396,,,
Sounds,html.Screen,0_3_5_0,2021-04-12T08:45:02.277Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.615000000005,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,76286.54500000004,76284.338,72032.723,72040.70000000001,72049.396,76301.011,,,
Judgement,html.Screen,0_3_5_1,2021-04-12T08:45:02.710Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,415.52900000000955,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,76719.59000000004,76716.54000000001,76284.338,76286.745,76301.011,76734.509,,,
Trial,flow.Sequence,0_3_5,2021-04-12T08:45:02.711Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4667.144000000015,,completion,,,,,,,,,3,,,,,,,,O,I,S,,76719.87999999999,76716.54000000001,72032.723,72040.64500000005,72049.396,76734.509,,,
Task,flow.Loop,0_3,2021-04-12T08:45:02.719Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29935.293000000005,,completion,,,1,,,,,,,,,,,,,,,,,,76727.845,76716.54000000001,46764.574,46765.44999999999,46781.247,76734.509,,,
Trap,html.Screen,0_4,2021-04-12T08:45:02.720Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,76729.30500000007,76716.54000000001,,76729.13000000005,,76734.509,,,
Thanks,html.Screen,0_5,2021-04-12T08:45:06.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3367.9560000000492,,response,,,,,,,,,,,continue,click button,,,,,,,,,80106.26000000002,80102.46500000005,76717.836,76729.43499999997,76734.509,82853.5,,,
Headphone screening,flow.Sequence,0,2021-04-12T08:45:06.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71347.84200000006,,completion,,,,,,,,,,,,,,,,,,,,,80106.54999999997,80102.46500000005,8704.604,8720.104999999989,8754.623,82853.5,,,
Instructions,html.Page,1_0,2021-04-12T08:45:26.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17196.35499999998,,form submission,,,,,,,,,,,,,,,,,,,,,100050.29999999999,100049.85499999998,82836.827,82863.51500000001,82853.5,100047.262,,,
Holding screen,html.Screen,1_1_0_0,2021-04-12T08:45:36.027Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10003.800000000003,,timeout,,,,,,,,,,,,,,,,,,,,,110035.84000000001,110034.389,100030.589,100050.63500000005,100047.262,110051.062,,,
screen,html.Screen,1_1_0_1_0,2021-04-12T08:45:37.032Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,984.0430000000342,,response,,,,99,,,,,,,Space,keypress(Space),,,,,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,111040.87500000003,111035.10500000004,110034.389,110036.22000000007,110051.062,111051.442,,0,When
