sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-22T15:22:15.368Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_e/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1280,""screen_height"":800,""scroll_width"":804,""scroll_height"":618,""window_innerWidth"":804,""window_innerHeight"":666,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7993.935999903329,,response,,,,,,,,,,,continue,click button,,,,,,,,,15760.59499999974,15758.074999903329,7747.466,7748.469999991357,7764.139,15776.076,{},,
Volume calibration,html.Screen,0_1,2021-04-22T15:22:37.003Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21614.48399997072,,response,,,,,,,,,,,continue,click button,,,,,,,,,37395.43499995489,37390.55999997072,15759.403,15760.86999999825,15776.076,37398.151,,,
Task instructions,html.Screen,0_2,2021-04-22T15:22:46.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9081.278999948481,,response,,,,,,,,,,,continue,click button,,,,,,,,,46481.92499997094,46479.42999994848,37381.478,37395.65500000026,37398.151,46491.351,,,
Sounds,html.Screen,0_3_0_0,2021-04-22T15:22:50.340Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.614999999998,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,50732.77000000235,50726.293,46474.678,46482.44499997236,46491.351,50742.966,,,
Judgement,html.Screen,0_3_0_1,2021-04-22T15:22:51.197Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,845.1239999756363,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,51590.03999992274,51588.08999997564,50726.293,50732.93499997817,50742.966,51593.289,,,
Trial,flow.Sequence,0_3_0,2021-04-22T15:22:51.198Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096.738999975634,,completion,,,,,,,,,2,,,,,,,,I,S,O,,51590.38999991026,51588.08999997564,46474.678,46482.3449999094,46491.351,51593.289,,,
Sounds,html.Screen,0_3_1_0,2021-04-22T15:22:55.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.615000000005,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,55829.879999975674,55828.231,51576.616,51590.54499992635,51593.289,55844.904,,,
Judgement,html.Screen,0_3_1_1,2021-04-22T15:22:56.045Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,590.8859999013148,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,56437.529999995604,56435.78999990132,55828.231,55829.99499992002,55844.904,56445.132,,,
Trial,flow.Sequence,0_3_1,2021-04-22T15:22:56.045Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4842.50099990132,,completion,,,,,,,,,3,,,,,,,,I,O,S,,56437.730000005104,56435.78999990132,51576.616,51590.49499989487,51593.289,56445.132,,,
Sounds,html.Screen,0_3_2_0,2021-04-22T15:23:00.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252.3110000000015,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,60682.55499994848,60680.77,56428.459,56437.86999990698,56445.132,60697.443,,,
Judgement,html.Screen,0_3_2_1,2021-04-22T15:23:00.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,378.28200000242214,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,61077.67499994952,61075.72500000242,60680.77,60682.724999962375,60697.443,61080.922,,,
Trial,flow.Sequence,0_3_2,2021-04-22T15:23:00.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4630.593000002424,,completion,,,,,,,,,3,,,,,,,,O,I,S,,61077.85499992315,61075.72500000242,56428.459,56437.82499991357,56445.132,61080.922,,,
Sounds,html.Screen,0_3_3_0,2021-04-22T15:23:04.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.614999999998,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,65318.2449999731,65315.864,61064.249,61077.98499998171,61080.922,65332.537,,,
Judgement,html.Screen,0_3_3_1,2021-04-22T15:23:05.300Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,358.9329999615584,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,65693.31499992404,65691.46999996156,65315.864,65318.35999991745,65332.537,65699.343,,,
Trial,flow.Sequence,0_3_3,2021-04-22T15:23:05.301Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610.547999961556,,completion,,,,,,,,,2,,,,,,,,O,S,I,,65693.48999997601,65691.46999996156,61064.249,61077.93499995023,61080.922,65699.343,,,
Sounds,html.Screen,0_3_4_0,2021-04-22T15:23:09.544Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.615000000005,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,69936.95000000298,69934.285,65682.67,65693.5999999987,65699.343,69950.958,,,
Judgement,html.Screen,0_3_4_1,2021-04-22T15:23:10.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,540.4519999004988,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,70493.33500000648,70491.4099999005,69934.285,69937.1449999744,69950.958,70506.129,,,
Trial,flow.Sequence,0_3_4,2021-04-22T15:23:10.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4792.066999900504,,completion,,,,,,,,,1,,,,,,,,S,O,I,,70493.50499990396,70491.4099999005,65682.67,65693.57000000309,65699.343,70506.129,,,
Sounds,html.Screen,0_3_5_0,2021-04-22T15:23:14.350Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.615000000005,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,74742.8699999582,74741.071,70489.456,70493.61499992665,70506.129,74757.744,,,
