sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-12T20:57:14.718Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_b/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":773,""window_innerWidth"":1440,""window_innerHeight"":821,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,271792.8719999893,,response,,,,,,,,,,,continue,click button,,,,,,,,,291872.0349999785,291867.7899999893,20058.251,20058.729999989737,20074.918,291877.727,{},,
Volume calibration,html.Screen,0_1,2021-04-12T20:57:33.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19182.787999990105,,response,,,,,,,,,,,continue,click button,,,,,,,,,311069.3949999986,311060.5149999901,291861.06,291873.0349999969,291877.727,311078.78,,,
Task instructions,html.Screen,0_2,2021-04-12T20:57:43.115Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9186.115000000224,,response,,,,,,,,,,,continue,click button,,,,,,,,,320267.8099999903,320264.89500000025,311062.113,311069.6149999858,311078.78,320279.817,,,
Sounds,html.Screen,0_3_0_0,2021-04-12T20:57:47.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.085000000021,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,324518.0099999998,324513.235,320263.15,320268.2099999802,320279.817,324529.902,,,
Judgement,html.Screen,0_3_0_1,2021-04-12T20:57:48.522Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,1141.4529999985825,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,325674.81500000576,325671.3549999986,324513.235,324518.2849999983,324529.902,325679.925,,,
Trial,flow.Sequence,0_3_0,2021-04-12T20:57:48.523Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.5379999986035,,completion,,,,,,,,,2,,,,,,,,O,S,I,,325675.419999985,325671.3549999986,320263.15,320268.1100000045,320279.817,325679.925,,,
Sounds,html.Screen,0_3_1_0,2021-04-12T20:57:52.763Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.085000000021,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,329916.07499998645,329913.343,325663.258,325675.6999999925,325679.925,329930.01,,,
Judgement,html.Screen,0_3_1_1,2021-04-12T20:57:53.358Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,577.1099999947473,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,330510.3050000034,330507.11999999476,329913.343,329916.2849999848,329930.01,330513.882,,,
Trial,flow.Sequence,0_3_1,2021-04-12T20:57:53.358Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827.194999994768,,completion,,,,,,,,,3,,,,,,,,O,I,S,,330510.66999998875,330507.11999999476,325663.258,325675.6100000057,325679.925,330513.882,,,
Sounds,html.Screen,0_3_2_0,2021-04-12T20:57:57.596Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.085000000021,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,334748.91500000376,334747.3,330497.215,330510.92999998946,330513.882,334763.967,,,
Judgement,html.Screen,0_3_2_1,2021-04-12T20:57:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,429.28299998206785,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,335196.2449999992,335193.2499999821,334747.3,334749.12999998196,334763.967,335197.309,,,
Trial,flow.Sequence,0_3_2,2021-04-12T20:57:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.367999982089,,completion,,,,,,,,,1,,,,,,,,S,I,O,,335196.57499997993,335193.2499999821,330497.215,330510.8499999915,330513.882,335197.309,,,
Sounds,html.Screen,0_3_3_0,2021-04-12T20:58:02.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.084999999963,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,339433.04999999236,339430.727,335180.642,335196.81999998284,335197.309,339447.394,,,
Judgement,html.Screen,0_3_3_1,2021-04-12T20:58:02.733Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,434.0559999862453,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,339884.98000000254,339881.4499999862,339430.727,339433.3500000066,339447.394,339897.403,,,
Trial,flow.Sequence,0_3_3,2021-04-12T20:58:02.733Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4684.140999986208,,completion,,,,,,,,,2,,,,,,,,I,S,O,,339885.3050000034,339881.4499999862,335180.642,335196.729999996,335197.309,339897.403,,,
Sounds,html.Screen,0_3_4_0,2021-04-12T20:58:06.981Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.085000000021,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,344133.27500000014,344130.821,339880.736,339885.52999999956,339897.403,344147.488,,,
Judgement,html.Screen,0_3_4_1,2021-04-12T20:58:07.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,387.1119999844814,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,344537.5950000016,344534.5999999845,344130.821,344133.47000000067,344147.488,344548.087,,,
Trial,flow.Sequence,0_3_4,2021-04-12T20:58:07.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637.196999984502,,completion,,,,,,,,,3,,,,,,,,I,O,S,,344537.9350000003,344534.5999999845,339880.736,339885.4599999904,339897.403,344548.087,,,
Sounds,html.Screen,0_3_5_0,2021-04-12T20:58:11.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.085000000021,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,348783.7350000045,348781.505,344531.42,344538.1449999986,344548.087,348798.172,,,
Judgement,html.Screen,0_3_5_1,2021-04-12T20:58:12.079Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,429.77299999142997,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,349231.05000000214,349227.94499999145,348781.505,348783.8899999915,348798.172,349231.514,,,
Trial,flow.Sequence,0_3_5,2021-04-12T20:58:12.079Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.857999991451,,completion,,,,,,,,,1,,,,,,,,S,O,I,,349231.375000003,349227.94499999145,344531.42,344538.0849999783,344548.087,349231.514,,,
Task,flow.Loop,0_3,2021-04-12T20:58:12.087Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28948.12799999147,,completion,,,1,,,,,,,,,,,,,,,,,,349239.505000005,349227.94499999145,320263.15,320268.0199999886,320279.817,349231.514,,,
Trap,html.Screen,0_4,2021-04-12T20:58:12.093Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,349244.5650000009,349227.94499999145,,349244.1300000064,,349231.514,,,
