sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-16T13:16:04.606Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_a/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-gb"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":772,""window_innerWidth"":1440,""window_innerHeight"":820,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5429,,response,,,,,,,,,,,continue,click button,,,,,,,,,10863,10775,5346,5322,5369,10886,{},,
Volume calibration,html.Screen,0_1,2021-04-16T13:16:15.607Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10991,,response,,,,,,,,,,,continue,click button,,,,,,,,,21865.000000000004,21861,10870,10864,10886,21888,,,
Task instructions,html.Screen,0_2,2021-04-16T13:16:24.086Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8469,,response,,,,,,,,,,,continue,click button,,,,,,,,,30343,30341,21872,21865.000000000004,21888,30366,,,
Sounds,html.Screen,0_3_0_0,2021-04-16T13:16:28.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,34603,34602,30350,30344,30366,34619,,,
Judgement,html.Screen,0_3_0_1,2021-04-16T13:16:29.786Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1439.0000000000073,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,36043,36041.00000000001,34602,34603,34619,36071,,,
Trial,flow.Sequence,0_3_0,2021-04-16T13:16:29.786Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675.000000000007,,completion,,,,,,,,,1,,,,,,,,S,I,O,,36043,36041.00000000001,30350,30344,30366,36071,,,
Sounds,html.Screen,0_3_1_0,2021-04-16T13:16:34.042Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,40300.00000000001,40299,36054,36044.00000000001,36071,40317,,,
Judgement,html.Screen,0_3_1_1,2021-04-16T13:16:34.564Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,520,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,40821,40819,40299,40300.00000000001,40317,40839,,,
Trial,flow.Sequence,0_3_1,2021-04-16T13:16:34.564Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4748,,completion,,,,,,,,,3,,,,,,,,I,O,S,,40821,40819,36054,36043,36071,40839,,,
Sounds,html.Screen,0_3_2_0,2021-04-16T13:16:38.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,45070,45070,40822,40821,40839,45087,,,
Judgement,html.Screen,0_3_2_1,2021-04-16T13:16:39.260Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,445,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,45517,45515,45070,45070,45087,45541,,,
Trial,flow.Sequence,0_3_2,2021-04-16T13:16:39.260Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,,completion,,,,,,,,,2,,,,,,,,O,S,I,,45518,45515,40822,40821,40839,45541,,,
Sounds,html.Screen,0_3_3_0,2021-04-16T13:16:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,49768,49768,45524,45518,45541,49784,,,
Judgement,html.Screen,0_3_3_1,2021-04-16T13:16:44.045Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,533,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,50302,50301,49768,49768,49784,50323,,,
Trial,flow.Sequence,0_3_3,2021-04-16T13:16:44.045Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760,,completion,,,,,,,,,3,,,,,,,,O,I,S,,50303.00000000001,50301,45524,45518,45541,50323,,,
Sounds,html.Screen,0_3_4_0,2021-04-16T13:16:48.293Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,54550.00000000001,54549,50307,50303.00000000001,50323,54566,,,
Judgement,html.Screen,0_3_4_1,2021-04-16T13:16:48.758Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,464,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,55015,55013,54549,54550.00000000001,54566,55038,,,
Trial,flow.Sequence,0_3_4,2021-04-16T13:16:48.758Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690,,completion,,,,,,,,,2,,,,,,,,I,S,O,,55015,55013,50307,50303.00000000001,50323,55038,,,
Sounds,html.Screen,0_3_5_0,2021-04-16T13:16:53.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,59276,59275,55021,55015,55038,59293,,,
Judgement,html.Screen,0_3_5_1,2021-04-16T13:16:53.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,668,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,59944,59943,59275,59276,59293,59966,,,
Trial,flow.Sequence,0_3_5,2021-04-16T13:16:53.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4905,,completion,,,,,,,,,1,,,,,,,,S,O,I,,59944,59943,55021,55015,55038,59966,,,
Task,flow.Loop,0_3,2021-04-16T13:16:53.689Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29577,,completion,,,1,,,,,,,,,,,,,,,,,,59946,59943,30350,30344,30366,59966,,,
Trap,html.Screen,0_4,2021-04-16T13:16:53.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,59947,59943,,59947,,59966,,,
Thanks,html.Screen,0_5,2021-04-16T13:16:58.087Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393,,response,,,,,,,,,,,continue,click button,,,,,,,,,64344.00000000001,64342,59949,59947,59966,68630,,,
Headphone screening,flow.Sequence,0,2021-04-16T13:16:58.087Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58973,,completion,,,,,,,,,,,,,,,,,,,,,64344.00000000001,64342,5346,5321,5369,68630,,,
Instructions,html.Page,1_0,2021-04-16T13:17:25.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22754,,form submission,,,,,,,,,,,,,,,,,,,,,91385,91384,68619,68603,68630,91405,,,
Holding screen,html.Screen,1_1_0_0,2021-04-16T13:17:35.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013,,timeout,,,,,,,,,,,,,,,,,,,,,101393,101392,91390,91385,91405,101418,,,
