sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-13T15:51:23.492Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_c/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1280,""screen_height"":720,""scroll_width"":1280,""scroll_height"":562,""window_innerWidth"":1280,""window_innerHeight"":610,""devicePixelRatio"":1.5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,67291.71299977663,,response,,,,,,,,,,,continue,click button,,,,,,,,,74266.33000001311,74258.40999977663,6933.165,6942.2049997374415,6966.697,74284.4,{},,
Volume calibration,html.Screen,0_1,2021-04-13T15:51:46.276Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22760.244999783492,,response,,,,,,,,,,,continue,click button,,,,,,,,,97050.24999985471,97044.64499978349,74251.128,74267.75999972597,74284.4,97068.081,,,
Task instructions,html.Screen,0_2,2021-04-13T15:51:50.535Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239.87899988913,,response,,,,,,,,,,,continue,click button,,,,,,,,,101309.55499969423,101307.95999988914,97035.015,97050.58499984443,97068.081,101318.188,,,
Sounds,html.Screen,0_3_0_0,2021-04-13T15:51:54.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266.964000000007,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,105556.33499985561,105551.815,101301.761,101310.37000007927,101318.188,105585.152,,,
Judgement,html.Screen,0_3_0_1,2021-04-13T15:51:56.768Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,1955.1329996462446,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,107541.77000001073,107540.28499964625,105551.815,105556.63000000641,105585.152,107551.683,,,
Trial,flow.Sequence,0_3_0,2021-04-13T15:51:56.768Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.096999646252,,completion,,,,,,,,,2,,,,,,,,I,S,O,,107542.48500009999,107540.28499964625,101301.761,101310.15500007197,101318.188,107551.683,,,
Sounds,html.Screen,0_3_1_0,2021-04-13T15:52:01.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.059999999998,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,111786.529999692,111785.271,107534.979,107542.85999992862,107551.683,111801.743,,,
Judgement,html.Screen,0_3_1_1,2021-04-13T15:52:01.626Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,597.1469998366811,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,112400.21499991417,112398.88999983668,111785.271,111786.81499976665,111801.743,112418.407,,,
Trial,flow.Sequence,0_3_1,2021-04-13T15:52:01.627Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4847.206999836679,,completion,,,,,,,,,1,,,,,,,,S,I,O,,112400.6699998863,112398.88999983668,107534.979,107542.75000002235,107551.683,112418.407,,,
Sounds,html.Screen,0_3_2_0,2021-04-13T15:52:05.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.040999999997,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,116653.25499977916,116652.063,112401.696,112401.01499995217,112418.407,116668.448,,,
