sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-03-28T22:12:43.579Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_b/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1327,""screen_height"":746,""scroll_width"":1327,""scroll_height"":588,""window_innerWidth"":1327,""window_innerHeight"":636,""devicePixelRatio"":1.4479166269302368}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.182000023153,response,,,,,,,,,,continue,click button,,,,,,,,,15235.519999987446,15225.610000023153,12830.008,12828.715000010561,12946.428,15281.907,{},,
Volume calibration,html.Screen,0_1,2021-03-28T22:13:03.932Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20295.457999975544,response,,,,,,,,,,continue,click button,,,,,,,,,35588.18000002066,35577.36499997554,15215.398,15238.075000001118,15281.907,35600.583,,,
Task instructions,html.Screen,0_2,2021-03-28T22:13:06.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355.7969999887137,response,,,,,,,,,,continue,click button,,,,,,,,,37959.0699999826,37956.37999998871,35567.163,35596.57499997411,35600.583,37969.385,,,
Sounds,html.Screen,0_3_0_0,2021-03-28T22:13:10.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253.733999999997,timeout,,,,,,,,2,,,,,,,,I,S,O,,42216.264999995474,42206.56,37952.7,37960.46500001103,37969.385,42223.119,,,
Judgement,html.Screen,0_3_0_1,2021-03-28T22:13:11.544Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,974.3609999734399,response,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,43200.379999994766,43197.47999997344,42206.56,42217.09499997087,42223.119,43207.343,,,
Trial,flow.Sequence,0_3_0,2021-03-28T22:13:11.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5228.094999973437,completion,,,,,,,,2,,,,,,,,I,S,O,,43202.02500000596,43197.47999997344,37952.7,37960.11500002351,37969.385,43207.343,,,
Sounds,html.Screen,0_3_1_0,2021-03-28T22:13:15.791Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253.832999999999,timeout,,,,,,,,1,,,,,,,,S,O,I,,47446.66999997571,47444.676,43190.836,43202.920000010636,43207.343,47461.176,,,
Judgement,html.Screen,0_3_1_1,2021-03-28T22:13:16.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,947.1039999741843,response,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,48409.76499998942,48408.279999974184,47444.676,47447.33499997528,47461.176,48411.966,,,
Trial,flow.Sequence,0_3_1,2021-03-28T22:13:16.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.936999974183,completion,,,,,,,,1,,,,,,,,S,O,I,,48410.21499998169,48408.279999974184,43190.836,43202.66000000993,43207.343,48411.966,,,
Sounds,html.Screen,0_3_2_0,2021-03-28T22:13:20.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253.896999999997,timeout,,,,,,,,3,,,,,,,,I,O,S,,52650.34499997273,52649.187,48395.649,48410.60000000289,48411.966,52665.863,,,
