subject;list;music;song_number;music_set;snippet_file;Pool;familiarity;preference;pleasantness;offensiveness;distraction;actual_artist;artist_name;accuracy_artist;actual_song_name;song_name;accuracy_song;;
95;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;3;2;2;5;7;Eminem;;0;The way I am;;0;;
95;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;5;4;3;3;6;Post Malone;;0;WoW;;0;;
95;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;4;4;3;3;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
96;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;8;2;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
96;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;9;7;6;2;9;Iggy Azalea (ft. Charli XCX);Iggy Azela;1;Fancy;Fancy;1;;
96;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;9;7;9;1;9;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
96;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;7;6;4;2;7;Eminem;;0;The way I am;;0;;
96;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;2;2;1;1;9;Post Malone;;0;WoW;;0;;
96;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;8;8;9;1;10;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
97;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;8;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
97;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;7;8;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azaelia and Charli xcx;1;Fancy;Fancy;1;;
97;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;2;9;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
97;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;4;3;3;1;5;Eminem;;0;The way I am;;0;;
97;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;8;6;5;3;6;Post Malone;;0;WoW;;0;;
97;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;6;4;5;2;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
98;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;10;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
98;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;10;Iggy Azalea (ft. Charli XCX);Charlie XCX and Iggy Alzela ;1;Fancy;fancy;1;;
98;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;7;1;3;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
98;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;1;1;4;4;Eminem;;0;The way I am;;0;;
98;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;4;Post Malone;Post Malone;1;WoW;;0;;
98;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;10;8;1;3;Nicki Minaj (feat. Rihanna);Rhianna;1;Fly;;0;;
99;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;;6;6;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
99;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;7;6;1;8;Iggy Azalea (ft. Charli XCX);iggy Azalea;1;Fancy;fancy;1;;
99;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;NA;1;9;Outkast;;0;Ms. Jackson;ms jackson;1;;
99;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;8;7;7;1;3;Eminem;;0;The way I am;;0;;
99;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;4;4;3;1;2;Post Malone;;0;WoW;;0;;
99;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;1;1;1;1;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
100;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;1;4;Jessie J (feat. B.o.B);jessie j, B.oB;1;Price tag;price tag;1;;
100;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;7;10;1;4;Iggy Azalea (ft. Charli XCX);Iggy azalea, Charli xcx;1;Fancy;fancy;1;;
100;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;9;Outkast;Outkast;1;Ms. Jackson;ms. Jackson ;1;;
100;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;7;10;1;1;Eminem;;0;The way I am;;0;;
100;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;3;Post Malone;post malone;1;WoW;;0;;
100;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;10;10;1;10;Nicki Minaj (feat. Rihanna);nicki minaj, rihanna ;1;Fly;fly ;1;;
101;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;6;9;1;10;Jessie J (feat. B.o.B);jessie j, B.O.B;1;Price tag;Price Tag;1;;
101;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;5;9;1;5;Iggy Azalea (ft. Charli XCX);Charli XCX, Iggy Azelea;1;Fancy;Fancy;1;;
101;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;9;Outkast;OutKast;1;Ms. Jackson;Ms Jackson;1;;
101;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;4;3;1;5;Eminem;;0;The way I am;;0;;
101;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;4;3;1;4;Post Malone;Post Malone;1;WoW;Wow;1;;
101;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;3;4;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
102;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;9;9;1;8;Jessie J (feat. B.o.B);jesse j;1;Price tag;price tag;1;;
102;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;10;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
102;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;1;5;5;1;5;Outkast;;0;Ms. Jackson;;0;;
102;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;4;4;1;4;Eminem;;0;The way I am;;0;;
102;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;3;3;1;3;Post Malone;;0;WoW;;0;;
102;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;2;2;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
103;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;1;8;Jessie J (feat. B.o.B);jessie j ;1;Price tag;price tag;1;;
103;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;9;Iggy Azalea (ft. Charli XCX);iggy ;1;Fancy;fancy;1;;
103;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;8;8;1;6;Outkast;;0;Ms. Jackson;miss jackson ;1;;
103;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;9;7;7;1;4;Eminem;;0;The way I am;;0;;
103;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;8;Post Malone;post malone;1;WoW;wow;1;;
103;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;3;3;3;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
104;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;10;2;4;Eminem;eminem;1;The way I am;the way i am;1;;
104;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;10;10;2;2;Post Malone;post malone;1;WoW;wow;1;;
104;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;4;8;1;2;Nicki Minaj (feat. Rihanna);rihanna;1;Fly;fly;1;;
104;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;7;9;1;4;Jessie J (feat. B.o.B);jessie j ;1;Price tag;price tag;1;;
104;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;4;5;1;2;Iggy Azalea (ft. Charli XCX);fancy;1;Fancy;iggy azalea;1;;
104;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;6;10;1;4;Outkast;;0;Ms. Jackson;;0;;
105;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;8;7;2;7;Eminem;Eminem;1;The way I am;The way i am;1;;
105;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;4;4;1;5;Post Malone;;0;WoW;;0;;
105;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;4;6;6;1;5;Nicki Minaj (feat. Rihanna);Rhianna;1;Fly;;0;;
105;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;8;1;3;Jessie J (feat. B.o.B);Katy perry;0;Price tag;Price tag;1;;
105;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;9;8;3;5;Iggy Azalea (ft. Charli XCX);Wierd al yankovic;0;Fancy;Handy;0;;
105;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;8;8;7;1;5;Outkast;outkast;1;Ms. Jackson;;0;;
106;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;7;10;8;1;9;Eminem;Eminem;1;The way I am;I am whatever you say I am;0;;
106;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;1;8;Post Malone;;0;WoW;;0;;
106;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;2;7;7;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
106;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;8;8;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
106;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;1;1;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
106;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;5;4;4;1;6;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
107;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;9;9;4;7;Eminem;Eminem;1;The way I am;NA;0;;
107;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;2;2;2;6;Post Malone;;0;WoW;NA;0;;
107;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;4;5;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;NA;0;;
107;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;6;5;NA;1;5;Jessie J (feat. B.o.B);;0;Price tag;NA;0;;
107;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;5;5;2;6;Iggy Azalea (ft. Charli XCX);;0;Fancy;NA;0;;
107;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;2;6;6;1;6;Outkast;;0;Ms. Jackson;NA;0;;
108;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;2;2;2;1;2;Eminem;Eminem;1;The way I am;NA;0;;
108;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;3;2;Post Malone;NA;0;WoW;NA;0;;
108;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;1;2;1;2;Nicki Minaj (feat. Rihanna);Rihanna ;1;Fly;NA;0;;
108;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;2;1;1;2;2;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
108;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;1;1;3;4;Iggy Azalea (ft. Charli XCX);Iggy Azelia ;1;Fancy;Fancy;1;;
108;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;1;1;1;8;Outkast;NA;0;Ms. Jackson;NA;0;;
109;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;8;7;1;10;Eminem;Eminem;1;The way I am;The Way I Am;1;;
109;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;4;4;1;9;Post Malone;;0;WoW;;0;;
109;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;2;3;3;1;9;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;;0;;
109;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;3;4;4;1;6;Jessie J (feat. B.o.B);;0;Price tag;;0;;
109;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;3;3;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
109;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;3;3;1;8;Outkast;;0;Ms. Jackson;;0;;
110;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;9;8;10;Eminem;Eminem (sorry can't spell his name!);1;The way I am;Not sure ;0;;
110;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;1;9;Post Malone;;0;WoW;;0;;
110;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;7;8;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
110;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;9;9;1;3;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
110;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;8;3;2;2;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
110;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;7;7;1;4;Outkast;Miss Jackson ;0;Ms. Jackson;Can't remember ;0;;
111;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;3;5;1;10;Eminem;Eminem ;1;The way I am;;0;;
111;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;4;4;1;9;Post Malone;;0;WoW;;0;;
111;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;4;5;1;8;Nicki Minaj (feat. Rihanna);Rhianna;1;Fly;;0;;
111;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;5;4;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Money;0;;
111;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;7;5;1;6;Iggy Azalea (ft. Charli XCX);Iggy Azelea;1;Fancy;Fancy;1;;
111;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;2;4;1;5;Outkast;;0;Ms. Jackson;;0;;
112;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;10;10;2;7;Eminem;Eminem;1;The way I am;NA;0;;
112;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;3;7;8;3;9;Post Malone;;0;WoW;NA;0;;
112;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;9;5;6;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;NA;0;;
112;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;8;6;1;6;Jessie J (feat. B.o.B);;0;Price tag;NA;0;;
112;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;1;1;;10;Iggy Azalea (ft. Charli XCX);;0;Fancy;NA;0;;
112;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;2;2;5;;5;Outkast;;0;Ms. Jackson;NA;0;;
113;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;9;8;1;6;Eminem;Eminem;1;The way I am;The Way I am;1;;
113;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;7;8;1;3;Post Malone;;0;WoW;;0;;
113;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;3;7;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
113;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;9;6;8;1;2;Jessie J (feat. B.o.B);Jessy Jay;1;Price tag;All about the money;0;;
113;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;4;6;1;2;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
113;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;8;9;1;2;Outkast;Outkast;1;Ms. Jackson;Sorry Miss Jackson;1;;
114;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;7;8;6;3;9;Eminem;Eminem;1;The way I am;Way I am;1;;
114;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;9;8;7;1;6;Post Malone;Post Malone;1;WoW;WOW;1;;
114;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;2;3;6;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
114;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;7;7;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag;1;;
114;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;8;6;6;1;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
114;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;5;6;6;1;4;Outkast;;0;Ms. Jackson;;0;;
115;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;10;1;1;Eminem;Eminem;1;The way I am;the way I am;1;;
115;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;7;7;7;1;1;Post Malone;;0;WoW;;0;;
115;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;10;10;10;1;1;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;Fly;1;;
115;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;10;NA;1;1;Jessie J (feat. B.o.B);Jessie J;1;Price tag;price tag;1;;
115;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;10;10;1;1;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
115;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;10;10;1;1;Outkast;outkast;1;Ms. Jackson;Ms jackson;1;;
116;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;9;6;4;5;9;Eminem;Eminem;1;The way I am;Way I Am;1;;
116;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;4;3;3;;6;Post Malone;;0;WoW;;0;;
116;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;;4;6;2;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
116;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;9;1;2;Jessie J (feat. B.o.B);;0;Price tag;;0;;
116;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;7;5;2;;4;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
116;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;4;4;3;3;6;Outkast;;0;Ms. Jackson;;0;;
117;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;4;6;5;6;9;Eminem;Eminem;1;The way I am;;0;;
117;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;8;8;4;8;Post Malone;Post Malone;1;WoW;wow;1;;
117;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;10;7;8;1;7;Nicki Minaj (feat. Rihanna);Rihanna and Nicki Minaj;1;Fly;Fly;1;;
117;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;8;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
117;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;8;7;2;6;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
117;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;7;8;8;1;6;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
118;A;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;7;8;1;8;Eminem;Eminem;1;The way I am;The way I am;1;;
118;A;lyrical;2;A;static/A2_lyrical.mp3;Prolific;7;5;5;1;8;Post Malone;;0;WoW;;0;;
118;A;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;4;4;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
118;A;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;4;4;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
118;A;instrumental;2;B;static/B2_instrumental.mp3;Prolific;8;7;8;1;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
118;A;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;10;10;1;6;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
119;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;9;8;1;1;Eminem;Eminem;1;The way I am;The way I am;1;;
119;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;10;10;1;1;Post Malone;Post Malone;1;WoW;wow;1;;
119;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;1;1;1;NA;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
119;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;5;5;5;1;1;Jessie J (feat. B.o.B);;0;Price tag;;0;;
119;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;9;4;4;2;1;Iggy Azalea (ft. Charli XCX);Britney spears;0;Fancy;pretty girls;0;;
119;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;1;1;1;1;Outkast;;0;Ms. Jackson;;0;;
120;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;8;8;5;10;Eminem;Eminem;1;The way I am;I Am;1;;
120;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;5;9;Post Malone;;0;WoW;;0;;
120;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;5;6;2;9;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;;0;;
120;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;1;3;3;2;6;Jessie J (feat. B.o.B);;0;Price tag;;0;;
120;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;1;2;4;7;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
120;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;5;5;5;7;Outkast;Outkast;1;Ms. Jackson;Miss Jackson;1;;
121;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;10;1;10;Eminem;Eminem;1;The way I am;Way I am;1;;
121;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;10;10;1;10;Post Malone;Post Malone;1;WoW;Wow;1;;
121;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;3;5;8;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
121;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;9;10;1;4;Jessie J (feat. B.o.B);;0;Price tag;;0;;
121;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;10;10;1;10;Iggy Azalea (ft. Charli XCX);Jidenna;0;Fancy;Classic man?;0;;
121;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;10;10;1;10;Outkast;Outkaast;1;Ms. Jackson;Sorry mrs jackson;1;;
122;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;5;;NA;8;10;Eminem;Eminem;1;The way I am;?;0;;
122;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;6;3;4;3;7;Post Malone;;0;WoW;;0;;
122;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;7;6;6;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
122;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;9;9;10;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
122;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;6;6;2;7;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
122;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;4;5;3;5;8;Outkast;;0;Ms. Jackson;;0;;
123;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;2;8;9;2;7;Eminem;eminem;1;The way I am;;0;;
123;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;10;10;1;8;Post Malone;;0;WoW;WOW;1;;
123;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;8;9;1;6;Nicki Minaj (feat. Rihanna);Rihana;1;Fly;to fly;1;;
123;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;7;1;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag;1;;
123;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;10;10;1;9;Iggy Azalea (ft. Charli XCX);Iggy Azalea & Charlie XCX;1;Fancy;Fancy;1;;
123;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;7;8;1;3;Outkast;;0;Ms. Jackson;;0;;
124;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;8;8;8;8;Eminem;Eminem;1;The way I am;The Way I am ;1;;
124;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;4;4;4;4;4;Post Malone;E 40;0;WoW;Tell me where to go;0;;
124;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;6;8;5;2;Nicki Minaj (feat. Rihanna);Nicki;1;Fly;To Fly;1;;
124;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;;8;8;3;3;Jessie J (feat. B.o.B);Rihanna;0;Price tag;Diamonds;0;;
124;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;5;5;3;2;Iggy Azalea (ft. Charli XCX);;0;Fancy;hey;0;;
124;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;3;9;1;1;Outkast;;0;Ms. Jackson;;0;;
125;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;8;7;2;10;Eminem;Eminem;1;The way I am;Say I am;0;;
125;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;2;2;2;2;Post Malone;;0;WoW;;0;;
125;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;1;1;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
125;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;2;3;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
125;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;3;3;1;6;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
125;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;9;1;9;Outkast;Outkast;1;Ms. Jackson;Ms.Jackson;1;;
126;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;9;8;1;7;Eminem;Eminem;1;The way I am;The Way I Am;1;;
126;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;9;6;6;1;7;Post Malone;Post Malone;1;WoW;Wow;1;;
126;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;9;7;7;1;6;Nicki Minaj (feat. Rihanna);Nicky Minaj & Rihanna;1;Fly;Fly;1;;
126;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;9;8;1;4;Jessie J (feat. B.o.B);Jessie J & B.O.B;1;Price tag;Price Tag;1;;
126;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;7;6;6;1;6;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
126;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;9;1;5;Outkast;OutKast;1;Ms. Jackson;Sorry Miss Jackson;1;;
127;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;2;1;1;1;7;Eminem;eminem ;1;The way I am;;0;;
127;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;4;4;1;4;Post Malone;;0;WoW;;0;;
127;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;3;2;4;1;4;Nicki Minaj (feat. Rihanna);Rihanna ;1;Fly;;0;;
127;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;1;1;1;5;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag ;1;;
