subject;list;music;song_number;music_set;snippet_file;Pool;familiarity;preference;pleasantness;offensiveness;distraction;actual_artist;artist_name;accuracy_artist;actual_song_name;song_name;accuracy_song;;
31;B;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;9;9;1;2;Jessie J (feat. B.o.B);Jessie J;1;Price tag;price tag;1;;
31;B;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;8;8;1;2;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
31;B;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;9;9;1;3;Outkast;Outkast;1;Ms. Jackson;ms Jackson ;1;;
32;B;lyrical;1;A;static/A1_lyrical.mp3;University pool;6;9;5;1;9;Eminem;Eminem;1;The way I am;;0;;
32;B;lyrical;2;A;static/A2_lyrical.mp3;University pool;3;8;8;1;9;Post Malone;;0;WoW;;0;;
32;B;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;9;9;1;7;Nicki Minaj (feat. Rihanna);nicki minaj;1;Fly;fly;1;;
32;B;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;8;8;1;2;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
32;B;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;9;7;1;6;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
32;B;instrumental;3;B;static/B3_instrumental.mp3;University pool;1;4;5;1;1;Outkast;;0;Ms. Jackson;;0;;
33;B;lyrical;1;A;static/A1_lyrical.mp3;University pool;6;4;2;5;6;Eminem;Eminem;1;The way I am;;0;;
33;B;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;8;8;5;6;Post Malone;Post malone ;1;WoW;Wow;1;;
33;B;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;5;5;2;5;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;Fly;1;;
33;B;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;9;8;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
33;B;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;5;5;3;4;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
33;B;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;9;9;3;4;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
34;B;lyrical;1;A;static/A1_lyrical.mp3;University pool;8;9;8;7;10;Eminem;Eminem;1;The way I am;NA;0;;
34;B;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;9;NA;Post Malone;post malone;1;WoW;NA;0;;
34;B;lyrical;3;A;static/A3_lyrical.mp3;University pool;9;9;9;9;8;Nicki Minaj (feat. Rihanna);;0;Fly;NA;0;;
34;B;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;9;9;4;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;NA;0;;
34;B;instrumental;2;B;static/B2_instrumental.mp3;University pool;7;8;8;4;7;Iggy Azalea (ft. Charli XCX);iggy azalea;1;Fancy;NA;0;;
34;B;instrumental;3;B;static/B3_instrumental.mp3;University pool;6;8;8;4;9;Outkast;;0;Ms. Jackson;NA;0;;
35;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;2;4;4;1;1;Eminem;Eminem;1;The way I am;;0;;
35;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;7;7;1;6;Post Malone;post malone;1;WoW;wow;1;;
35;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;7;4;3;1;2;Nicki Minaj (feat. Rihanna);Nicki Minaj & Rihanna;1;Fly;fly;1;;
35;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;8;8;1;NA;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
35;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;9;8;1;5;Iggy Azalea (ft. Charli XCX);iggy azalea;1;Fancy;fancy;1;;
35;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;8;8;8;1;4;Outkast;Outkast;1;Ms. Jackson;Ms.Jackson;1;;
36;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;8;9;8;1;8;Eminem;Eminem;1;The way I am;;0;;
36;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;1;8;Post Malone;Post Malone;1;WoW;Wow;1;;
36;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;8;7;8;1;6;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;;0;;
36;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;8;8;8;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
36;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;8;8;8;1;3;Iggy Azalea (ft. Charli XCX);Iggy Isela ;1;Fancy;Fancy;1;;
36;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;8;8;8;1;6;Outkast;;0;Ms. Jackson;;0;;
37;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;5;5;6;4;10;Eminem;;0;The way I am;;0;;
37;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;9;9;3;10;Post Malone;post malone;1;WoW;wow;1;;
37;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;9;8;1;10;Nicki Minaj (feat. Rihanna);Rhianna ;1;Fly;fly;1;;
37;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;2;2;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
37;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;6;6;2;6;Iggy Azalea (ft. Charli XCX);Charlie XCX and Iggy Azaelea ;1;Fancy;Fancy ;1;;
37;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;10;6;2;7;Outkast;Outcast;1;Ms. Jackson;Ms. Jackson;1;;
38;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;7;7;1;7;Eminem;;0;The way I am;;0;;
38;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;1;7;Post Malone;post malone;1;WoW;wow;1;;
38;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;8;8;8;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
38;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;7;8;1;3;Jessie J (feat. B.o.B);;0;Price tag;;0;;
38;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;4;4;1;6;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
38;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;8;8;1;5;Outkast;;0;Ms. Jackson;miss jackson;1;;
39;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;8;5;4;7;Eminem;Eminem;1;The way I am;The Way I Am;1;;
39;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;9;8;3;8;Post Malone;Post Malone;1;WoW;Wow.;1;;
39;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;7;6;8;3;6;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;Fly;1;;
39;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;6;8;3;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
39;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;6;6;5;7;Iggy Azalea (ft. Charli XCX);Charli XCX;1;Fancy;Fancy;1;;
39;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;10;10;4;8;Outkast;OutKast;1;Ms. Jackson;Ms. Jackson;1;;
40;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;8;7;1;8;Eminem;Eminem;1;The way I am;The Way I am ;1;;
40;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;6;2;2;1;5;Post Malone;;0;WoW;;0;;
40;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;8;1;1;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
40;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;3;3;1;5;Jessie J (feat. B.o.B);Jessie J ;1;Price tag;Price Tag;1;;
40;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;8;3;3;1;3;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
40;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;8;8;1;5;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
41;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;10;7;2;4;Eminem;eminem;1;The way I am;way i am;1;;
41;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;9;8;8;1;7;Post Malone;post malone;1;WoW;wow.;0;;
41;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;7;5;7;1;5;Nicki Minaj (feat. Rihanna);rhianna;1;Fly;fly?;1;;
41;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;8;8;1;3;Jessie J (feat. B.o.B);jessie j;1;Price tag;pricetag;1;;
41;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;6;4;5;5;3;Iggy Azalea (ft. Charli XCX);will i am;0;Fancy;birthday;0;;
41;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;10;10;1;9;Outkast;outkast;1;Ms. Jackson;ms.jackson;1;;
42;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;9;8;1;8;Eminem;Eminem;1;The way I am;The Way I Am;1;;
42;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;6;5;5;1;6;Post Malone;Post Malone;1;WoW;wow;1;;
42;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;;;NA;;NA;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;Fly;1;;
42;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;8;7;1;4;Jessie J (feat. B.o.B);Jessie Jay;1;Price tag;Price Tag;1;;
42;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;8;7;6;1;6;Iggy Azalea (ft. Charli XCX);Iggy Azayla;1;Fancy;Fancy;1;;
42;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;8;5;5;1;4;Outkast;?;0;Ms. Jackson;?;0;;
43;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;10;10;2;9;Eminem;Eminem ;1;The way I am;The way I am ;1;;
43;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;9;10;1;2;Post Malone;Jessie J ;0;WoW;Price Tag;0;;
43;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;9;10;1;3;Nicki Minaj (feat. Rihanna);Rihanna ;1;Fly;Fly;1;;
43;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;10;10;1;3;Jessie J (feat. B.o.B);Jessie J ;1;Price tag;Price Tag;1;;
43;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;7;6;7;3;4;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
43;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;3;5;7;1;3;Outkast;;0;Ms. Jackson;;0;;
44;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;2;7;6;2;8;Eminem;eminem;1;The way I am;;0;;
44;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;9;8;7;2;6;Post Malone;post malone;1;WoW;;0;;
44;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;9;10;1;4;Nicki Minaj (feat. Rihanna);rihanna;1;Fly;to fly;1;;
44;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;9;10;1;4;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
44;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;7;6;2;5;Iggy Azalea (ft. Charli XCX);iggy azalea ft charie cxc;1;Fancy;fancy;1;;
44;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;1;5;5;1;6;Outkast;;0;Ms. Jackson;;0;;
45;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;10;10;1;10;Eminem;eminem;1;The way I am;the way i am;1;;
45;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;1;7;Post Malone;post malone;1;WoW;wow;1;;
45;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;8;10;1;10;Nicki Minaj (feat. Rihanna);rihanna, niki minaj;1;Fly;fly;1;;
45;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;6;7;1;5;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
45;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;8;10;1;6;Iggy Azalea (ft. Charli XCX);iggy azaela;1;Fancy;fancy;1;;
45;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;10;10;1;8;Outkast;;0;Ms. Jackson;ms jackson;1;;
46;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;10;8;8;3;8;Eminem;eminem;1;The way I am;the way i am;1;;
46;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;2;10;Post Malone;post malone;1;WoW;wow;1;;
46;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;3;6;6;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
46;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;8;8;1;4;Jessie J (feat. B.o.B);katy perry;0;Price tag;price tag;1;;
46;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;8;5;5;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;fancy;1;;
46;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;9;9;1;5;Outkast;;0;Ms. Jackson;;0;;
47;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;8;6;5;5;9;Eminem;eminem ;1;The way I am;;0;;
47;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;8;8;3;7;Post Malone;post malone ;1;WoW;wow;1;;
47;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;8;8;8;2;7;Nicki Minaj (feat. Rihanna);Nicki Minaj, Rihanna ;1;Fly;Fly;1;;
47;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;6;6;3;6;Jessie J (feat. B.o.B);jessie j ;1;Price tag;price tag ;1;;
47;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;8;6;6;6;7;Iggy Azalea (ft. Charli XCX);Iggy azalea ;1;Fancy;fancy ;1;;
47;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;9;8;4;3;Outkast;Outkast;1;Ms. Jackson;ms Jackson ;1;;
48;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;6;7;7;3;8;Eminem;Eminmen;1;The way I am;;0;;
48;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;1;5;Post Malone;Post Malone ;1;WoW;Wow;1;;
48;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;9;9;1;9;Nicki Minaj (feat. Rihanna);Nicki Minaj ft. Rihanna ;1;Fly;To Fly ;1;;
48;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;10;10;1;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag;1;;
48;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;8;8;1;6;Iggy Azalea (ft. Charli XCX);Iggy Azela ;1;Fancy;Fancy ;1;;
48;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;9;9;1;6;Outkast;;0;Ms. Jackson;Ms Jackson;1;;
49;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;6;7;7;2;10;Eminem;Eminem ;1;The way I am;unknown;0;;
49;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;10;10;1;10;Post Malone;post malone;1;WoW;wow;1;;
49;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;10;10;1;10;Nicki Minaj (feat. Rihanna);nicki minaj;1;Fly;fly;1;;
49;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;7;8;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
49;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;9;8;1;10;Iggy Azalea (ft. Charli XCX);Iggy Izalea;1;Fancy;fancy;1;;
49;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;10;10;1;7;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
50;C;lyrical;1;A;static/A1_lyrical.mp3;University pool;6;4;2;3;4;Eminem;Eminem;1;The way I am;;0;;
50;C;lyrical;2;A;static/A2_lyrical.mp3;University pool;10;8;6;1;3;Post Malone;Post Malone;1;WoW;WOW;1;;
50;C;lyrical;3;A;static/A3_lyrical.mp3;University pool;10;8;7;1;5;Nicki Minaj (feat. Rihanna);Rihanna and Nicki Minaj;1;Fly;Fly;1;;
50;C;instrumental;1;B;static/B1_instrumental.mp3;University pool;10;9;9;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
50;C;instrumental;2;B;static/B2_instrumental.mp3;University pool;10;7;5;1;4;Iggy Azalea (ft. Charli XCX);Iggy Azalea feat. Charli xcx;1;Fancy;Fancy;1;;
50;C;instrumental;3;B;static/B3_instrumental.mp3;University pool;10;10;7;1;5;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
51;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;2;8;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
51;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;9;Iggy Azalea (ft. Charli XCX);iggy azalea and charlie xcx;1;Fancy;fancy;1;;
51;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;6;Outkast;outcast;1;Ms. Jackson;ms jackson;1;;
51;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;7;6;7;1;5;Eminem;;0;The way I am;;0;;
51;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;6;Post Malone;;0;WoW;;0;;
51;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;7;2;3;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
52;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;8;3;8;Jessie J (feat. B.o.B);Jessi J;1;Price tag;Price tag;1;;
52;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;8;8;3;Iggy Azalea (ft. Charli XCX);Issy;1;Fancy;Fancy;1;;
52;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;7;7;3;7;Outkast;;0;Ms. Jackson;;0;;
52;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;6;3;3;6;3;Eminem;;0;The way I am;;0;;
52;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;9;8;2;6;Post Malone;Post Malone;1;WoW;Wow;1;;
52;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;3;3;3;7;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
53;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;NA;1;1;Jessie J (feat. B.o.B);Jesse J;1;Price tag;Price Tag;1;;
53;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;1;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
53;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;1;10;10;1;4;Outkast;;0;Ms. Jackson;;0;;
53;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;10;5;5;1;9;Eminem;;0;The way I am;;0;;
53;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;1;1;1;9;Post Malone;;0;WoW;;0;;
53;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;1;1;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
54;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;8;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
54;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;3;2;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
54;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;8;8;1;9;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
54;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;2;2;5;1;4;Eminem;;0;The way I am;;0;;
54;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;5;5;1;5;Post Malone;;0;WoW;;0;;
54;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;4;4;4;1;4;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;;0;;
55;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;1;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
55;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;9;1;8;Iggy Azalea (ft. Charli XCX);Iggy Azaelia;1;Fancy;Fancy;1;;
55;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;5;Outkast;Outcast;1;Ms. Jackson;Ms Jackson;1;;
55;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;1;1;1;3;Eminem;;0;The way I am;;0;;
55;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;3;3;1;4;Post Malone;;0;WoW;;0;;
55;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;7;10;10;1;4;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;Fly;1;;
56;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;5;4;1;7;Jessie J (feat. B.o.B);Jessy J;1;Price tag;price tag;1;;
56;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;7;7;3;10;Iggy Azalea (ft. Charli XCX);Iggy azela;1;Fancy;Fancy;1;;
56;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;10;Outkast;;0;Ms. Jackson;Mrs jackson ;1;;
56;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;5;5;5;5;5;Eminem;;0;The way I am;;0;;
56;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;10;Post Malone;post malone;1;WoW;wow;1;;
56;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;7;7;9;1;6;Nicki Minaj (feat. Rihanna);nikki minaj;1;Fly;;0;;
57;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;8;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
57;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;2;2;1;10;Iggy Azalea (ft. Charli XCX);Carlie XCX Iggy Azalea ;1;Fancy;Fancy;1;;
57;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;10;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
57;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;7;7;1;4;Eminem;;0;The way I am;;0;;
57;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;2;Post Malone;Post Malone;1;WoW;"""Wow"" Sample";1;;
57;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;3;2;3;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
58;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;8;1;3;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Money;0;;
58;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;9;1;7;Iggy Azalea (ft. Charli XCX);Iggy Azalea ;1;Fancy;Fancy ;1;;
58;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;8;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
58;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;2;8;8;1;3;Eminem;;0;The way I am;;0;;
58;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;3;Post Malone;Post Malone;1;WoW;Wow;1;;
58;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;4;7;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
59;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;NA;1;1;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
59;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;9;Iggy Azalea (ft. Charli XCX);Iggy Azelea;1;Fancy;Fancy;1;;
59;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;7;7;8;1;3;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
59;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;7;8;1;4;Eminem;;0;The way I am;;0;;
59;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;8;7;1;1;Post Malone;;0;WoW;;0;;
59;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;4;6;1;1;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
60;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;9;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
60;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;9;8;10;Iggy Azalea (ft. Charli XCX);Charlie XCX ft Iggy Azalia ;1;Fancy;Fancy;1;;
60;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;6;8;9;1;10;Outkast;;0;Ms. Jackson;Mrs Jackson;1;;
60;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;2;2;2;3;Eminem;;0;The way I am;;0;;
60;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;7;Post Malone;Post Malone;1;WoW;WOW;1;;
60;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;6;1;1;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
61;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;9;9;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
61;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;7;5;2;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
61;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;2;2;4;1;9;Outkast;;0;Ms. Jackson;;0;;
61;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;3;4;4;1;7;Eminem;;0;The way I am;;0;;
61;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;2;3;1;7;Post Malone;;0;WoW;;0;;
61;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;4;5;5;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
62;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;8;1;6;Jessie J (feat. B.o.B);Jessie Jay;1;Price tag;It's not about the money;0;;
62;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;7;1;8;Iggy Azalea (ft. Charli XCX);Izzy Azalea;1;Fancy;Fancy;1;;
62;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;8;1;8;Outkast;OutKast;1;Ms. Jackson;Ms Jackson;1;;
62;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;8;7;6;1;4;Eminem;Eminem ;1;The way I am;?;0;;
62;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;9;8;6;1;5;Post Malone;?;0;WoW;?;0;;
62;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;3;5;1;6;Nicki Minaj (feat. Rihanna);?;0;Fly;?;0;;
63;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;9;9;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
63;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;7;5;1;7;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
