subject,list,music,song_number,music_set,snippet_file,Pool,familiarity,preference,pleasantness,offensiveness,distraction,actual_artist,artist_name,accuracy_artist,actual_song_name,song_name,accuracy_song
7,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,2,2,5,6,Evidence,NA,0,Throw It All Away,NA,0
7,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,6,6,3,4,The Four Owls,NA,0,Old Earth,NA,0
7,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,3,4,4,7,Aesop Rock,NA,0,Molecules,NA,0
7,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,3,5,5,8,Atmosphere,NA,0,Just for show,NA,0
8,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,10,8,9,1,5,Sa-Roc,NA,0,Starseed,NA,0
8,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,7,7,1,5,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
8,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,8,9,1,4,Evidence,NA,0,Throw It All Away,NA,0
8,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,8,7,7,1,3,The Four Owls,NA,0,Old Earth,NA,0
8,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,2,2,1,7,Aesop Rock,NA,0,Molecules,NA,0
8,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,7,7,1,5,Atmosphere,NA,0,Just for show,NA,0
9,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,1,1,3,6,Sa-Roc,NA,0,Starseed,NA,0
9,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,10,7,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
9,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,4,7,Evidence,NA,0,Throw It All Away,NA,0
9,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,1,1,1,3,The Four Owls,NA,0,Old Earth,NA,0
9,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,2,1,2,Aesop Rock,NA,0,Molecules,NA,0
9,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,1,2,1,3,Atmosphere,NA,0,Just for show,NA,0
10,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,6,5,3,4,Sa-Roc,NA,0,Starseed,NA,0
10,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,4,6,5,3,5,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
10,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,4,5,5,3,5,Evidence,NA,0,Throw It All Away,NA,0
10,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,4,5,5,2,2,The Four Owls,NA,0,Old Earth,NA,0
10,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,4,2,2,2,4,Aesop Rock,NA,0,Molecules,NA,0
10,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,4,4,4,1,4,Atmosphere,NA,0,Just for show,NA,0
11,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,5,7,1,4,Sa-Roc,NA,0,Starseed,NA,0
11,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,7,7,1,4,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
11,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,5,7,1,4,Evidence,NA,0,Throw It All Away,NA,0
11,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,4,8,1,2,The Four Owls,NA,0,Old Earth,NA,0
11,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,5,8,1,2,Aesop Rock,NA,0,Molecules,NA,0
11,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,5,7,1,2,Atmosphere,NA,0,Just for show,NA,0
12,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,1,1,1,7,Sa-Roc,NA,0,Starseed,NA,0
12,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,3,7,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
12,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,1,4,Evidence,NA,0,Throw It All Away,NA,0
12,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,3,5,1,6,The Four Owls,NA,0,Old Earth,NA,0
12,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,4,5,1,2,Aesop Rock,NA,0,Molecules,NA,0
12,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,5,5,1,7,Atmosphere,NA,0,Just for show,NA,0
13,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,2,3,4,2,8,Sa-Roc,NA,0,Starseed,NA,0
13,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,2,5,7,2,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
13,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,2,7,8,1,5,Evidence,NA,0,Throw It All Away,NA,0
13,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,7,9,1,4,The Four Owls,NA,0,Old Earth,NA,0
13,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,5,5,1,8,Aesop Rock,NA,0,Molecules,NA,0
13,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,4,5,1,9,Atmosphere,NA,0,Just for show,NA,0
14,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,4,6,3,1,10,Sa-Roc,NA,0,Starseed,NA,0
14,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,5,10,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
14,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,4,3,2,6,Evidence,NA,0,Throw It All Away,NA,0
14,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,5,7,1,5,The Four Owls,NA,0,Old Earth,NA,0
14,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,10,Aesop Rock,NA,0,Molecules,NA,0
14,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,3,3,4,1,6,Atmosphere,NA,0,Just for show,NA,0
15,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,8,2,2,2,7,Sa-Roc,NA,0,Starseed,NA,0
15,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,7,6,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
15,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,1,5,Evidence,NA,0,Throw It All Away,NA,0
15,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,10,3,3,1,4,The Four Owls,NA,0,Old Earth,NA,0
15,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,7,Aesop Rock,NA,0,Molecules,NA,0
15,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,2,1,1,7,Atmosphere,NA,0,Just for show,NA,0
16,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,9,2,3,2,9,Sa-Roc,NA,0,Starseed,NA,0
16,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,9,9,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
16,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,8,5,5,5,6,Evidence,NA,0,Throw It All Away,NA,0
16,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,6,6,1,4,The Four Owls,NA,0,Old Earth,NA,0
16,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,5,5,4,3,5,Aesop Rock,NA,0,Molecules,NA,0
16,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,6,5,5,1,6,Atmosphere,NA,0,Just for show,NA,0
17,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,4,7,8,1,8,Sa-Roc,no,0,Starseed,no,0
17,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,2,9,10,1,5,Johnie Bee ft. Rasco,no,0,In My Prime,no,0
17,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,9,10,1,3,Evidence,no,0,Throw It All Away,no,0
17,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,9,10,1,3,The Four Owls,no,0,Old Earth,no,0
17,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,9,10,1,4,Aesop Rock,no,0,Molecules,no,0
17,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,8,9,1,6,Atmosphere,no,0,Just for show,no,0
18,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,3,5,2,7,Sa-Roc,NA,0,Starseed,NA,0
18,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,7,7,2,4,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
18,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,5,5,1,6,Evidence,NA,0,Throw It All Away,NA,0
18,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,9,9,1,2,The Four Owls,NA,0,Old Earth,NA,0
18,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,9,Aesop Rock,NA,0,Molecules,NA,0
18,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,1,1,1,7,Atmosphere,NA,0,Just for show,NA,0
19,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,8,7,2,6,Sa-Roc,NA,0,Starseed,NA,0
19,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,3,3,3,6,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
19,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,3,4,3,4,7,Evidence,NA,0,Throw It All Away,NA,0
19,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,4,9,8,2,3,The Four Owls,NA,0,Old Earth,NA,0
19,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,3,4,6,NA,4,Aesop Rock,NA,0,Molecules,NA,0
19,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,3,4,5,2,3,Atmosphere,NA,0,Just for show,NA,0
20,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,8,8,1,8,Sa-Roc,NA,0,Starseed,NA,0
20,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,2,2,6,7,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
20,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,5,5,3,4,Evidence,NA,0,Throw It All Away,NA,0
20,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,5,4,1,7,The Four Owls,NA,0,Old Earth,NA,0
20,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,8,Aesop Rock,NA,0,Molecules,NA,0
20,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,2,2,3,1,7,Atmosphere,NA,0,Just for show,NA,0
21,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,5,5,2,8,Sa-Roc,NA,0,Starseed,NA,0
21,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,8,7,2,6,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
21,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,2,7,6,2,7,Evidence,NA,0,Throw It All Away,NA,0
21,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,4,5,8,1,4,The Four Owls,NA,0,Old Earth,NA,0
21,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,3,7,5,1,3,Aesop Rock,NA,0,Molecules,NA,0
21,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,3,7,6,3,4,Atmosphere,NA,0,Just for show,NA,0
22,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,7,2,2,1,8,Sa-Roc,NA,0,Starseed,NA,0
22,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,NA,NA,7,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
22,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,1,6,Evidence,NA,0,Throw It All Away,NA,0
22,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,2,3,1,1,4,The Four Owls,NA,0,Old Earth,NA,0
22,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,5,Aesop Rock,NA,0,Molecules,NA,0
22,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,1,1,1,5,Atmosphere,NA,0,Just for show,NA,0
23,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,4,4,1,10,Sa-Roc,NA,0,Starseed,NA,0
23,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,1,7,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
23,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,3,1,1,5,Evidence,NA,0,Throw It All Away,NA,0
23,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,6,8,1,3,The Four Owls,NA,0,Old Earth,NA,0
23,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,2,2,1,5,Aesop Rock,NA,0,Molecules,NA,0
23,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,3,2,1,3,Atmosphere,NA,0,Just for show,NA,0
24,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,1,1,6,6,Sa-Roc,NA,0,Starseed,NA,0
24,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,NA,1,6,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
24,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,3,4,Evidence,NA,0,Throw It All Away,NA,0
24,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,1,1,3,6,The Four Owls,NA,0,Old Earth,NA,0
24,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,7,Aesop Rock,NA,0,Molecules,NA,0
24,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,1,1,4,5,Atmosphere,NA,0,Just for show,NA,0
25,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,5,7,4,8,Sa-Roc,,0,Starseed,NA,0
25,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,7,3,3,6,7,Johnie Bee ft. Rasco,no idea like last one,0,In My Prime,NA,0
25,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,5,3,6,5,8,Evidence,,0,Throw It All Away,NA,0
25,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,7,5,5,8,8,The Four Owls,,0,Old Earth,NA,0
25,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,3,3,3,6,9,Aesop Rock,,0,Molecules,NA,0
25,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,2,7,7,4,7,Atmosphere,,0,Just for show,NA,0
26,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,9,9,1,10,Sa-Roc,NA,0,Starseed,NA,0
26,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,2,3,1,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
26,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,2,2,6,1,2,Evidence,NA,0,Throw It All Away,NA,0
26,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,10,4,4,1,2,The Four Owls,NA,0,Old Earth,NA,0
26,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,2,1,1,1,4,Aesop Rock,NA,0,Molecules,NA,0
26,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,3,4,3,1,4,Atmosphere,NA,0,Just for show,NA,0
27,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,1,1,5,5,Sa-Roc,NA,0,Starseed,NA,0
27,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,8,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
27,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,5,5,Evidence,NA,0,Throw It All Away,NA,0
27,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,5,5,1,1,The Four Owls,NA,0,Old Earth,NA,0
27,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,5,Aesop Rock,NA,0,Molecules,NA,0
27,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,1,1,1,5,Atmosphere,NA,0,Just for show,NA,0
28,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,3,2,2,8,Sa-Roc,NA,0,Starseed,NA,0
28,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,2,2,2,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
28,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,2,2,2,7,Evidence,NA,0,Throw It All Away,NA,0
28,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,4,5,1,6,The Four Owls,NA,0,Old Earth,NA,0
28,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,3,3,1,6,Aesop Rock,NA,0,Molecules,NA,0
28,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,2,2,1,6,Atmosphere,NA,0,Just for show,NA,0
29,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,10,3,3,1,9,Sa-Roc,NA,0,Starseed,NA,0
29,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,5,2,2,1,9,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
29,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,8,2,2,1,8,Evidence,NA,0,Throw It All Away,NA,0
29,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,10,8,8,1,3,The Four Owls,NA,0,Old Earth,NA,0
29,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,2,2,1,5,Aesop Rock,NA,0,Molecules,NA,0
29,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,6,5,1,7,Atmosphere,NA,0,Just for show,NA,0
30,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,8,7,1,10,Sa-Roc,NA,0,Starseed,NA,0
30,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,5,5,1,10,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
30,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,7,6,1,10,Evidence,NA,0,Throw It All Away,NA,0
30,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,7,8,1,2,The Four Owls,NA,0,Old Earth,NA,0
30,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,2,2,1,6,Aesop Rock,NA,0,Molecules,NA,0
30,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,1,2,1,5,Atmosphere,NA,0,Just for show,NA,0
31,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,7,4,2,1,10,Sa-Roc,NA,0,Starseed,NA,0
31,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,7,5,1,10,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
31,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,7,1,1,1,10,Evidence,NA,0,Throw It All Away,NA,0
31,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,7,8,8,1,3,The Four Owls,NA,0,Old Earth,NA,0
31,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,7,Aesop Rock,NA,0,Molecules,NA,0
31,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,3,6,5,1,9,Atmosphere,NA,0,Just for show,NA,0
32,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,8,6,1,8,Sa-Roc,NA,0,Starseed,NA,0
32,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,5,4,3,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
32,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,4,4,4,1,6,Evidence,NA,0,Throw It All Away,NA,0
32,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,2,5,7,1,4,The Four Owls,NA,0,Old Earth,NA,0
32,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,4,3,1,5,Aesop Rock,NA,0,Molecules,NA,0
32,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,4,6,5,1,7,Atmosphere,NA,0,Just for show,NA,0
33,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,6,3,3,1,10,Sa-Roc,NA,0,Starseed,,0
33,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,2,4,2,7,Johnie Bee ft. Rasco,NA,0,In My Prime,,0
33,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,2,2,3,1,6,Evidence,NA,0,Throw It All Away,,0
33,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,4,6,7,1,3,The Four Owls,NA,0,Old Earth,,0
33,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,10,10,1,2,Aesop Rock,NA,0,Molecules,,0
33,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,8,9,NA,1,2,Atmosphere,NA,0,Just for show, brussels ?,0
34,A,lyrical,1,A,static/A1_lyrical.mp3,Prolific,10,8,5,3,2,Sa-Roc,NA,0,Starseed,NA,0
34,A,lyrical,2,A,static/A2_lyrical.mp3,Prolific,2,5,5,3,2,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
34,A,lyrical,3,A,static/A3_lyrical.mp3,Prolific,2,5,5,3,2,Evidence,NA,0,Throw It All Away,NA,0
34,A,instrumental,1,B,static/B1_instrumental.mp3,Prolific,10,10,10,1,1,The Four Owls,NA,0,Old Earth,NA,0
34,A,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,5,5,2,2,Aesop Rock,NA,0,Molecules,NA,0
34,A,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,5,5,2,2,Atmosphere,NA,0,Just for show,NA,0
35,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,1,1,7,10,Sa-Roc,NA,0,Starseed,NA,0
35,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,8,10,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
35,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,2,2,7,Evidence,NA,0,Throw It All Away,NA,0
35,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,1,6,7,1,4,The Four Owls,NA,0,Old Earth,NA,0
35,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,4,9,Aesop Rock,NA,0,Molecules,NA,0
35,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,3,3,1,7,Atmosphere,NA,0,Just for show,NA,0
36,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,4,3,2,2,8,Sa-Roc,No,0,Starseed,No,0
36,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,1,1,1,10,Johnie Bee ft. Rasco,No,0,In My Prime,No,0
36,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,1,1,1,10,Evidence,No,0,Throw It All Away,No,0
36,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,3,2,2,1,6,The Four Owls,No,0,Old Earth,No,0
36,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,3,1,1,6,Aesop Rock,No,0,Molecules,No,0
36,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,5,7,5,1,5,Atmosphere,No,0,Just for show,No,0
37,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,10,7,NA,4,7,Sa-Roc,NA,0,Starseed,NA,0
37,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,2,6,3,4,8,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
37,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,2,3,2,3,3,Evidence,NA,0,Throw It All Away,NA,0
37,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,8,6,6,1,4,The Four Owls,NA,0,Old Earth,NA,0
37,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,2,3,1,3,Aesop Rock,NA,0,Molecules,NA,0
37,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,2,2,3,2,4,Atmosphere,NA,0,Just for show,NA,0
38,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,6,3,2,9,Sa-Roc,NA,0,Starseed,NA,0
38,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,2,1,6,9,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
38,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,4,2,2,6,Evidence,NA,0,Throw It All Away,NA,0
38,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,6,7,6,1,5,The Four Owls,NA,0,Old Earth,NA,0
38,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,4,2,1,5,Aesop Rock,NA,0,Molecules,NA,0
38,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,2,6,6,2,6,Atmosphere,NA,0,Just for show,NA,0
39,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,2,9,9,1,8,Sa-Roc,NA,0,Starseed,NA,0
39,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,5,5,3,6,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
39,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,3,3,1,2,Evidence,NA,0,Throw It All Away,NA,0
39,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,2,5,5,1,4,The Four Owls,NA,0,Old Earth,NA,0
39,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,1,1,8,Aesop Rock,NA,0,Molecules,NA,0
39,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,2,2,1,5,Atmosphere,NA,0,Just for show,NA,0
40,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,8,8,7,1,7,Sa-Roc,N/A,0,Starseed,N/A,0
40,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,1,8,7,1,6,Johnie Bee ft. Rasco,N/A,0,In My Prime,N/A,0
40,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,5,6,1,4,Evidence,N/A,0,Throw It All Away,N/A,0
40,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,10,7,7,1,2,The Four Owls,N/A,0,Old Earth,N/A,0
40,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,1,1,2,1,6,Aesop Rock,N/A,0,Molecules,N/A,0
40,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,5,3,1,4,Atmosphere,N/A,0,Just for show,N/A,0
41,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,1,5,5,3,3,Sa-Roc,NA,0,Starseed,NA,0
41,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,6,7,6,5,4,Johnie Bee ft. Rasco,NA,0,In My Prime,NA,0
41,B,lyrical,3,A,static/A3_lyrical.mp3,Prolific,1,7,7,5,7,Evidence,NA,0,Throw It All Away,NA,0
41,B,instrumental,1,B,static/B1_instrumental.mp3,Prolific,2,8,8,1,3,The Four Owls,NA,0,Old Earth,NA,0
41,B,instrumental,2,B,static/B2_instrumental.mp3,Prolific,2,6,7,3,4,Aesop Rock,NA,0,Molecules,NA,0
41,B,instrumental,3,B,static/B3_instrumental.mp3,Prolific,1,4,4,1,5,Atmosphere,NA,0,Just for show,NA,0
42,B,lyrical,1,A,static/A1_lyrical.mp3,Prolific,3,9,8,1,8,Sa-Roc,no,0,Starseed,no,0
42,B,lyrical,2,A,static/A2_lyrical.mp3,Prolific,2,7,7,1,7,Johnie Bee ft. Rasco,no,0,In My Prime,no,0
