sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,1_1_0_1_19,2021-03-28T10:44:54.656Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,548.6790000120818,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- partner -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,134221.74000000814,134220.72000001208,133655.536,133661.21500000008,133672.041,134238.564,,19,partner
screen,html.Screen,1_1_0_1_20,2021-03-28T10:44:55.202Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,528.3860000192653,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- is ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,134767.92000001296,134766.95000001928,134221.728,134222.01500000665,134238.564,134771.047,,20,is
screen,html.Screen,1_1_0_1_21,2021-03-28T10:44:55.736Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,530.1930000006978,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- paramount. --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,135302.42500000168,135301.2400000007,134754.663,134768.21000000928,134771.047,135335.821,,21,paramount.
screen,html.Screen,1_1_0_1_22,2021-03-28T10:44:56.257Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,485.7390000112355,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- But - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,135822.60499999393,135821.56000001123,135287.525,135302.72500001593,135335.821,135837.222,,22,But
screen,html.Screen,1_1_0_1_23,2021-03-28T10:44:56.835Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,563.6630000100122,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- a --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,136401.31499999552,136400.88500001002,135820.347,135822.90500000818,135837.222,136402.935,,23,a
screen,html.Screen,1_1_0_1_24,2021-03-28T10:44:57.322Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,484.06500001699897,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - new ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,136887.76500002132,136887.000000017,136386.326,136401.40000000247,136402.935,136902.635,,24,new
screen,html.Screen,1_1_0_1_25,2021-03-28T10:44:57.756Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,418.7150000128895,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- study ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,137321.90999999875,137321.3500000129,136886.297,136887.92500001728,136902.635,137335.907,,25,study
screen,html.Screen,1_1_0_1_26,2021-03-28T10:44:58.238Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,466.81300000695046,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- finds ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,137803.84000000777,137802.72000000696,137319.215,137321.98500001687,137335.907,137818.606,,26,finds
screen,html.Screen,1_1_0_1_27,2021-03-28T10:44:58.837Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,583.8040000096953,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- that<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,138403.03000001586,138402.4100000097,137802.15,137804.17000001762,137818.606,138418.376,,27,that
screen,html.Screen,1_1_0_1_28,2021-03-28T10:44:59.508Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,654.6590000085416,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>it's --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,139073.78999999491,139073.03500000853,138401.686,138403.14999999828,138418.376,139084.353,,28,it's
