sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,1_1_0_1_11,2021-03-26T10:34:50.264Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,233.3380000120087,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ wisdom ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,159279.39499996137,159278.255000012,159028.503,159028.15500006545,159044.917,159294.741,,11,wisdom
screen,html.Screen,1_1_0_1_12,2021-03-26T10:34:50.764Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,483.3839999534248,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ says ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,159779.2700000573,159778.12499995343,159278.144,159279.71999999136,159294.741,159794.241,,12,says
screen,html.Screen,1_1_0_1_13,2021-03-26T10:34:51.257Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,477.068999981886,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- that ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,160272.40500005428,160271.3099999819,159777.604,159779.61500000674,159794.241,160276.91,,13,that
screen,html.Screen,1_1_0_1_14,2021-03-26T10:34:51.785Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,522.7950000121782,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- feeling ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,160800.92000006698,160799.70500001218,160260.455,160272.6450000191,160276.91,160809.813,,14,feeling
screen,html.Screen,1_1_0_1_15,2021-03-26T10:34:52.212Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,416.7019999875629,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- close -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,161227.68500004895,161226.51499998756,160793.156,160801.15499999374,160809.813,161242.632,,15,close
screen,html.Screen,1_1_0_1_16,2021-03-26T10:34:52.554Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,325.72800003385055,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- to ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,161569.4900000235,161568.36000003386,161225.943,161227.97999996692,161242.632,161575.453,,16,to
screen,html.Screen,1_1_0_1_17,2021-03-26T10:34:52.932Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,371.60700003497186,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- your<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,161948.10999999754,161947.06000003498,161558.991,161569.69999999274,161575.453,161958.489,,17,your
screen,html.Screen,1_1_0_1_18,2021-03-26T10:34:53.329Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,384.8410000615404,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>romantic ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,162344.37000006437,162343.33000006154,161941.879,161948.42999998946,161958.489,162358.059,,18,romantic
screen,html.Screen,1_1_0_1_19,2021-03-26T10:34:53.660Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,316.5209999916842,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- partner -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,162675.6250000326,162674.5799999917,162341.46,162344.60499999113,162358.059,162691.031,,19,partner
screen,html.Screen,1_1_0_1_20,2021-03-26T10:34:54.001Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,324.803999969241,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- is ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,163016.88000001013,163015.83499996923,162674.422,162675.84999999963,162691.031,163023.807,,20,is
