sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-03-28T16:40:18.449Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_b/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1536,""screen_height"":864,""scroll_width"":1536,""scroll_height"":674,""window_innerWidth"":1536,""window_innerHeight"":722,""devicePixelRatio"":1.25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4890.883000000009,response,,,,,,,,,,continue,click button,,,,,,,,,15276.650000000018,15275.14500000001,10334.355,10348.420000000033,10384.262,15287.566,{},,
Volume calibration,html.Screen,0_1,2021-03-28T16:40:46.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27685.643999999993,response,,,,,,,,,,continue,click button,,,,,,,,,42975.90500000001,42973.20999999999,15270.999,15276.929999999993,15287.566,42978.65,,,
Task instructions,html.Screen,0_2,2021-03-28T16:40:54.991Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8838.73999999999,response,,,,,,,,,,continue,click button,,,,,,,,,51818.16000000003,51817.38999999999,42962.202,42976.11000000001,42978.65,51821.236,,,
Sounds,html.Screen,0_3_0_0,2021-03-28T16:40:59.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255.129000000001,timeout,,,,,,,,2,,,,,,,,O,S,I,,56066.940000000046,56059.71,51804.725,51818.410000000025,51821.236,56076.365,,,
Judgement,html.Screen,0_3_0_1,2021-03-28T16:40:59.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,678.9850000000224,response,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,56756.41999999999,56755.35000000002,56059.71,56067.385,56076.365,56757.752,,,
Trial,flow.Sequence,0_3_0,2021-03-28T16:40:59.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934.114000000023,completion,,,,,,,,2,,,,,,,,O,S,I,,56756.799999999996,56755.35000000002,51804.725,51818.350000000006,51821.236,56757.752,,,
Sounds,html.Screen,0_3_1_0,2021-03-28T16:41:04.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255.218000000001,timeout,,,,,,,,1,,,,,,,,S,O,I,,60997.95499999999,60996.299,56741.234,56756.96500000004,56757.752,61012.97,,,
Judgement,html.Screen,0_3_1_1,2021-03-28T16:41:06.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,2750.3800000000047,response,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,63764.22500000001,63763.350000000006,60996.299,60998.320000000036,61012.97,63772.063,,,
Trial,flow.Sequence,0_3_1,2021-03-28T16:41:06.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7005.598000000005,completion,,,,,,,,1,,,,,,,,S,O,I,,63764.44500000002,63763.350000000006,56741.234,56756.920000000035,56757.752,63772.063,,,
Sounds,html.Screen,0_3_2_0,2021-03-28T16:41:11.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4254.998,timeout,,,,,,,,3,,,,,,,,I,O,S,,68012.24000000002,68010.407,63755.498,63764.60500000002,63772.063,68027.061,,,
