sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-03-27T20:00:18.445Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_f/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-gb"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":772,""window_innerWidth"":1440,""window_innerHeight"":820,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,16524,response,,,,,,,,,,continue,click button,,,,,,,,,23196,22667,6143,6127,6159,23206,{},,
Volume calibration,html.Screen,0_1,2021-03-27T20:00:43.009Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24568,response,,,,,,,,,,continue,click button,,,,,,,,,47762,47770,23202,23197,23206,47789,,,
Task instructions,html.Screen,0_2,2021-03-27T20:01:04.849Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21842,response,,,,,,,,,,continue,click button,,,,,,,,,69603,69614,47772,47762,47789,69634,,,
Sounds,html.Screen,0_3_0_0,2021-03-27T20:01:09.107Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244,timeout,,,,,,,,3,,,,,,,,I,O,S,,73861,73860,69617,69604,69634,73878,,,
Judgement,html.Screen,0_3_0_1,2021-03-27T20:01:10.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,1212,response,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,75060,75072,73860,73862,73878,75092,,,
Trial,flow.Sequence,0_3_0,2021-03-27T20:01:10.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438,completion,,,,,,,,3,,,,,,,,I,O,S,,75061,75072,69617,69604,69634,75092,,,
Sounds,html.Screen,0_3_1_0,2021-03-27T20:01:14.576Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261,timeout,,,,,,,,1,,,,,,,,S,O,I,,79330,79330,75076,75061,75092,79353,,,
Judgement,html.Screen,0_3_1_1,2021-03-27T20:01:15.193Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,629,response,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,79947,79959,79330,79330,79353,79966,,,
Trial,flow.Sequence,0_3_1,2021-03-27T20:01:15.193Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867,completion,,,,,,,,1,,,,,,,,S,O,I,,79948.00000000001,79959,75076,75061,75092,79966,,,
Sounds,html.Screen,0_3_2_0,2021-03-27T20:01:19.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,timeout,,,,,,,,2,,,,,,,,I,S,O,,84199,84199,79949,79948.00000000001,79966,84215,,,
Judgement,html.Screen,0_3_2_1,2021-03-27T20:01:19.921Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,489,response,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,84676,84688,84199,84199,84215,84703,,,
Trial,flow.Sequence,0_3_2,2021-03-27T20:01:19.922Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4722,completion,,,,,,,,2,,,,,,,,I,S,O,,84676,84688,79949,79948.00000000001,79966,84703,,,
Sounds,html.Screen,0_3_3_0,2021-03-27T20:01:24.167Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240,timeout,,,,,,,,1,,,,,,,,S,I,O,,88922,88921,84677,84676,84703,88943,,,
Judgement,html.Screen,0_3_3_1,2021-03-27T20:01:24.650Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,495,response,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,89405,89416,88921,88922,88943,89434,,,
Trial,flow.Sequence,0_3_3,2021-03-27T20:01:24.650Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713,completion,,,,,,,,1,,,,,,,,S,I,O,,89405,89416,84677,84676,84703,89434,,,
Sounds,html.Screen,0_3_4_0,2021-03-27T20:01:28.907Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245,timeout,,,,,,,,2,,,,,,,,O,S,I,,93663,93662,89418,89406,89434,93679,,,
Judgement,html.Screen,0_3_4_1,2021-03-27T20:01:29.394Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,500,response,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,94149,94162,93662,93663,93679,94169,,,
Trial,flow.Sequence,0_3_4,2021-03-27T20:01:29.394Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728,completion,,,,,,,,2,,,,,,,,O,S,I,,94149,94162,89418,89406,89434,94169,,,
Sounds,html.Screen,0_3_5_0,2021-03-27T20:01:33.652Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,timeout,,,,,,,,3,,,,,,,,O,I,S,,98408,98407,94151,94149,94169,98425,,,
Judgement,html.Screen,0_3_5_1,2021-03-27T20:01:34.237Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,599,response,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,98993,99006,98407,98408,98425,99015,,,
Trial,flow.Sequence,0_3_5,2021-03-27T20:01:34.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837,completion,,,,,,,,3,,,,,,,,O,I,S,,98993,99006,94151,94149,94169,99015,,,
Task,flow.Loop,0_3,2021-03-27T20:01:34.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29372,completion,,,1,,,,,,,,,,,,,,,,,98996,99006,69617,69603,69634,99015,,,
Trap,html.Screen,0_4,2021-03-27T20:01:34.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,skipped,,,,,,,,,,,,,,,,,,,,98997,99006,,98997,,99015,,,
Thanks,html.Screen,0_5,2021-03-27T20:01:39.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138,response,,,,,,,,,,continue,click button,,,,,,,,,104124,104137,98999,98997,99015,107294,,,
Headphone screening,flow.Sequence,0,2021-03-27T20:01:39.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97978,completion,,,,,,,,,,,,,,,,,,,,104124,104137,6143,6127,6159,107294,,,
Instructions,html.Page,1_0,2021-03-27T20:02:19.664Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37128,form submission,,,,,,,,,,,,,,,,,,,,144422,144422,107277,107263,107294,144441,,,
Holding screen,html.Screen,1_1_0_0,2021-03-27T20:02:26.671Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7012,timeout,,,,,,,,,,,,,,,,,,,,151430,151429,144425,144422,144441,151453,,,
screen,html.Screen,1_1_0_1_0,2021-03-27T20:02:28.952Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,2296,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,153710,153725,151429,151430,151453,153751,,0,When
screen,html.Screen,1_1_0_1_1,2021-03-27T20:02:29.683Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,722,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,154442,154457,153735,153711,153751,154473,,1,it
screen,html.Screen,1_1_0_1_2,2021-03-27T20:02:30.274Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,592,response,,,,99,,,,,,Space,keypress(Space),,,,,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,155032,155048,154456,154442,154473,155062,,2,comes
