sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Prolific_id,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Prolific ID,html.Form,0,2022-05-03T19:52:37.369Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/prolific3_music_a/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1360,""screen_height"":768,""scroll_width"":1360,""scroll_height"":608,""window_innerWidth"":1360,""window_innerHeight"":656,""devicePixelRatio"":1}",,,,,,,,,,,,,,,5c0ca233632102000147c7db,,,,,,,,,,,,,,,7281.8490000000365,,form submission,,,,,,,,,,,,,,,,,,,,,19101.67000000365,19101.165000000037,11785.992,11790.144999977201,11819.316,19117.402,{},,
Introduction,html.Screen,1_0,2022-05-03T19:52:41.440Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.7679999608117,,response,,,,,,,,,,,continue,click button,,,,,,,,,23171.90999997547,23168.16999996081,19084.078,19102.000000013504,19117.402,23182.93,,,
Volume calibration,html.Screen,1_1,2022-05-03T19:53:11.444Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29985.249999978747,,response,,,,,,,,,,,continue,click button,,,,,,,,,53174.969999992754,53168.17999997875,23166.268,23172.08499996923,23182.93,53174.782,,,
Task instructions,html.Screen,1_2,2022-05-03T19:53:16.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4849.402999987484,,response,,,,,,,,,,,continue,click button,,,,,,,,,58026.08499996131,58024.18499998748,53158.12,53175.144999986514,53174.782,58040.294,,,
Sounds,html.Screen,1_3_0_0,2022-05-03T19:53:20.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.809999999998,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,62276.3799999957,62272.442,58023.632,58026.3949999935,58040.294,62289.104,,,
Judgement,html.Screen,1_3_0_1,2022-05-03T19:53:21.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,999.1309999854348,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,63290.1299999794,63288.234999985434,62272.442,62276.539999991655,62289.104,63305.486,,,
Trial,flow.Sequence,1_3_0,2022-05-03T19:53:21.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.940999985432,,completion,,,,,,,,,3,,,,,,,,I,O,S,,63290.49499996472,63288.234999985434,58023.632,58026.324999984354,58040.294,63305.486,,,
Sounds,html.Screen,1_3_1_0,2022-05-03T19:53:25.809Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.996999999996,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,67539.0550000011,67537.821,63288.824,63290.66999995848,63305.486,67554.483,,,
Judgement,html.Screen,1_3_1_1,2022-05-03T19:53:26.480Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,653.7519999691431,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,68209.97999998508,68208.23499996914,67537.821,67539.17999996338,67554.483,68220.963,,,
Trial,flow.Sequence,1_3_1,2022-05-03T19:53:26.480Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4902.748999969139,,completion,,,,,,,,,2,,,,,,,,O,S,I,,68210.19499999238,68208.23499996914,63288.824,63290.615000005346,63305.486,68220.963,,,
Sounds,html.Screen,1_3_2_0,2022-05-03T19:53:30.725Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.809999999998,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,72455.35999996355,72453.111,68204.301,68210.35499998834,68220.963,72469.773,,,
Judgement,html.Screen,1_3_2_1,2022-05-03T19:53:31.576Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,834.4969999641617,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,73306.03999999585,73304.26999996416,72453.111,72455.48000000417,72469.773,73319.535,,,
Trial,flow.Sequence,1_3_2,2022-05-03T19:53:31.576Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.306999964159,,completion,,,,,,,,,2,,,,,,,,I,S,O,,73306.24999996508,73304.26999996416,68204.301,68210.299999977,68220.963,73319.535,,,
Sounds,html.Screen,1_3_3_0,2022-05-03T19:53:35.823Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.887000000002,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,77552.72500001593,77551.76,73302.873,73306.40999996103,73319.535,77568.422,,,
Judgement,html.Screen,1_3_3_1,2022-05-03T19:53:36.424Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,583.7129999820754,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,78153.9599999669,78152.13499998208,77551.76,77552.83999996027,77568.422,78168.254,,,
Trial,flow.Sequence,1_3_3,2022-05-03T19:53:36.424Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832.599999982078,,completion,,,,,,,,,1,,,,,,,,S,I,O,,78154.1599999764,78152.13499998208,73302.873,73306.34999996983,73319.535,78168.254,,,
Sounds,html.Screen,1_3_4_0,2022-05-03T19:53:40.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.809999999998,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,82401.7950000125,82400.402,78151.592,78154.30499997456,78168.254,82417.064,,,
Judgement,html.Screen,1_3_4_1,2022-05-03T19:53:41.192Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,503.0460000063904,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,82921.83499998646,82920.11000000639,82400.402,82401.91000001505,82417.064,82933.586,,,
Trial,flow.Sequence,1_3_4,2022-05-03T19:53:41.192Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4751.856000006388,,completion,,,,,,,,,3,,,,,,,,O,I,S,,82922.03499999596,82920.11000000639,78151.592,78154.25999998115,78168.254,82933.586,,,
Sounds,html.Screen,1_3_5_0,2022-05-03T19:53:45.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.809999999998,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,87167.73499996634,87165.734,82916.924,82922.17999999411,82933.586,87182.396,,,
Judgement,html.Screen,1_3_5_1,2022-05-03T19:53:45.921Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,465.6990000113874,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,87650.10999998776,87648.09500001138,87165.734,87167.87499998463,87182.396,87649.159,,,
Trial,flow.Sequence,1_3_5,2022-05-03T19:53:45.921Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4714.509000011385,,completion,,,,,,,,,1,,,,,,,,S,O,I,,87650.35999997053,87648.09500001138,82916.924,82922.13500000071,82933.586,87649.159,,,
Task,flow.Loop,1_3,2022-05-03T19:53:45.928Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29607.80100001138,,completion,,,1,,,,,,,,,,,,,,,,,,87657.66500000609,87648.09500001138,58023.632,58026.24999999534,58040.294,87649.159,,,
Trap,html.Screen,1_4,2022-05-03T19:53:45.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,87658.89999998035,87648.09500001138,,87658.76500000013,,87649.159,,,
Thanks,html.Screen,1_5,2022-05-03T19:53:52.257Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6335.105999977313,,response,,,,,,,,,,,continue,click button,,,,,,,,,93986.10499995993,93984.26499997731,87632.497,87659.01999996277,87649.159,96246.751,,,
Headphone screening,flow.Sequence,1,2022-05-03T19:53:52.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74866.86299997731,,completion,,,,,,,,,,,,,,,,,,,,,93986.9099999778,93984.26499997731,19084.078,19101.95499996189,19117.402,96246.751,,,
Instructions,html.Page,2_0,2022-05-03T19:54:04.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9499.903999966264,,form submission,,,,,,,,,,,,,,,,,,,,,105747.464999964,105746.65499996627,96230.089,96241.24999996275,96246.751,105760.965,,,
Holding screen,html.Screen,2_1_0_0,2022-05-03T19:54:14.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9997.199999999997,,timeout,,,,,,,,,,,,,,,,,,,,,115743.32999996841,115741.503,105744.303,105747.6799999713,105760.965,115758.165,,,
