sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-12T09:59:26.047Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_a/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1536,""screen_height"":864,""scroll_width"":1536,""scroll_height"":706,""window_innerWidth"":1536,""window_innerHeight"":754,""devicePixelRatio"":1.25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,189285.1670000739,,response,,,,,,,,,,,continue,click button,,,,,,,,,231557.63499997556,231555.1100000739,42235.514,42246.31999991834,42269.943,231562.223,{},,
Volume calibration,html.Screen,0_1,2021-04-12T10:00:24.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58749.59200013918,,response,,,,,,,,,,,continue,click button,,,,,,,,,290314.3549999222,290311.8150001392,231545.787,231557.87000013515,231562.223,290321.447,,,
Task instructions,html.Screen,0_2,2021-04-12T10:00:40.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15434.677999839827,,response,,,,,,,,,,,continue,click button,,,,,,,,,305756.8299998529,305756.1249998398,290304.916,290314.4799997099,290321.447,305769.573,,,
Sounds,html.Screen,0_3_0_0,2021-04-12T10:00:44.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.273000000045,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,310008.08499986306,310002.444,305752.894,305757.02999997884,305769.573,310018.846,,,
Judgement,html.Screen,0_3_0_1,2021-04-12T10:00:49.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,4969.428999894182,,response,,,,,,,,,1,,2,click #choice-2,,,,,S,I,O,,314989.07999973744,314988.2749998942,310002.444,310008.479999844,310018.846,315001.698,,,
Trial,flow.Sequence,0_3_0,2021-04-12T10:00:49.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9218.701999894227,,completion,,,,,,,,,1,,,,,,,,S,I,O,,314990.58499978855,314988.2749998942,305752.894,305756.9800000638,305769.573,315001.698,,,
Sounds,html.Screen,0_3_1_0,2021-04-12T10:00:53.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.263000000035,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,319236.0749999061,319234.56,314984.965,314990.720000118,315001.698,319250.961,,,
Judgement,html.Screen,0_3_1_1,2021-04-12T10:01:04.340Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,10597.689000058104,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,329849.5600000024,329848.6500000581,319234.56,319236.43000004813,319250.961,329867.312,,,
Trial,flow.Sequence,0_3_1,2021-04-12T10:01:04.340Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14846.95200005814,,completion,,,,,,,,,3,,,,,,,,I,O,S,,329849.8499998823,329848.6500000581,314984.965,314990.68500008434,315001.698,329867.312,,,
Sounds,html.Screen,0_3_2_0,2021-04-12T10:01:08.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.409000000043,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,334100.49000009894,334099.094,329833.192,329850.0649998896,329867.312,334115.721,,,
