"subject","which_list","song_rating","snippet_file","familiarity","preference","pleasantness","offensiveness","distraction","artist_name","song_name"
109,"A",1,"static/A1_lyrical.mp3",8,8,7,1,10,"Eminem","The Way I Am"
109,"A",2,"static/A2_lyrical.mp3",2,4,4,1,9,"",""
109,"A",3,"static/A3_lyrical.mp3",2,3,3,1,9,"Rihanna",""
109,"A",4,"static/B1_instrumental.mp3",3,4,4,1,6,"",""
109,"A",5,"static/B2_instrumental.mp3",1,3,3,1,8,"",""
109,"A",6,"static/B3_instrumental.mp3",1,3,3,1,8,"",""
110,"A",1,"static/A1_lyrical.mp3",10,10,9,8,10,"Eminem (sorry can't spell his name!)","Not sure "
110,"A",2,"static/A2_lyrical.mp3",1,1,1,1,9,"",""
110,"A",3,"static/A3_lyrical.mp3",6,7,8,1,6,"",""
110,"A",4,"static/B1_instrumental.mp3",10,9,9,1,3,"Jessie J","Price Tag"
110,"A",5,"static/B2_instrumental.mp3",8,3,2,2,8,"",""
110,"A",6,"static/B3_instrumental.mp3",10,7,7,1,4,"Miss Jackson ","Can't remember "
111,"A",1,"static/A1_lyrical.mp3",10,3,5,1,10,"Eminem ",""
111,"A",2,"static/A2_lyrical.mp3",1,4,4,1,9,"",""
111,"A",3,"static/A3_lyrical.mp3",1,4,5,1,8,"Rhianna",""
111,"A",4,"static/B1_instrumental.mp3",10,5,4,1,5,"Jessie J","Money"
111,"A",5,"static/B2_instrumental.mp3",1,7,5,1,6,"Iggy Azelea","Fancy"
111,"A",6,"static/B3_instrumental.mp3",1,2,4,1,5,"",""
112,"A",1,"static/A1_lyrical.mp3",8,10,10,2,7,"Eminem",NA
112,"A",2,"static/A2_lyrical.mp3",3,7,8,3,9,"",NA
112,"A",3,"static/A3_lyrical.mp3",9,5,6,1,8,"",NA
112,"A",4,"static/B1_instrumental.mp3",8,8,6,1,6,"",NA
112,"A",5,"static/B2_instrumental.mp3",10,1,1,NA,10,"",NA
112,"A",6,"static/B3_instrumental.mp3",2,2,5,NA,5,"",NA
113,"A",1,"static/A1_lyrical.mp3",10,9,8,1,6,"Eminem","The Way I am"
113,"A",2,"static/A2_lyrical.mp3",1,7,8,1,3,"",""
113,"A",3,"static/A3_lyrical.mp3",8,3,7,1,3,"",""
113,"A",4,"static/B1_instrumental.mp3",9,6,8,1,2,"Jessy Jay","All about the money"
113,"A",5,"static/B2_instrumental.mp3",1,4,6,1,2,"",""
113,"A",6,"static/B3_instrumental.mp3",10,8,9,1,2,"Outkast","Sorry Miss Jackson"
114,"A",1,"static/A1_lyrical.mp3",7,8,6,3,9,"Eminem","Way I am"
114,"A",2,"static/A2_lyrical.mp3",9,8,7,1,6,"Post Malone","WOW"
114,"A",3,"static/A3_lyrical.mp3",2,3,6,1,5,"",""
114,"A",4,"static/B1_instrumental.mp3",8,7,7,1,6,"Jessie J","Pricetag"
114,"A",5,"static/B2_instrumental.mp3",8,6,6,1,5,"",""
114,"A",6,"static/B3_instrumental.mp3",5,6,6,1,4,"",""
115,"A",1,"static/A1_lyrical.mp3",10,10,10,1,1,"Eminem","the way I am"
115,"A",2,"static/A2_lyrical.mp3",7,7,7,1,1,"",""
115,"A",3,"static/A3_lyrical.mp3",10,10,10,1,1,"Nicki Minaj","Fly"
115,"A",4,"static/B1_instrumental.mp3",10,10,NA,1,1,"Jessie J","price tag"
115,"A",5,"static/B2_instrumental.mp3",10,10,10,1,1,"",""
115,"A",6,"static/B3_instrumental.mp3",10,10,10,1,1,"outkast","Ms jackson"
116,"A",1,"static/A1_lyrical.mp3",9,6,4,5,9,"Eminem","Way I Am"
116,"A",2,"static/A2_lyrical.mp3",4,3,3,NA,6,"",""
116,"A",3,"static/A3_lyrical.mp3",NA,4,6,2,5,"",""
116,"A",4,"static/B1_instrumental.mp3",10,8,9,1,2,"",""
116,"A",5,"static/B2_instrumental.mp3",7,5,2,NA,4,"",""
116,"A",6,"static/B3_instrumental.mp3",4,4,3,3,6,"",""
117,"A",1,"static/A1_lyrical.mp3",4,6,5,6,9,"Eminem",""
117,"A",2,"static/A2_lyrical.mp3",10,8,8,4,8,"Post Malone","wow"
117,"A",3,"static/A3_lyrical.mp3",10,7,8,1,7,"Rihanna and Nicki Minaj","Fly"
117,"A",4,"static/B1_instrumental.mp3",10,8,8,1,5,"Jessie J","Price Tag"
117,"A",5,"static/B2_instrumental.mp3",10,8,7,2,6,"Iggy Azalea","Fancy"
117,"A",6,"static/B3_instrumental.mp3",7,8,8,1,6,"Outkast","Ms Jackson"
118,"A",1,"static/A1_lyrical.mp3",10,7,8,1,8,"Eminem","The way I am"
118,"A",2,"static/A2_lyrical.mp3",7,5,5,1,8,"",""
118,"A",3,"static/A3_lyrical.mp3",1,4,4,1,7,"",""
118,"A",4,"static/B1_instrumental.mp3",10,4,4,1,5,"Jessie J","Price Tag"
118,"A",5,"static/B2_instrumental.mp3",8,7,8,1,5,"",""
118,"A",6,"static/B3_instrumental.mp3",10,10,10,1,6,"Outkast","Ms Jackson"
119,"B",1,"static/A1_lyrical.mp3",8,9,8,1,1,"Eminem","The way I am"
119,"B",2,"static/A2_lyrical.mp3",10,10,10,1,1,"Post Malone","wow"
119,"B",3,"static/A3_lyrical.mp3",1,1,1,1,NA,"",""
119,"B",4,"static/B1_instrumental.mp3",5,5,5,1,1,"",""
119,"B",5,"static/B2_instrumental.mp3",9,4,4,2,1,"Britney spears","pretty girls"
119,"B",6,"static/B3_instrumental.mp3",1,1,1,1,1,"",""
120,"B",1,"static/A1_lyrical.mp3",10,8,8,5,10,"Eminem","I Am"
120,"B",2,"static/A2_lyrical.mp3",1,1,1,5,9,"",""
120,"B",3,"static/A3_lyrical.mp3",6,5,6,2,9,"Rihanna",""
120,"B",4,"static/B1_instrumental.mp3",1,3,3,2,6,"",""
120,"B",5,"static/B2_instrumental.mp3",1,1,2,4,7,"",""
120,"B",6,"static/B3_instrumental.mp3",10,5,5,5,7,"Outkast","Miss Jackson"
121,"B",1,"static/A1_lyrical.mp3",10,10,10,1,10,"Eminem","Way I am"
121,"B",2,"static/A2_lyrical.mp3",10,10,10,1,10,"Post Malone","Wow"
121,"B",3,"static/A3_lyrical.mp3",3,5,8,1,7,"",""
121,"B",4,"static/B1_instrumental.mp3",8,9,10,1,4,"",""
121,"B",5,"static/B2_instrumental.mp3",10,10,10,1,10,"Jidenna","Classic man?"
121,"B",6,"static/B3_instrumental.mp3",10,10,10,1,10,"Outkaast","Sorry mrs jackson"
122,"B",1,"static/A1_lyrical.mp3",5,NA,NA,8,10,"Eminem","?"
122,"B",2,"static/A2_lyrical.mp3",6,3,4,3,7,"",""
122,"B",3,"static/A3_lyrical.mp3",7,6,6,1,6,"",""
122,"B",4,"static/B1_instrumental.mp3",9,9,10,1,5,"Jessie J","Price Tag"
122,"B",5,"static/B2_instrumental.mp3",1,6,6,2,7,"",""
122,"B",6,"static/B3_instrumental.mp3",4,5,3,5,8,"",""
123,"B",1,"static/A1_lyrical.mp3",2,8,9,2,7,"eminem",""
123,"B",2,"static/A2_lyrical.mp3",10,10,10,1,8,"","WOW"
123,"B",3,"static/A3_lyrical.mp3",8,8,9,1,6,"Rihana","to fly"
123,"B",4,"static/B1_instrumental.mp3",10,8,7,1,7,"Jessie J","Pricetag"
123,"B",5,"static/B2_instrumental.mp3",10,10,10,1,9,"Iggy Azalea & Charlie XCX","Fancy"
123,"B",6,"static/B3_instrumental.mp3",1,7,8,1,3,"",""
124,"B",1,"static/A1_lyrical.mp3",8,8,8,8,8,"Eminem","The Way I am "
124,"B",2,"static/A2_lyrical.mp3",4,4,4,4,4,"E 40","Tell me where to go"
124,"B",3,"static/A3_lyrical.mp3",6,6,8,5,2,"Nicki","To Fly"
124,"B",4,"static/B1_instrumental.mp3",NA,8,8,3,3,"Rihanna","Diamonds"
124,"B",5,"static/B2_instrumental.mp3",2,5,5,3,2,"","hey"
124,"B",6,"static/B3_instrumental.mp3",1,3,9,1,1,"",""
125,"B",1,"static/A1_lyrical.mp3",10,8,7,2,10,"Eminem","Say I am"
125,"B",2,"static/A2_lyrical.mp3",1,2,2,2,2,"",""
125,"B",3,"static/A3_lyrical.mp3",1,1,1,1,3,"",""
125,"B",4,"static/B1_instrumental.mp3",10,2,3,1,6,"Jessie J","Price Tag"
125,"B",5,"static/B2_instrumental.mp3",10,3,3,1,6,"Iggy Azalea","Fancy"
125,"B",6,"static/B3_instrumental.mp3",10,9,9,1,9,"Outkast","Ms.Jackson"
126,"B",1,"static/A1_lyrical.mp3",10,9,8,1,7,"Eminem","The Way I Am"
126,"B",2,"static/A2_lyrical.mp3",9,6,6,1,7,"Post Malone","Wow"
126,"B",3,"static/A3_lyrical.mp3",9,7,7,1,6,"Nicky Minaj & Rihanna","Fly"
126,"B",4,"static/B1_instrumental.mp3",10,9,8,1,4,"Jessie J & B.O.B","Price Tag"
126,"B",5,"static/B2_instrumental.mp3",7,6,6,1,6,"",""
126,"B",6,"static/B3_instrumental.mp3",10,9,9,1,5,"OutKast","Sorry Miss Jackson"
127,"B",1,"static/A1_lyrical.mp3",2,1,1,1,7,"eminem ",""
127,"B",2,"static/A2_lyrical.mp3",1,4,4,1,4,"",""
127,"B",3,"static/A3_lyrical.mp3",3,2,4,1,4,"Rihanna ",""
127,"B",4,"static/B1_instrumental.mp3",10,1,1,1,5,"jessie j","price tag "
127,"B",5,"static/B2_instrumental.mp3",10,4,3,1,5,"","fancy"
127,"B",6,"static/B3_instrumental.mp3",10,10,7,1,3,"Outkast","miss Jackson"
128,"B",1,"static/A1_lyrical.mp3",5,4,4,1,9,NA,NA
128,"B",2,"static/A2_lyrical.mp3",1,3,5,1,7,NA,NA
128,"B",3,"static/A3_lyrical.mp3",8,10,10,1,5,NA,NA
128,"B",4,"static/B1_instrumental.mp3",2,8,9,1,4,NA,NA
128,"B",5,"static/B2_instrumental.mp3",2,6,5,1,9,NA,NA
128,"B",6,"static/B3_instrumental.mp3",1,5,4,1,7,NA,NA
129,"B",1,"static/A1_lyrical.mp3",10,8,5,7,10,"Eminem","The way i am"
129,"B",2,"static/A2_lyrical.mp3",10,8,6,5,8,"Post Malone","Wow"
129,"B",3,"static/A3_lyrical.mp3",10,9,8,2,8,"Nicki Minaj","Fly"
129,"B",4,"static/B1_instrumental.mp3",10,10,9,1,4,"Jessie J","Price Tag"
129,"B",5,"static/B2_instrumental.mp3",10,6,8,3,5,"Iggy Azalea","Fancy"
129,"B",6,"static/B3_instrumental.mp3",10,9,7,4,6,"Outkast","Miss Jackson"
130,"B",1,"static/A1_lyrical.mp3",7,7,4,1,9,"Eminem",NA
130,"B",2,"static/A2_lyrical.mp3",4,7,7,3,8,"Post Malone? ",NA
130,"B",3,"static/A3_lyrical.mp3",7,7,8,1,6,"Rihanna ",NA
130,"B",4,"static/B1_instrumental.mp3",5,8,7,1,6,"Black Eyed Peas",NA
130,"B",5,"static/B2_instrumental.mp3",6,4,4,1,9,"",NA
130,"B",6,"static/B3_instrumental.mp3",3,6,5,1,4,"",NA
131,"B",1,"static/A1_lyrical.mp3",10,10,8,1,4,"Eminem","The way I am"
131,"B",2,"static/A2_lyrical.mp3",2,8,6,1,6,"",""
131,"B",3,"static/A3_lyrical.mp3",9,8,7,1,2,"Rihanna, Nicki Minaj","Fly"
131,"B",4,"static/B1_instrumental.mp3",10,4,4,1,6,"Jessie J","Price tag"
131,"B",5,"static/B2_instrumental.mp3",10,8,6,1,3,"Iggy Azalea","Fancy"
131,"B",6,"static/B3_instrumental.mp3",10,10,9,1,4,"Outkast","Ms Jackson"
132,"B",1,"static/A1_lyrical.mp3",9,9,8,5,7,"Eminem","the way i am "
132,"B",2,"static/A2_lyrical.mp3",2,3,2,5,3,"",""
132,"B",3,"static/A3_lyrical.mp3",3,3,2,3,7,"Rhiana",""
132,"B",4,"static/B1_instrumental.mp3",8,4,5,2,8,"","about the money "
132,"B",5,"static/B2_instrumental.mp3",2,2,3,6,9,"",""
132,"B",6,"static/B3_instrumental.mp3",6,3,2,4,8,"","miss jackson"
133,"B",1,"static/A1_lyrical.mp3",1,1,1,10,10,NA,NA
133,"B",2,"static/A2_lyrical.mp3",1,1,1,1,9,NA,NA
133,"B",3,"static/A3_lyrical.mp3",8,8,7,1,6,NA,NA
133,"B",4,"static/B1_instrumental.mp3",8,8,9,1,7,NA,NA
133,"B",5,"static/B2_instrumental.mp3",2,1,1,1,8,NA,NA
133,"B",6,"static/B3_instrumental.mp3",5,4,7,1,6,NA,NA
134,"B",1,"static/A1_lyrical.mp3",10,7,4,4,10,"Eminem and Dr Dre","The Way I Am"
134,"B",2,"static/A2_lyrical.mp3",3,6,5,2,8,"",""
134,"B",3,"static/A3_lyrical.mp3",6,5,5,3,7,"Nicki Minaj","To Fly"
134,"B",4,"static/B1_instrumental.mp3",8,7,7,1,6,"",""
134,"B",5,"static/B2_instrumental.mp3",10,9,6,1,10,"Iggy Azalea","Fancy"
134,"B",6,"static/B3_instrumental.mp3",10,8,8,1,9,"Outkast","Ms Jackson"
135,"B",1,"static/A1_lyrical.mp3",10,7,3,2,10,"Eminem",NA
135,"B",2,"static/A2_lyrical.mp3",1,5,5,1,9,"",NA
135,"B",3,"static/A3_lyrical.mp3",4,7,8,1,7,"Katy Perry",NA
135,"B",4,"static/B1_instrumental.mp3",8,8,9,1,3,"",NA
135,"B",5,"static/B2_instrumental.mp3",1,6,4,1,5,"",NA
135,"B",6,"static/B3_instrumental.mp3",8,8,9,1,5,"",NA
136,"B",1,"static/A1_lyrical.mp3",10,1,1,5,4,"Eminem","The Way I Am"
136,"B",2,"static/A2_lyrical.mp3",1,1,1,5,4,"n/a","n/a"
136,"B",3,"static/A3_lyrical.mp3",1,1,1,5,4,"Rihanna","n/a"
136,"B",4,"static/B1_instrumental.mp3",5,1,1,3,4,"n/a","n/a"
136,"B",5,"static/B2_instrumental.mp3",1,1,1,4,4,"n/a","n/a"
136,"B",6,"static/B3_instrumental.mp3",10,1,1,3,4,"Outkast","Miss Jackson"
137,"B",1,"static/A1_lyrical.mp3",10,8,5,NA,7,"Eminem ","Say I Am"
137,"B",2,"static/A2_lyrical.mp3",4,6,3,8,8,"",""
137,"B",3,"static/A3_lyrical.mp3",10,8,9,1,3,"Rhianna","To Fly"
137,"B",4,"static/B1_instrumental.mp3",10,8,9,1,3,"Jessie J","Price Tag"
137,"B",5,"static/B2_instrumental.mp3",9,8,6,5,8,"",""
137,"B",6,"static/B3_instrumental.mp3",10,9,7,3,8,"Outkast","Ms Jackson "
138,"C",1,"static/A1_lyrical.mp3",8,8,7,3,7,"Eminem",""
138,"C",2,"static/A2_lyrical.mp3",7,2,2,4,4,"",""
138,"C",3,"static/A3_lyrical.mp3",8,7,6,1,4,"Rihanna",""
138,"C",4,"static/B1_instrumental.mp3",10,6,6,1,5,"Jessie J","Price tag"
138,"C",5,"static/B2_instrumental.mp3",10,7,7,2,4,"iggy____","Fancy"
138,"C",6,"static/B3_instrumental.mp3",6,8,8,1,3,"",""
139,"C",1,"static/A1_lyrical.mp3",8,6,4,1,NA,"Eminem",""
139,"C",2,"static/A2_lyrical.mp3",1,5,7,1,7,"",""
139,"C",3,"static/A3_lyrical.mp3",10,NA,10,1,10,"Rihanna ","Fly "
139,"C",4,"static/B1_instrumental.mp3",10,8,5,1,10,"Jessie J","Price Tag"
139,"C",5,"static/B2_instrumental.mp3",10,10,8,1,10,"Iggy Azalea","Fancy"
139,"C",6,"static/B3_instrumental.mp3",1,1,1,1,10,"",""
140,"C",1,"static/A1_lyrical.mp3",1,1,1,5,2,"",""
140,"C",2,"static/A2_lyrical.mp3",3,5,7,1,7,"",""
140,"C",3,"static/A3_lyrical.mp3",9,8,9,1,3,"Rihanna","Fly"
140,"C",4,"static/B1_instrumental.mp3",10,8,9,1,6,"Jessie J","Pricetag "
140,"C",5,"static/B2_instrumental.mp3",10,9,8,2,7,"Iggy Azalea ","Fancy"
140,"C",6,"static/B3_instrumental.mp3",3,6,7,1,3,"",""
141,"C",1,"static/A1_lyrical.mp3",10,10,9,2,5,"Eminem","Way i am"
141,"C",2,"static/A2_lyrical.mp3",8,6,NA,4,5,"",""
141,"C",3,"static/A3_lyrical.mp3",3,4,5,1,3,"",""
141,"C",4,"static/B1_instrumental.mp3",10,10,10,1,3,"Jessie J","Price tag"
141,"C",5,"static/B2_instrumental.mp3",10,8,8,1,4,"",""
141,"C",6,"static/B3_instrumental.mp3",10,NA,8,2,6,"OutKast","Sorry Miss Jackson"
142,"C",1,"static/A1_lyrical.mp3",10,10,8,3,9,"Eminem","The Way I Am"
142,"C",2,"static/A2_lyrical.mp3",2,2,4,1,2,"",""
142,"C",3,"static/A3_lyrical.mp3",6,3,4,1,6,"Rhianna","Fly"
142,"C",4,"static/B1_instrumental.mp3",10,10,10,1,6,"Jessie J","Price Tag"
142,"C",5,"static/B2_instrumental.mp3",8,8,7,2,3,"",""
142,"C",6,"static/B3_instrumental.mp3",10,9,9,2,4,"Outcast","Miss Jackson"
143,"C",1,"static/A1_lyrical.mp3",8,2,2,5,9,"",""
143,"C",2,"static/A2_lyrical.mp3",2,6,3,1,6,"",""
143,"C",3,"static/A3_lyrical.mp3",7,7,8,1,4,"",""
143,"C",4,"static/B1_instrumental.mp3",8,9,9,1,2,"",""
143,"C",5,"static/B2_instrumental.mp3",2,7,1,1,5,"charlie xcx","fancy"
143,"C",6,"static/B3_instrumental.mp3",1,1,1,1,2,"",""
144,"C",1,"static/A1_lyrical.mp3",8,10,9,2,8,"Eminem","The way I am"
144,"C",2,"static/A2_lyrical.mp3",10,9,8,2,7,"Post Malone","Wow"
144,"C",3,"static/A3_lyrical.mp3",6,9,10,2,3,"",""
144,"C",4,"static/B1_instrumental.mp3",10,8,7,1,8,"Jessie J","Price Tag"
144,"C",5,"static/B2_instrumental.mp3",10,4,4,2,5,"Iggy Azalea","Fancy"
144,"C",6,"static/B3_instrumental.mp3",1,6,6,1,3,"",""
145,"C",1,"static/A1_lyrical.mp3",8,3,3,10,5,"emenem","I am"
145,"C",2,"static/A2_lyrical.mp3",1,1,1,1,8,"?","?"
145,"C",3,"static/A3_lyrical.mp3",5,5,5,5,6,"Rhianna","?"
145,"C",4,"static/B1_instrumental.mp3",5,4,4,3,5,"?","?"
145,"C",5,"static/B2_instrumental.mp3",2,3,3,3,8,"?","?"
145,"C",6,"static/B3_instrumental.mp3",1,1,1,1,4,"?","?"
146,"C",1,"static/A1_lyrical.mp3",10,4,4,1,8,"Eminem","The Way I am"
146,"C",2,"static/A2_lyrical.mp3",5,4,4,1,5,"",""
146,"C",3,"static/A3_lyrical.mp3",7,5,5,1,6,"",""
146,"C",4,"static/B1_instrumental.mp3",10,6,6,1,6,"Jessie J ","Price Tag "
146,"C",5,"static/B2_instrumental.mp3",10,2,2,1,6,"Iggy Azaelia ","Fancy "
146,"C",6,"static/B3_instrumental.mp3",10,8,8,1,8,"Outkast","Sorry, Mrs Jackson "
147,"C",1,"static/A1_lyrical.mp3",4,6,5,6,9,"Eminem ",""
147,"C",2,"static/A2_lyrical.mp3",3,6,6,3,9,"",""
147,"C",3,"static/A3_lyrical.mp3",2,5,6,3,5,"Rihanna",""
147,"C",4,"static/B1_instrumental.mp3",8,7,8,1,4,"Jessie J","Price Tag (Instrumental)"
147,"C",5,"static/B2_instrumental.mp3",10,7,8,4,4,"Iggy Azalea / Charli XCX","Fancy (Instrumental)"
147,"C",6,"static/B3_instrumental.mp3",9,9,9,2,5,"Outkast","Ms Jackson (instrumental)"
148,"C",1,"static/A1_lyrical.mp3",4,4,6,1,7,"Eminem",""
148,"C",2,"static/A2_lyrical.mp3",10,10,10,1,5,"Post Malone","wow"
148,"C",3,"static/A3_lyrical.mp3",8,3,6,1,6,"Rihanna",""
148,"C",4,"static/B1_instrumental.mp3",10,4,3,1,4,"Jessie J","Price Tag"
148,"C",5,"static/B2_instrumental.mp3",10,9,9,1,4,"Iggy Azelia","Fancy"
148,"C",6,"static/B3_instrumental.mp3",10,9,10,1,3,"",""
149,"C",1,"static/A1_lyrical.mp3",10,10,7,7,9,"Eminem","Way I am"
149,"C",2,"static/A2_lyrical.mp3",10,8,8,9,10,"Post Malone","Wow"
149,"C",3,"static/A3_lyrical.mp3",6,3,5,2,9,"Beyonce",""
149,"C",4,"static/B1_instrumental.mp3",10,4,4,2,2,"Jessie J","Price Tag"
149,"C",5,"static/B2_instrumental.mp3",8,5,4,3,10,"",""
149,"C",6,"static/B3_instrumental.mp3",10,9,9,6,6,"Andre 3000","Mrs Jackson"
150,"C",1,"static/A1_lyrical.mp3",6,5,3,5,8,"",""
150,"C",2,"static/A2_lyrical.mp3",7,6,5,4,6,"",""
150,"C",3,"static/A3_lyrical.mp3",8,7,7,4,5,"",""
150,"C",4,"static/B1_instrumental.mp3",7,8,7,2,5,"Jessie j","Price tag"
150,"C",5,"static/B2_instrumental.mp3",4,4,5,3,5,"",""
150,"C",6,"static/B3_instrumental.mp3",3,3,3,3,5,"",""
151,"C",1,"static/A1_lyrical.mp3",10,10,10,1,10,"Eminem","I Am"
151,"C",2,"static/A2_lyrical.mp3",1,2,2,2,7,"",""
151,"C",3,"static/A3_lyrical.mp3",6,4,5,2,3,"",""
151,"C",4,"static/B1_instrumental.mp3",9,7,8,2,7,"Jessie J","Money"
151,"C",5,"static/B2_instrumental.mp3",1,3,2,6,5,"",""
151,"C",6,"static/B3_instrumental.mp3",10,9,9,2,9,"OutKast","Sorry Miss Jackson"
152,"C",1,"static/A1_lyrical.mp3",10,10,10,1,8,"Eminem","The way I am"
152,"C",2,"static/A2_lyrical.mp3",10,5,NA,1,6,"",""
152,"C",3,"static/A3_lyrical.mp3",10,2,NA,1,5,"",""
152,"C",4,"static/B1_instrumental.mp3",10,5,6,1,3,"Jessie J","Price tag"
152,"C",5,"static/B2_instrumental.mp3",10,7,8,1,3,"fancy","iggy azalea"
152,"C",6,"static/B3_instrumental.mp3",6,2,NA,1,5,"",""
153,"C",1,"static/A1_lyrical.mp3",1,6,6,1,8,"Eminem","no clue!"
153,"C",2,"static/A2_lyrical.mp3",10,1,1,1,2,"Post Malone","Wow"
153,"C",3,"static/A3_lyrical.mp3",1,8,8,1,6,"Rihanna","no clue!"
153,"C",4,"static/B1_instrumental.mp3",10,10,10,1,3,"Can't remember",""
153,"C",5,"static/B2_instrumental.mp3",9,6,4,1,8,"",""
153,"C",6,"static/B3_instrumental.mp3",7,7,6,1,4,"",""
154,"C",1,"static/A1_lyrical.mp3",4,3,3,5,9,"Eminem","?"
154,"C",2,"static/A2_lyrical.mp3",2,2,4,2,8,"?","?"
154,"C",3,"static/A3_lyrical.mp3",8,8,9,1,4,"Alisha Keys","?"
154,"C",4,"static/B1_instrumental.mp3",10,9,NA,1,5,"Jesse J","Not about the money"
154,"C",5,"static/B2_instrumental.mp3",2,5,5,5,8,"?","?"
154,"C",6,"static/B3_instrumental.mp3",6,6,7,2,5,"?","?"
155,"C",1,"static/A1_lyrical.mp3",10,7,7,1,7,"Eminem",""
155,"C",2,"static/A2_lyrical.mp3",10,10,10,1,4,"Post Malone",""
155,"C",3,"static/A3_lyrical.mp3",7,1,1,1,7,"Nicki Minaj",""
155,"C",4,"static/B1_instrumental.mp3",7,6,5,1,5,"Jessie J",""
155,"C",5,"static/B2_instrumental.mp3",8,1,1,1,8,"","I'm So Fancy"
155,"C",6,"static/B3_instrumental.mp3",10,10,10,1,2,"Outkast","Ms. Jackson"
156,"D",1,"static/B1_lyrical.mp3",10,8,9,2,6,"",NA
156,"D",2,"static/B2_lyrical.mp3",5,3,6,2,6,"",NA
156,"D",3,"static/B3_lyrical.mp3",10,7,7,2,6,"",NA
156,"D",4,"static/A1_instrumental.mp3",8,8,9,3,6,"eminem",NA
156,"D",5,"static/A2_instrumental.mp3",3,6,7,2,2,"",NA
156,"D",6,"static/A3_instrumental.mp3",2,7,7,1,3,"",NA
157,"D",1,"static/B1_lyrical.mp3",10,10,10,1,10,"jessie j","price tag"
157,"D",2,"static/B2_lyrical.mp3",10,10,10,1,10,"",""
157,"D",3,"static/B3_lyrical.mp3",3,5,5,1,8,"",""
157,"D",4,"static/A1_instrumental.mp3",6,5,5,1,8,"",""
157,"D",5,"static/A2_instrumental.mp3",1,3,3,1,9,"",""
157,"D",6,"static/A3_instrumental.mp3",1,3,3,1,7,"",""
158,"D",1,"static/B1_lyrical.mp3",9,5,5,3,6,"",""
158,"D",2,"static/B2_lyrical.mp3",8,7,7,2,6,"Iggy Azaelia & Charli XCX","Fancy"
158,"D",3,"static/B3_lyrical.mp3",10,9,9,1,4,"Outkast","Ms. Jackson"
158,"D",4,"static/A1_instrumental.mp3",10,8,7,1,4,"Eminem","The Way I Am"
158,"D",5,"static/A2_instrumental.mp3",5,7,7,1,4,"",""
158,"D",6,"static/A3_instrumental.mp3",2,4,4,1,4,"",""
159,"D",1,"static/B1_lyrical.mp3",10,8,8,1,2,NA,NA
159,"D",2,"static/B2_lyrical.mp3",10,1,3,1,8,NA,NA
159,"D",3,"static/B3_lyrical.mp3",3,5,5,1,8,NA,NA
159,"D",4,"static/A1_instrumental.mp3",1,6,7,1,3,NA,NA
159,"D",5,"static/A2_instrumental.mp3",1,2,2,1,9,NA,NA
159,"D",6,"static/A3_instrumental.mp3",1,6,7,1,3,NA,NA
160,"D",1,"static/B1_lyrical.mp3",10,7,8,1,3,"Jessie J. feat B.O.B","Price Tag"
160,"D",2,"static/B2_lyrical.mp3",10,6,7,3,4,"Iggy Azalea","Fancy"
160,"D",3,"static/B3_lyrical.mp3",9,7,6,2,7,"","Sorry Ms.Jackson"
160,"D",4,"static/A1_instrumental.mp3",10,7,6,6,8,"Eminem","The way I am"
160,"D",5,"static/A2_instrumental.mp3",5,5,6,1,4,"",""
160,"D",6,"static/A3_instrumental.mp3",2,5,4,1,6,"",""
161,"D",1,"static/B1_lyrical.mp3",10,1,2,1,8,"Jessie J","Pricetag"
161,"D",2,"static/B2_lyrical.mp3",10,5,5,1,6,"Iggy Azalea","Fancy"
161,"D",3,"static/B3_lyrical.mp3",1,2,3,1,5,"",""
161,"D",4,"static/A1_instrumental.mp3",1,5,4,1,3,"",""
161,"D",5,"static/A2_instrumental.mp3",1,3,3,1,3,"",""
161,"D",6,"static/A3_instrumental.mp3",1,5,4,1,3,"",""
162,"D",1,"static/B1_lyrical.mp3",10,10,10,1,1,"Jessie J","Price Tag"
162,"D",2,"static/B2_lyrical.mp3",10,10,10,1,1,"Ke$ha","Fancy"
162,"D",3,"static/B3_lyrical.mp3",10,10,10,1,1,"Outkast","Miss Jackson"
162,"D",4,"static/A1_instrumental.mp3",10,10,10,1,1,"Eminem","The way I am"
162,"D",5,"static/A2_instrumental.mp3",10,10,10,1,1,"Post Malone","Wow."
162,"D",6,"static/A3_instrumental.mp3",9,9,9,1,1,"Nicki Minaj and Rihanna","Fly"
163,"D",1,"static/B1_lyrical.mp3",10,8,10,1,8,"Jessie J","Price Tag"
163,"D",2,"static/B2_lyrical.mp3",9,6,6,1,9,"",""
163,"D",3,"static/B3_lyrical.mp3",10,10,10,1,8,"OutKast","Ms Jackson"
163,"D",4,"static/A1_instrumental.mp3",4,2,2,1,8,"",""
163,"D",5,"static/A2_instrumental.mp3",2,2,2,1,7,"",""
163,"D",6,"static/A3_instrumental.mp3",6,4,4,1,9,"",""
164,"D",1,"static/B1_lyrical.mp3",9,10,10,1,10,"jessie j","pricetag"
164,"D",2,"static/B2_lyrical.mp3",7,6,6,4,9,"iggy azaeilia ",""
164,"D",3,"static/B3_lyrical.mp3",1,5,5,5,8,"",""
164,"D",4,"static/A1_instrumental.mp3",1,4,6,1,2,"",""
164,"D",5,"static/A2_instrumental.mp3",4,6,6,1,7,"post malone","wow instrumental "
164,"D",6,"static/A3_instrumental.mp3",1,7,7,1,4,"",""
