"subject","which_list","song_rating","snippet_file","familiarity","preference","pleasantness","offensiveness","distraction","artist_name","song_name"
53,"D",6,"static/A3_instrumental.mp3",1,1,1,1,8,"",""
54,"D",1,"static/B1_lyrical.mp3",10,8,8,1,9,"Jessie J","Price tag"
54,"D",2,"static/B2_lyrical.mp3",10,3,2,1,10,"Iggy Azalea","Fancy"
54,"D",3,"static/B3_lyrical.mp3",10,8,8,1,9,"Outkast","Ms. Jackson"
54,"D",4,"static/A1_instrumental.mp3",2,2,5,1,4,"",""
54,"D",5,"static/A2_instrumental.mp3",1,5,5,1,5,"",""
54,"D",6,"static/A3_instrumental.mp3",4,4,4,1,4,"Nicki Minaj",""
55,"D",1,"static/B1_lyrical.mp3",10,10,10,1,7,"Jessie J","Price Tag"
55,"D",2,"static/B2_lyrical.mp3",10,10,9,1,8,"Iggy Azaelia","Fancy"
55,"D",3,"static/B3_lyrical.mp3",10,10,10,1,5,"Outcast","Ms Jackson"
55,"D",4,"static/A1_instrumental.mp3",1,1,1,1,3,"",""
55,"D",5,"static/A2_instrumental.mp3",1,3,3,1,4,"",""
55,"D",6,"static/A3_instrumental.mp3",7,10,10,1,4,"Nicki Minaj","Fly"
56,"D",1,"static/B1_lyrical.mp3",10,5,4,1,7,"Jessy J","price tag"
56,"D",2,"static/B2_lyrical.mp3",10,7,7,3,10,"Iggy azela","Fancy"
56,"D",3,"static/B3_lyrical.mp3",10,10,10,1,10,"","Mrs jackson "
56,"D",4,"static/A1_instrumental.mp3",5,5,5,5,5,"",""
56,"D",5,"static/A2_instrumental.mp3",10,10,10,1,10,"post malone","wow"
56,"D",6,"static/A3_instrumental.mp3",7,7,9,1,6,"nikki minaj",""
57,"D",1,"static/B1_lyrical.mp3",10,8,8,1,8,"Jessie J","Price Tag"
57,"D",2,"static/B2_lyrical.mp3",10,2,2,1,10,"Carlie XCX Iggy Azalea ","Fancy"
57,"D",3,"static/B3_lyrical.mp3",10,10,10,1,10,"Outkast","Ms. Jackson"
57,"D",4,"static/A1_instrumental.mp3",1,7,7,1,4,"",""
57,"D",5,"static/A2_instrumental.mp3",10,10,10,1,2,"Post Malone","""Wow"" Sample"
57,"D",6,"static/A3_instrumental.mp3",3,2,3,1,8,"",""
58,"D",1,"static/B1_lyrical.mp3",10,7,8,1,3,"Jessie J","Money"
58,"D",2,"static/B2_lyrical.mp3",10,9,9,1,7,"Iggy Azalea ","Fancy "
58,"D",3,"static/B3_lyrical.mp3",10,10,10,1,8,"Outkast","Ms Jackson"
58,"D",4,"static/A1_instrumental.mp3",2,8,8,1,3,"",""
58,"D",5,"static/A2_instrumental.mp3",10,10,10,1,3,"Post Malone","Wow"
58,"D",6,"static/A3_instrumental.mp3",1,4,7,1,5,"",""
59,"D",1,"static/B1_lyrical.mp3",10,10,NA,1,1,"Jessie J","Price Tag"
59,"D",2,"static/B2_lyrical.mp3",10,10,10,1,9,"Iggy Azelea","Fancy"
59,"D",3,"static/B3_lyrical.mp3",7,7,8,1,3,"","Miss Jackson"
59,"D",4,"static/A1_instrumental.mp3",1,7,8,1,4,"",""
59,"D",5,"static/A2_instrumental.mp3",1,8,7,1,1,"",""
59,"D",6,"static/A3_instrumental.mp3",1,4,6,1,1,"",""
60,"D",1,"static/B1_lyrical.mp3",10,8,9,1,10,"Jessie J","Price Tag"
60,"D",2,"static/B2_lyrical.mp3",10,9,9,8,10,"Charlie XCX ft Iggy Azalia ","Fancy"
60,"D",3,"static/B3_lyrical.mp3",6,8,9,1,10,"","Mrs Jackson"
60,"D",4,"static/A1_instrumental.mp3",1,2,2,2,3,"",""
60,"D",5,"static/A2_instrumental.mp3",10,10,10,1,7,"Post Malone","WOW"
60,"D",6,"static/A3_instrumental.mp3",6,1,1,1,3,"",""
61,"D",1,"static/B1_lyrical.mp3",10,9,9,1,8,"Jessie J","Price tag"
61,"D",2,"static/B2_lyrical.mp3",10,7,5,2,8,"",""
61,"D",3,"static/B3_lyrical.mp3",2,2,4,1,9,"",""
61,"D",4,"static/A1_instrumental.mp3",3,4,4,1,7,"",""
61,"D",5,"static/A2_instrumental.mp3",1,2,3,1,7,"",""
61,"D",6,"static/A3_instrumental.mp3",4,5,5,1,7,"",""
62,"D",1,"static/B1_lyrical.mp3",10,7,8,1,6,"Jessie Jay","It's not about the money"
62,"D",2,"static/B2_lyrical.mp3",10,9,7,1,8,"Izzy Azalea","Fancy"
62,"D",3,"static/B3_lyrical.mp3",10,9,8,1,8,"OutKast","Ms Jackson"
62,"D",4,"static/A1_instrumental.mp3",8,7,6,1,4,"Eminem ","?"
62,"D",5,"static/A2_instrumental.mp3",9,8,6,1,5,"?","?"
62,"D",6,"static/A3_instrumental.mp3",1,3,5,1,6,"?","?"
63,"D",1,"static/B1_lyrical.mp3",10,9,9,1,8,"Jessie J","Price Tag"
63,"D",2,"static/B2_lyrical.mp3",10,7,5,1,7,"Iggy Azalea","Fancy"
63,"D",3,"static/B3_lyrical.mp3",1,3,3,1,5,"",""
63,"D",4,"static/A1_instrumental.mp3",5,5,3,1,7,"",""
63,"D",5,"static/A2_instrumental.mp3",1,5,5,1,8,"",""
63,"D",6,"static/A3_instrumental.mp3",4,4,6,1,7,"",""
64,"D",1,"static/B1_lyrical.mp3",10,9,9,1,9,"Jessie J","Price tag"
64,"D",2,"static/B2_lyrical.mp3",10,9,9,1,9,"Iggy Azalea","Fancy "
64,"D",3,"static/B3_lyrical.mp3",9,8,8,1,7,"outKast","ms.  jackson"
64,"D",4,"static/A1_instrumental.mp3",1,2,3,1,7,"",""
64,"D",5,"static/A2_instrumental.mp3",8,8,7,1,7,"",""
64,"D",6,"static/A3_instrumental.mp3",2,4,4,1,5,"",""
65,"D",1,"static/B1_lyrical.mp3",10,6,8,1,8,"Jessie J","Price Tag"
65,"D",2,"static/B2_lyrical.mp3",10,6,6,1,9,"Charli XCX and Iggy Azelea","Fancy"
65,"D",3,"static/B3_lyrical.mp3",10,10,NA,1,6,"","I'm Sorry Miss Jackson"
65,"D",4,"static/A1_instrumental.mp3",1,4,NA,1,5,"",""
65,"D",5,"static/A2_instrumental.mp3",10,10,10,NA,6,"Post Malone","Wow"
65,"D",6,"static/A3_instrumental.mp3",1,1,1,1,10,"",""
66,"D",1,"static/B1_lyrical.mp3",10,4,5,1,4,"jessie j","price tag"
66,"D",2,"static/B2_lyrical.mp3",10,2,3,1,7,"iggy azalea ft charlie xcx","fancy"
66,"D",3,"static/B3_lyrical.mp3",10,8,8,1,3,"outkast","ms jackson"
66,"D",4,"static/A1_instrumental.mp3",10,5,5,1,4,"eminem","who i am"
66,"D",5,"static/A2_instrumental.mp3",2,3,2,1,6,"",""
66,"D",6,"static/A3_instrumental.mp3",10,4,4,1,5,"nicki minaj fr rihanna","fly"
67,"D",1,"static/B1_lyrical.mp3",10,10,10,1,10,"Jessy j","price tag"
67,"D",2,"static/B2_lyrical.mp3",10,9,10,1,10,"Iggy, Charlie xox","fancy"
67,"D",3,"static/B3_lyrical.mp3",10,9,9,1,6,"","miss Jackson"
67,"D",4,"static/A1_instrumental.mp3",1,1,1,1,10,"",""
67,"D",5,"static/A2_instrumental.mp3",10,9,9,1,7,"",""
67,"D",6,"static/A3_instrumental.mp3",9,8,10,1,4,"nicki ","fly"
68,"D",1,"static/B1_lyrical.mp3",10,4,5,2,8,"Jessie J","Price Tag"
68,"D",2,"static/B2_lyrical.mp3",1,10,9,2,7,"","fancy"
68,"D",3,"static/B3_lyrical.mp3",1,9,9,2,5,"","Sorry Miss Jackson"
68,"D",4,"static/A1_instrumental.mp3",1,9,7,2,4,"",""
68,"D",5,"static/A2_instrumental.mp3",1,8,7,2,3,"",""
68,"D",6,"static/A3_instrumental.mp3",2,6,7,NA,7,"",""
69,"E",1,"static/B1_lyrical.mp3",10,8,8,1,8,"Jessie J","Price Tag"
69,"E",2,"static/B2_lyrical.mp3",10,9,9,2,8,"Charli XCX and Iggy Azalea ","Fancy"
69,"E",3,"static/B3_lyrical.mp3",10,7,7,3,8,"OutKast","Mrs Jackson"
69,"E",4,"static/A1_instrumental.mp3",8,5,5,1,7,"BeeGees","Tragedy "
69,"E",5,"static/A2_instrumental.mp3",10,9,9,2,7,"Post Malone ","WOW"
69,"E",6,"static/A3_instrumental.mp3",1,4,5,1,7,"",""
70,"E",1,"static/B1_lyrical.mp3",10,6,7,2,9,"Jessie J","Price tag"
70,"E",2,"static/B2_lyrical.mp3",10,8,8,6,9,"Iggy Azalea","Fancy"
70,"E",3,"static/B3_lyrical.mp3",1,2,4,2,4,"",""
70,"E",4,"static/A1_instrumental.mp3",1,2,2,1,3,"",""
70,"E",5,"static/A2_instrumental.mp3",1,4,6,1,4,"",""
70,"E",6,"static/A3_instrumental.mp3",1,3,4,1,4,"",""
71,"E",1,"static/B1_lyrical.mp3",10,4,6,1,10,"Jessie J","Price Tag"
71,"E",2,"static/B2_lyrical.mp3",6,2,2,1,8,"",""
71,"E",3,"static/B3_lyrical.mp3",8,8,8,1,5,"",""
71,"E",4,"static/A1_instrumental.mp3",3,2,2,1,2,"",""
71,"E",5,"static/A2_instrumental.mp3",1,6,6,1,1,"",""
71,"E",6,"static/A3_instrumental.mp3",1,1,2,1,5,"",""
72,"E",1,"static/B1_lyrical.mp3",10,7,8,1,9,"Jessie J","Price Tag"
72,"E",2,"static/B2_lyrical.mp3",10,5,4,1,8,"","Fancy"
72,"E",3,"static/B3_lyrical.mp3",8,8,8,1,5,"","Miss Jackson"
72,"E",4,"static/A1_instrumental.mp3",3,3,2,1,6,"",""
72,"E",5,"static/A2_instrumental.mp3",4,4,4,1,5,"",""
72,"E",6,"static/A3_instrumental.mp3",1,4,6,1,5,"",""
73,"E",1,"static/B1_lyrical.mp3",10,3,4,1,6,"Jessie J","Pricetag"
73,"E",2,"static/B2_lyrical.mp3",10,2,1,3,8,"Iggy Azalea","Fancy"
73,"E",3,"static/B3_lyrical.mp3",10,9,10,1,2,"Outkast","Ms Jackson"
73,"E",4,"static/A1_instrumental.mp3",10,8,7,7,6,"Eminem","I am"
73,"E",5,"static/A2_instrumental.mp3",10,10,10,1,1,"Post Malone","Wow"
73,"E",6,"static/A3_instrumental.mp3",2,3,2,1,9,"",""
74,"E",1,"static/B1_lyrical.mp3",10,10,9,2,9,"Jessi J","Price tag"
74,"E",2,"static/B2_lyrical.mp3",10,8,7,2,9,"Iggy Azalia","Fancy"
74,"E",3,"static/B3_lyrical.mp3",10,10,10,1,10,"OutKast","Miss Jackson"
74,"E",4,"static/A1_instrumental.mp3",8,8,8,3,7,"Eminem","N/A"
74,"E",5,"static/A2_instrumental.mp3",10,9,9,2,9,"Post Malone","Wow"
74,"E",6,"static/A3_instrumental.mp3",8,8,8,2,8,"Nicki Minaj","N/A"
75,"E",1,"static/B1_lyrical.mp3",9,8,9,1,10,"Jessy J ","Price tag"
75,"E",2,"static/B2_lyrical.mp3",6,7,6,1,5,"","Fancy "
75,"E",3,"static/B3_lyrical.mp3",8,10,9,1,10,"","Miss Jackson "
75,"E",4,"static/A1_instrumental.mp3",1,8,8,1,3,"",""
75,"E",5,"static/A2_instrumental.mp3",1,3,3,1,2,"",""
75,"E",6,"static/A3_instrumental.mp3",1,2,2,1,2,"",""
76,"E",1,"static/B1_lyrical.mp3",10,10,10,1,8,"Jessie J","Price Tags"
76,"E",2,"static/B2_lyrical.mp3",10,9,NA,3,10,"Iggy Azalea","Fancy"
76,"E",3,"static/B3_lyrical.mp3",10,10,8,5,6,"","Ms. Jackson"
76,"E",4,"static/A1_instrumental.mp3",3,6,6,1,4,"",""
76,"E",5,"static/A2_instrumental.mp3",1,6,5,1,3,"",""
76,"E",6,"static/A3_instrumental.mp3",1,7,7,1,4,"",""
77,"E",1,"static/B1_lyrical.mp3",9,5,3,1,9,"Gwen Stefani ","Price Tag"
77,"E",2,"static/B2_lyrical.mp3",9,7,6,1,7,"Charli XCX","Fancy"
77,"E",3,"static/B3_lyrical.mp3",10,8,8,1,6,"","Ms Jackson"
77,"E",4,"static/A1_instrumental.mp3",10,10,8,1,8,"Eminem","The way I am"
77,"E",5,"static/A2_instrumental.mp3",1,8,8,1,4,"N/A","N/A"
77,"E",6,"static/A3_instrumental.mp3",3,3,3,1,9,"N/A","N/A"
78,"E",1,"static/B1_lyrical.mp3",10,6,9,1,9,"Jessie J","Price tag"
78,"E",2,"static/B2_lyrical.mp3",10,2,2,1,10,"Iggy ","fancy "
78,"E",3,"static/B3_lyrical.mp3",10,10,10,1,8,"outcast ","ms Jackson"
78,"E",4,"static/A1_instrumental.mp3",1,1,3,1,8,"",""
78,"E",5,"static/A2_instrumental.mp3",1,1,1,1,8,"",""
78,"E",6,"static/A3_instrumental.mp3",1,4,4,1,8,"",""
79,"E",1,"static/B1_lyrical.mp3",10,5,NA,1,10,"jessie j ","price tag"
79,"E",2,"static/B2_lyrical.mp3",9,2,2,3,8,"iggy ","fancy"
79,"E",3,"static/B3_lyrical.mp3",8,4,7,4,4,"outkast","ms. jackson"
79,"E",4,"static/A1_instrumental.mp3",2,3,4,4,2,"",""
79,"E",5,"static/A2_instrumental.mp3",10,10,10,2,2,"post malone ","wow"
79,"E",6,"static/A3_instrumental.mp3",2,2,2,2,8,"",""
80,"E",1,"static/B1_lyrical.mp3",10,4,NA,1,10,"Jessie j","price tag"
80,"E",2,"static/B2_lyrical.mp3",10,6,6,2,9,"iggy azalea","fancy"
80,"E",3,"static/B3_lyrical.mp3",7,6,5,3,7,"outcast","ms jackson"
80,"E",4,"static/A1_instrumental.mp3",5,4,2,1,3,"",""
80,"E",5,"static/A2_instrumental.mp3",10,5,5,2,4,"post malone?","wow "
80,"E",6,"static/A3_instrumental.mp3",10,8,7,2,5,"nicki minaj","fly"
81,"E",1,"static/B1_lyrical.mp3",10,8,9,1,8,"Jessie J","Price Tag"
81,"E",2,"static/B2_lyrical.mp3",10,8,8,2,9,"Iggy Azalea","Fancy"
81,"E",3,"static/B3_lyrical.mp3",8,7,7,2,7,"","Ms Jackson"
81,"E",4,"static/A1_instrumental.mp3",7,5,5,2,6,"",""
81,"E",5,"static/A2_instrumental.mp3",8,7,7,2,6,"",""
81,"E",6,"static/A3_instrumental.mp3",9,8,8,1,7,"Nicki Minaj","Fly"
82,"E",1,"static/B1_lyrical.mp3",10,8,8,1,10,"Jessie J","Price Tag"
82,"E",2,"static/B2_lyrical.mp3",10,10,10,1,10,"Charli XCX and Iggy Azalea","Fancy"
82,"E",3,"static/B3_lyrical.mp3",10,3,3,1,6,"Outcast","Miss Jackson"
82,"E",4,"static/A1_instrumental.mp3",1,5,3,1,4,"",""
82,"E",5,"static/A2_instrumental.mp3",10,9,9,1,8,"Post Malone","wow"
82,"E",6,"static/A3_instrumental.mp3",10,10,10,1,10,"Nicki Minaj","Fly"
83,"E",1,"static/B1_lyrical.mp3",10,4,6,2,9,"Jessie J","Price Tag"
83,"E",2,"static/B2_lyrical.mp3",10,9,9,2,9,"Iggy Azelia Charli XCX","Fancy"
83,"E",3,"static/B3_lyrical.mp3",10,9,10,1,10,"Outkast","Ms Jackson"
83,"E",4,"static/A1_instrumental.mp3",3,3,3,1,2,"",""
83,"E",5,"static/A2_instrumental.mp3",10,10,10,1,8,"Post Malone","wow"
83,"E",6,"static/A3_instrumental.mp3",10,9,9,3,6,"G Easy","Tumblr girls"
84,"E",1,"static/B1_lyrical.mp3",10,1,2,1,7,"Jessie J","Price tag"
84,"E",2,"static/B2_lyrical.mp3",8,1,1,1,6,"Iggy","Fancy"
84,"E",3,"static/B3_lyrical.mp3",10,10,10,4,10,"Outkast","Ms Jackson"
84,"E",4,"static/A1_instrumental.mp3",10,9,8,5,8,"Eminem","The way I am"
84,"E",5,"static/A2_instrumental.mp3",5,3,3,2,4,"Post Malone","Wow"
84,"E",6,"static/A3_instrumental.mp3",1,1,1,1,1,NA,NA
85,"E",1,"static/B1_lyrical.mp3",10,7,9,1,10,"jessie j","price tag"
85,"E",2,"static/B2_lyrical.mp3",10,4,4,1,9,"iggy azalea","fancy"
85,"E",3,"static/B3_lyrical.mp3",10,10,10,1,10,"outcast","mrs jackson"
85,"E",4,"static/A1_instrumental.mp3",6,5,5,1,6,"",""
85,"E",5,"static/A2_instrumental.mp3",5,5,5,1,5,"",""
85,"E",6,"static/A3_instrumental.mp3",1,2,3,1,4,"",""
86,"E",1,"static/B1_lyrical.mp3",10,7,8,1,7,"Jessie J","Price tag"
86,"E",2,"static/B2_lyrical.mp3",10,6,8,1,9,"Charli","Fancy"
86,"E",3,"static/B3_lyrical.mp3",10,9,8,1,6,"","Ms Jackson"
86,"E",4,"static/A1_instrumental.mp3",7,5,5,1,3,"",""
86,"E",5,"static/A2_instrumental.mp3",6,1,2,1,2,"",""
86,"E",6,"static/A3_instrumental.mp3",2,6,7,1,6,"",""
87,"F",1,"static/B1_lyrical.mp3",10,10,10,1,8,"Jessie J ft. BOB","Price Tag"
87,"F",2,"static/B2_lyrical.mp3",10,10,10,1,8,"Iggy Azeala ft Charli XCX","Fancy"
87,"F",3,"static/B3_lyrical.mp3",10,10,10,1,7,"","Miss Jackson"
87,"F",4,"static/A1_instrumental.mp3",8,7,9,1,4,"",""
87,"F",5,"static/A2_instrumental.mp3",9,7,8,1,4,"Tyga","Taste"
87,"F",6,"static/A3_instrumental.mp3",8,6,7,1,4,"",""
88,"F",1,"static/B1_lyrical.mp3",10,8,7,1,10,"Jessie J","price tag"
88,"F",2,"static/B2_lyrical.mp3",10,10,9,1,10,"Iggy Azela Charlie XCX","Fancy"
88,"F",3,"static/B3_lyrical.mp3",10,10,8,1,10,"Outcast","Ms Jackson"
88,"F",4,"static/A1_instrumental.mp3",4,2,2,1,6,"",""
88,"F",5,"static/A2_instrumental.mp3",10,10,10,1,10,"Post Malone","WOW"
88,"F",6,"static/A3_instrumental.mp3",10,9,7,1,8,"",""
89,"F",1,"static/B1_lyrical.mp3",10,5,4,1,9,"Jessie J","Money"
89,"F",2,"static/B2_lyrical.mp3",10,8,7,2,7,"Iggy Azaelia ","Fancy"
89,"F",3,"static/B3_lyrical.mp3",10,9,9,NA,9,"","Ms Jackson"
89,"F",4,"static/A1_instrumental.mp3",2,3,5,1,2,"",""
89,"F",5,"static/A2_instrumental.mp3",10,NA,9,2,NA,"Post Malone","Wow."
89,"F",6,"static/A3_instrumental.mp3",2,3,4,1,2,"",""
90,"F",1,"static/B1_lyrical.mp3",10,5,7,1,9,"katy perry","price tag"
90,"F",2,"static/B2_lyrical.mp3",10,5,7,1,9,"iggy azalea","fancy"
90,"F",3,"static/B3_lyrical.mp3",10,6,8,1,9,"outkast","ms jackson"
90,"F",4,"static/A1_instrumental.mp3",2,1,1,1,4,"",""
90,"F",5,"static/A2_instrumental.mp3",4,3,4,NA,4,"",""
90,"F",6,"static/A3_instrumental.mp3",3,1,1,1,4,"",""
91,"F",1,"static/B1_lyrical.mp3",10,9,10,1,8,"Jessie J","Price Tag"
91,"F",2,"static/B2_lyrical.mp3",10,10,10,1,9,"Charlie XCX and Iggy Azalea (sorry if that's spelt wrong)","Fancy"
91,"F",3,"static/B3_lyrical.mp3",7,8,8,2,6,"","I'm sorry Miss Jackson"
91,"F",4,"static/A1_instrumental.mp3",4,3,3,2,4,"",""
91,"F",5,"static/A2_instrumental.mp3",3,2,1,2,4,"",""
91,"F",6,"static/A3_instrumental.mp3",5,5,5,1,6,"",""
92,"F",1,"static/B1_lyrical.mp3",10,6,7,1,6,"Jessie J","Price tag"
92,"F",2,"static/B2_lyrical.mp3",10,5,5,2,7,"Fancy","Iggy Azalea"
92,"F",3,"static/B3_lyrical.mp3",6,8,8,2,2,"Outcast","Miss Jackson"
92,"F",4,"static/A1_instrumental.mp3",8,7,8,3,2,"Eminem","The way I am"
92,"F",5,"static/A2_instrumental.mp3",2,9,9,1,1,"",""
92,"F",6,"static/A3_instrumental.mp3",6,7,10,1,1,"Nicky Minaj and Rihanna","Fly"
93,"F",1,"static/B1_lyrical.mp3",10,4,4,3,7,"Jessie J","Money"
93,"F",2,"static/B2_lyrical.mp3",10,2,1,5,9,"",""
93,"F",3,"static/B3_lyrical.mp3",10,8,10,1,6,"","Miss Jackson"
93,"F",4,"static/A1_instrumental.mp3",10,8,7,5,5,"Eminem",""
93,"F",5,"static/A2_instrumental.mp3",3,5,5,1,4,"",""
93,"F",6,"static/A3_instrumental.mp3",1,4,4,1,5,"",""
94,"F",1,"static/B1_lyrical.mp3",10,7,10,1,3,"Jessie J ","Price tag"
94,"F",2,"static/B2_lyrical.mp3",10,4,2,1,7,"fancy ","Iggy azalea "
94,"F",3,"static/B3_lyrical.mp3",10,10,10,1,8,"Outkast ","ms Jackson "
94,"F",4,"static/A1_instrumental.mp3",4,2,2,1,3,"",""
94,"F",5,"static/A2_instrumental.mp3",1,3,3,1,3,"",""
94,"F",6,"static/A3_instrumental.mp3",4,3,5,1,2,"",""
95,"F",1,"static/B1_lyrical.mp3",10,7,8,1,10,"Jessie J","Price tag"
95,"F",2,"static/B2_lyrical.mp3",10,10,9,1,10,"Iggy Azalea","Fancy"
95,"F",3,"static/B3_lyrical.mp3",10,10,10,1,10,"","Ms Jackson "
95,"F",4,"static/A1_instrumental.mp3",3,2,2,5,7,"",""
95,"F",5,"static/A2_instrumental.mp3",5,4,3,3,6,"",""
95,"F",6,"static/A3_instrumental.mp3",4,4,3,3,5,"",""
96,"F",1,"static/B1_lyrical.mp3",10,8,8,2,7,"Jessie J","Price Tag"
96,"F",2,"static/B2_lyrical.mp3",9,7,6,2,9,"Iggy Azela","Fancy"
96,"F",3,"static/B3_lyrical.mp3",9,7,9,1,9,"","Miss Jackson"
96,"F",4,"static/A1_instrumental.mp3",7,6,4,2,7,"",""
96,"F",5,"static/A2_instrumental.mp3",2,2,1,1,9,"",""
96,"F",6,"static/A3_instrumental.mp3",8,8,9,1,10,"",""
97,"F",1,"static/B1_lyrical.mp3",10,7,8,1,10,"Jessie J","Price tag"
97,"F",2,"static/B2_lyrical.mp3",10,7,8,1,10,"Iggy Azaelia and Charli xcx","Fancy"
97,"F",3,"static/B3_lyrical.mp3",10,10,10,2,9,"outkast","ms jackson"
97,"F",4,"static/A1_instrumental.mp3",4,3,3,1,5,"",""
97,"F",5,"static/A2_instrumental.mp3",8,6,5,3,6,"",""
97,"F",6,"static/A3_instrumental.mp3",6,4,5,2,4,"",""
98,"F",1,"static/B1_lyrical.mp3",10,8,10,1,8,"Jessie J","Price Tag"
98,"F",2,"static/B2_lyrical.mp3",10,10,10,1,10,"Charlie XCX and Iggy Alzela ","fancy"
98,"F",3,"static/B3_lyrical.mp3",10,9,7,1,3,"","Miss Jackson"
98,"F",4,"static/A1_instrumental.mp3",1,1,1,4,4,"",""
98,"F",5,"static/A2_instrumental.mp3",10,10,10,1,4,"Post Malone",""
98,"F",6,"static/A3_instrumental.mp3",10,10,8,1,3,"Rhianna",""
99,"F",1,"static/B1_lyrical.mp3",NA,6,6,1,6,"Jessie J","Price Tag"
99,"F",2,"static/B2_lyrical.mp3",10,7,6,1,8,"iggy Azalea","fancy"
99,"F",3,"static/B3_lyrical.mp3",10,10,NA,1,9,"","ms jackson"
99,"F",4,"static/A1_instrumental.mp3",8,7,7,1,3,"",""
99,"F",5,"static/A2_instrumental.mp3",4,4,3,1,2,"",""
99,"F",6,"static/A3_instrumental.mp3",1,1,1,1,1,"",""
100,"F",1,"static/B1_lyrical.mp3",10,10,10,1,4,"jessie j, B.oB","price tag"
100,"F",2,"static/B2_lyrical.mp3",10,7,10,1,4,"Iggy azalea, Charli xcx","fancy"
100,"F",3,"static/B3_lyrical.mp3",10,10,10,1,9,"Outkast","ms. Jackson "
100,"F",4,"static/A1_instrumental.mp3",1,7,10,1,1,"",""
100,"F",5,"static/A2_instrumental.mp3",10,10,10,1,3,"post malone",""
100,"F",6,"static/A3_instrumental.mp3",10,10,10,1,10,"nicki minaj, rihanna ","fly "
101,"F",1,"static/B1_lyrical.mp3",10,6,9,1,10,"jessie j, B.O.B","Price Tag"
101,"F",2,"static/B2_lyrical.mp3",10,5,9,1,5,"Charli XCX, Iggy Azelea","Fancy"
101,"F",3,"static/B3_lyrical.mp3",10,10,10,1,9,"OutKast","Ms Jackson"
101,"F",4,"static/A1_instrumental.mp3",1,4,3,1,5,"",""
101,"F",5,"static/A2_instrumental.mp3",10,4,3,1,4,"Post Malone","Wow"
101,"F",6,"static/A3_instrumental.mp3",2,3,4,1,6,"",""
102,"F",1,"static/B1_lyrical.mp3",10,9,9,1,8,"jesse j","price tag"
102,"F",2,"static/B2_lyrical.mp3",10,10,10,1,10,"",""
102,"F",3,"static/B3_lyrical.mp3",1,5,5,1,5,"",""
102,"F",4,"static/A1_instrumental.mp3",1,4,4,1,4,"",""
102,"F",5,"static/A2_instrumental.mp3",1,3,3,1,3,"",""
102,"F",6,"static/A3_instrumental.mp3",1,2,2,1,3,"",""
103,"F",1,"static/B1_lyrical.mp3",10,10,10,1,8,"jessie j ","price tag"
103,"F",2,"static/B2_lyrical.mp3",10,10,10,1,9,"iggy ","fancy"
103,"F",3,"static/B3_lyrical.mp3",10,8,8,1,6,"","miss jackson "
103,"F",4,"static/A1_instrumental.mp3",9,7,7,1,4,"",""
103,"F",5,"static/A2_instrumental.mp3",10,10,10,1,8,"post malone","wow"
103,"F",6,"static/A3_instrumental.mp3",3,3,3,1,6,"",""
104,"A",1,"static/A1_lyrical.mp3",10,10,10,2,4,"eminem","the way i am"
104,"A",2,"static/A2_lyrical.mp3",10,10,10,2,2,"post malone","wow"
104,"A",3,"static/A3_lyrical.mp3",8,4,8,1,2,"rihanna","fly"
104,"A",4,"static/B1_instrumental.mp3",10,7,9,1,4,"jessie j ","price tag"
104,"A",5,"static/B2_instrumental.mp3",10,4,5,1,2,"fancy","iggy azalea"
104,"A",6,"static/B3_instrumental.mp3",10,6,10,1,4,"",""
105,"A",1,"static/A1_lyrical.mp3",10,8,7,2,7,"Eminem","The way i am"
105,"A",2,"static/A2_lyrical.mp3",1,4,4,1,5,"",""
105,"A",3,"static/A3_lyrical.mp3",4,6,6,1,5,"Rhianna",""
105,"A",4,"static/B1_instrumental.mp3",10,8,8,1,3,"Katy perry","Price tag"
105,"A",5,"static/B2_instrumental.mp3",10,9,8,3,5,"Wierd al yankovic","Handy"
105,"A",6,"static/B3_instrumental.mp3",8,8,7,1,5,"outkast",""
106,"A",1,"static/A1_lyrical.mp3",7,10,8,1,9,"Eminem","I am whatever you say I am"
106,"A",2,"static/A2_lyrical.mp3",1,1,1,1,8,"",""
106,"A",3,"static/A3_lyrical.mp3",2,7,7,1,7,"",""
106,"A",4,"static/B1_instrumental.mp3",8,8,8,1,6,"Jessie J","Price Tag"
106,"A",5,"static/B2_instrumental.mp3",1,1,1,1,8,"",""
106,"A",6,"static/B3_instrumental.mp3",5,4,4,1,6,"","Miss Jackson"
107,"A",1,"static/A1_lyrical.mp3",10,9,9,4,7,"Eminem",NA
107,"A",2,"static/A2_lyrical.mp3",2,2,2,2,6,"",NA
107,"A",3,"static/A3_lyrical.mp3",6,4,5,1,6,"",NA
107,"A",4,"static/B1_instrumental.mp3",6,5,NA,1,5,"",NA
107,"A",5,"static/B2_instrumental.mp3",1,5,5,2,6,"",NA
107,"A",6,"static/B3_instrumental.mp3",2,6,6,1,6,"",NA
108,"A",1,"static/A1_lyrical.mp3",2,2,2,1,2,"Eminem",NA
108,"A",2,"static/A2_lyrical.mp3",1,1,1,3,2,NA,NA
108,"A",3,"static/A3_lyrical.mp3",1,1,2,1,2,"Rihanna ",NA
108,"A",4,"static/B1_instrumental.mp3",2,1,1,2,2,NA,NA
108,"A",5,"static/B2_instrumental.mp3",2,1,1,3,4,"Iggy Azelia ","Fancy"
108,"A",6,"static/B3_instrumental.mp3",1,1,1,1,8,NA,NA
