sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-12T18:44:47.189Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_b/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 Edg/89.0.774.75"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1536,""screen_height"":864,""scroll_width"":1536,""scroll_height"":706,""window_innerWidth"":1536,""window_innerHeight"":754,""devicePixelRatio"":1.25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,21353.271000016335,,response,,,,,,,,,,,continue,click button,,,,,,,,,29308.024999976624,29306.165000016335,7936.403,7944.484999985434,7952.894,29329.509,{},,
Volume calibration,html.Screen,0_1,2021-04-12T18:45:08.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21744.896000021217,,response,,,,,,,,,,,continue,click button,,,,,,,,,51077.570000023115,51074.405000021216,29296.296,29308.33500000881,29329.509,51088.868,,,
Task instructions,html.Screen,0_2,2021-04-12T18:45:11.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.5270000125893,,response,,,,,,,,,,,continue,click button,,,,,,,,,53335.5149999843,53334.39500001259,51072.459,51077.66499998979,51088.868,53353.108,,,
Sounds,html.Screen,0_3_0_0,2021-04-12T18:45:15.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.284999999996,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,57605.14499997953,57581.831,53319.77,53335.68499999819,53353.108,57598.393,,,
Judgement,html.Screen,0_3_0_1,2021-04-12T18:45:24.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,8999.986999981265,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,66599.59499997785,66598.37999998126,57581.831,57605.340000009164,57598.393,66605.251,,,
Trial,flow.Sequence,0_3_0,2021-04-12T18:45:24.482Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13245.271999981262,,completion,,,,,,,,,3,,,,,,,,I,O,S,,66600.89000000153,66598.37999998126,53319.77,53335.659999982454,53353.108,66605.251,,,
Sounds,html.Screen,0_3_1_0,2021-04-12T18:45:28.716Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.303999999989,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,70834.64499999536,70833.948,66588.547,66600.99000000628,66605.251,70850.555,,,
Judgement,html.Screen,0_3_1_1,2021-04-12T18:45:32.528Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,3795.4949999811943,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,74647.05999998841,74646.04999998119,70833.948,70834.76499997778,70850.555,74663.201,,,
Trial,flow.Sequence,0_3_1,2021-04-12T18:45:32.528Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040.798999981183,,completion,,,,,,,,,2,,,,,,,,I,S,O,,74647.27499999572,74646.04999998119,66588.547,66600.9699999704,66605.251,74663.201,,,
Sounds,html.Screen,0_3_2_0,2021-04-12T18:45:36.774Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.130999999994,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,78892.83500000602,78891.773,74646.422,74647.41999999387,74663.201,78908.332,,,
