"subject","item","Provo_ID","list","word","word_ID","ended_on","duration","sound","Pool","log_duration"
1,7,15,"A",28,"prison","response",331.772999994049,"silence","University pool",5.80445100010546
1,7,15,"A",29,"stay","response",341.765999994037,"silence","University pool",5.83412629234
1,7,15,"A",30,"to","response",399.60899999403,"silence","University pool",5.99048656902835
1,7,15,"A",31,"maintain","response",326.730000005948,"silence","University pool",5.78913414177391
1,7,15,"A",32,"his","response",329.422999994043,"silence","University pool",5.79734263921016
1,7,15,"A",33,"silence.","response",323.991999994032,"silence","University pool",5.78071882411105
1,7,15,"A",34,"Anderson","response",406.635000000009,"silence","University pool",6.00791597717482
1,7,15,"A",35,"was","response",389.660999999993,"silence","University pool",5.96527713035432
1,7,15,"A",36,"released","response",349.660000000003,"silence","University pool",5.85696125376951
1,7,15,"A",37,"July","response",366.894,"silence","University pool",5.90507297799776
1,7,15,"A",38,"20","response",359.389000005962,"silence","University pool",5.88440536733116
1,7,15,"A",39,"after","response",440.555000005959,"silence","University pool",6.08803529571141
1,7,15,"A",40,"a","response",486.501000005956,"silence","University pool",6.18723895713465
1,7,15,"A",41,"two-week","response",386.331000005972,"silence","University pool",5.95669451497947
1,7,15,"A",42,"stay","response",450.294000005961,"silence","University pool",6.10990070278163
1,7,15,"A",43,"for","response",391.254999988072,"silence","University pool",5.96935952129493
