"","subject","music_frequency","Blues","Classical","Country","Dance","Electronic","Folk","Gospel","Hip.Hop","Jazz","Latin","Musical.Film","New.age","Pop","R.B","Rap","Reggae","Religious","Rock","Soul","Swing","Traditional","Pool"
"72",72,1,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","University pool"
"73",73,3,"false","false","false","true","true","false","false","true","false","true","true","false","true","true","true","false","false","true","false","false","false","University pool"
"74",74,1,"false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","University pool"
"75",75,2,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","University pool"
"76",76,0.5,"false","false","true","false","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"77",77,3,"false","false","false","true","false","false","false","true","false","false","false","true","true","true","true","false","false","false","false","false","false","University pool"
"78",78,2,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","true","false","false","University pool"
"79",79,3,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","true","false","false","University pool"
"80",80,1,"false","false","false","true","true","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","false","University pool"
"81",81,4,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","University pool"
"82",82,3,"false","false","false","false","false","false","false","true","false","false","true","false","true","true","true","false","false","false","false","false","false","University pool"
"83",83,5.5,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"84",84,3,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"85",85,3,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","true","false","false","false","false","false","false","University pool"
"86",86,2,"false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"87",87,1,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","University pool"
"88",88,4,"false","false","true","true","true","true","false","true","false","false","false","true","true","false","false","false","false","false","true","false","false","University pool"
"89",89,6,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"90",90,2,"false","false","false","true","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","University pool"
"91",91,2,"false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"92",92,2,"false","false","false","false","false","false","false","true","true","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"93",93,2,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"94",94,3,"false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","University pool"
"95",95,3,"false","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","University pool"
"96",96,1,"false","true","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","University pool"
"97",97,5,"false","false","true","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","University pool"
"98",98,2.5,"false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","University pool"
"99",99,6,"false","false","true","false","false","false","false","false","false","false","false","true","true","true","true","false","false","true","false","false","false","University pool"
"100",100,1,"false","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","University pool"
"101",101,3,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"102",102,2.5,"false","false","false","true","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","University pool"
"103",103,4.5,"false","false","false","true","false","false","false","true","false","false","true","false","true","true","true","true","false","true","true","false","false","University pool"
"104",104,1.5,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","true","false","false","false","University pool"
"105",105,3,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","true","false","false","false","University pool"
"106",106,5.25,"false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","University pool"
"107",107,3,"false","false","false","true","true","false","false","true","false","false","false","false","true","true","false","false","false","false","false","false","false","University pool"
"108",108,2,"false","false","false","false","false","false","false","true","false","false","true","true","true","true","true","false","false","false","false","false","false","University pool"
"109",109,1,"false","false","false","true","true","false","false","false","true","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"110",110,4,"false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","University pool"
"111",111,4,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"112",112,2,"false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","University pool"
"113",113,1,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"114",114,5,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","University pool"
"115",115,4,"false","false","false","false","true","false","false","true","false","false","false","false","true","true","true","false","false","true","true","false","false","University pool"
"116",116,3,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","University pool"
"117",117,2,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"118",118,2.5,"false","false","true","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"119",119,1.25,"false","true","false","true","false","false","false","false","false","true","true","true","true","false","true","true","false","true","false","false","true","University pool"
"120",120,1,"false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","true","false","true","false","false","false","University pool"
"121",121,3,"false","false","false","true","false","false","false","true","false","false","true","false","true","true","true","true","false","true","false","false","false","University pool"
"122",122,2,"false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","University pool"
"123",123,1,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false","false","false","University pool"
"124",124,2.5,"false","false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false","true","false","false","false","University pool"
"125",125,2,"false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","University pool"
"126",126,4,"false","false","false","false","false","false","false","false","true","false","true","false","true","true","true","false","false","true","false","false","false","University pool"
"127",127,3,"false","false","false","false","false","false","true","true","false","false","true","false","true","true","false","false","false","false","false","false","false","University pool"
"128",128,1,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","University pool"
"129",129,2,"true","true","true","false","true","true","false","true","false","false","false","false","false","false","true","true","false","true","false","false","true","University pool"
"130",130,1,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","University pool"
"131",131,4,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","University pool"
"132",132,3,"true","true","true","true","false","true","false","true","true","false","true","false","true","true","true","true","false","true","true","true","true","University pool"
"133",133,0.5,"false","false","false","true","false","false","false","true","false","false","true","false","true","true","true","true","false","true","false","false","false","University pool"
"134",134,2,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","University pool"
"135",135,3,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"136",136,3,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"137",137,3,"false","false","false","false","false","false","false","true","false","false","true","true","true","false","false","false","false","true","false","false","false","University pool"
"138",138,1,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"139",139,1,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"140",140,1,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","University pool"
"141",141,2,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"142",142,0,"true","false","false","false","true","true","false","true","true","false","false","false","true","true","true","false","true","true","true","false","false","University pool"
"143",143,1,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"144",144,4,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false","false","false","University pool"
"145",145,1,"false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","University pool"
"146",146,2.5,"false","false","false","false","false","false","false","true","true","false","false","false","false","true","true","false","false","false","true","false","false","University pool"
"147",147,5,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","University pool"
"148",148,1,"false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","University pool"
"149",149,3,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","University pool"
"150",150,2,"false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","University pool"
"151",151,2,"false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","University pool"
"152",152,1.5,"false","false","false","true","false","false","false","false","false","false","true","true","true","true","true","false","false","false","false","false","false","University pool"
"153",153,3,"false","false","false","true","false","false","false","false","false","false","true","true","true","true","true","false","false","false","false","false","false","University pool"
"154",154,3,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","true","false","false","University pool"
"155",155,4.5,"false","false","false","true","true","false","false","true","true","false","false","false","false","false","true","false","false","false","false","false","false","University pool"
"156",156,3,"false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false","University pool"
"157",157,5,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","true","false","true","false","false","false","University pool"
"158",158,2,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","true","false","false","false","University pool"
"159",159,0.5,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"160",160,2,"false","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","University pool"
"161",161,6,"true","false","false","false","true","false","false","true","true","true","false","true","true","true","true","true","false","false","false","false","false","University pool"
"162",162,6,"false","true","true","true","false","true","false","true","false","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"163",163,2,"false","true","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","University pool"
"164",164,3,"false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"165",165,3,"false","true","false","true","true","false","false","true","true","false","false","true","true","true","true","false","false","true","true","false","false","University pool"
"166",166,0.5,"false","false","false","true","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","University pool"
"167",167,3,"false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","false","false","false","false","University pool"
"168",168,1.5,"false","false","false","false","true","false","false","true","false","false","false","false","true","true","false","false","false","false","false","false","false","University pool"
"169",169,1,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","true","false","false","University pool"
"170",170,3,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"171",171,3,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"172",172,1,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"173",173,3,"false","true","false","false","true","false","false","false","true","false","true","false","true","true","false","false","false","false","false","false","false","University pool"
"174",174,3,"true","false","false","true","false","false","false","true","true","false","false","false","false","true","true","true","false","true","true","true","false","University pool"
"175",175,4.5,"true","true","true","true","true","false","false","true","true","true","true","false","true","true","true","true","false","true","true","true","false","University pool"
"176",176,4,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"177",177,2,"false","false","false","false","false","true","false","false","true","false","false","false","true","false","true","false","false","true","false","false","false","University pool"
"178",178,4,"false","false","false","true","true","false","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","University pool"
"179",179,2,"false","false","false","false","false","false","false","true","false","true","true","false","true","true","true","true","false","true","true","false","false","University pool"
"180",180,2,"false","false","true","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","University pool"
"181",181,5,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","University pool"
"182",182,2,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"183",183,1,"false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"184",184,4,"false","true","true","true","false","true","false","true","false","true","true","false","true","true","false","true","false","true","true","false","false","University pool"
"185",185,3,"true","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true","true","false","false","false","University pool"
"186",186,9,"false","false","false","true","true","false","false","false","false","false","true","false","true","true","false","true","false","true","false","false","false","University pool"
"187",187,2,"false","false","false","false","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false","false","false","University pool"
"188",188,4,"false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","University pool"
"189",189,1.5,"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"190",190,5,"false","false","false","false","false","false","false","true","false","false","false","true","true","true","true","false","false","false","true","false","false","University pool"
"191",191,5,"true","false","false","false","true","false","false","true","true","false","false","true","true","true","true","false","false","true","true","false","false","University pool"
"192",192,3.5,"false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"193",193,5,"true","false","false","true","false","false","true","true","false","false","true","false","true","false","true","false","true","false","false","false","false","University pool"
"194",194,3,"false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","true","false","false","false","University pool"
"195",195,7,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","University pool"
"196",196,14,"false","false","false","false","true","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","University pool"
"197",197,2,"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","University pool"
"198",198,3,"false","true","false","true","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","University pool"
"199",199,2,"false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","true","false","true","false","false","false","University pool"
"200",200,2,"false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","University pool"
"201",201,4,"false","false","false","true","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false","University pool"
"202",202,1,"false","false","false","true","false","false","false","true","false","false","false","true","true","true","true","false","false","false","false","false","false","University pool"
"203",203,5,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","University pool"
"204",204,2.5,"false","false","false","false","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","University pool"
