sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,item,list,music_frequency,offensiveness,pleasantness,preference,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Instructions,html.Page,0_0,2021-11-12T11:20:31.344Z,"{""labjs_version"":""20.2.3"",""labjs_build"":{""flavor"":""production"",""commit"":""7ea907d66ca8aeef8054924ca5d82ffbe11e34e5""},""location"":""https://run.pavlovia.org/mvasilev/lab_music_e/"",""userAgent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":959,""window_innerWidth"":1920,""window_innerHeight"":1007,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,37444.73899998808,,form submission,,,,,,,,,,,,,,,,48640.5,48639.19999998808,11161.121,11180.299999952316,11194.461,48640.618,{},,
Headphones,html.Page,0_1,2021-11-12T11:20:36.182Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.081999988077,,form submission,,,,,,,,,,,,,,,,53478.89999997616,53478.69999998808,48623.926,48641.19999998808,48640.618,53487.158,,,
Holding screen,html.Screen,0_2_0_0,2021-11-12T11:20:46.189Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10004.539999999994,,timeout,,,,,,,,,,,,,,,,63482,63475.027,53470.488,53479.09999996424,53487.158,63491.698,,,
screen,html.Screen,0_2_0_1_0,2021-11-12T11:20:47.204Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1004.5019999880824,,response,,,99,,,,,,Space,keypress(Space),,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,64497.59999996424,64496.19999998808,63475.027,63482.5,63491.698,64508.559,,0,When
screen,html.Screen,0_2_0_1_1,2021-11-12T11:20:47.667Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,451.0409999642361,,response,,,99,,,,,,Space,keypress(Space),,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,64960.5,64959.59999996424,64491.889,64498,64508.559,64975.328,,1,it
screen,html.Screen,0_2_0_1_2,2021-11-12T11:20:48.235Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,552.471999952315,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,65528.799999952316,65527.799999952316,64958.658,64960.799999952316,64975.328,65542.241,,2,comes
screen,html.Screen,0_2_0_1_3,2021-11-12T11:20:48.907Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,657.4589999880845,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,66200.69999998808,66199.69999998808,65525.57,65529,65542.241,66209.104,,3,to
screen,html.Screen,0_2_0_1_4,2021-11-12T11:20:49.523Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,606.5959999880724,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,66817.09999996424,66815.69999998808,66192.433,66201.29999995232,66209.104,66825.732,,4,having
screen,html.Screen,0_2_0_1_5,2021-11-12T11:20:49.979Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,445.96799998807546,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ a ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,67272.59999996424,67271.69999998808,66809.063,66817.29999995232,66825.732,67276.023,,5,a
screen,html.Screen,0_2_0_1_6,2021-11-12T11:20:50.507Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,523.5769999642362,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - lasting --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,67800.59999996424,67799.59999996424,67259.352,67273.19999998808,67276.023,67809.466,,6,lasting
