sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,item,list,music_frequency,offensiveness,pleasantness,preference,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Instructions,html.Page,0_0,2021-12-10T11:49:34.111Z,"{""labjs_version"":""20.2.3"",""labjs_build"":{""flavor"":""production"",""commit"":""7ea907d66ca8aeef8054924ca5d82ffbe11e34e5""},""location"":""https://run.pavlovia.org/mvasilev/lab_music_c/"",""userAgent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":959,""window_innerWidth"":1920,""window_innerHeight"":1007,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25371.260999999628,,form submission,,,,,,,,,,,,,,,,33977,33976.09999999963,8571.509,8590.400000000373,8604.839,33986.533,{},,
Headphones,html.Page,0_1,2021-12-10T11:49:39.421Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.066999999624,,form submission,,,,,,,,,,,,,,,,39286.90000000037,39286.59999999963,33969.868,33977.40000000037,33986.533,39302.177,,,
Holding screen,html.Screen,0_2_0_0,2021-12-10T11:49:49.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.940999999999,,timeout,,,,,,,,,,,,,,,,49289.40000000037,49285.453,39285.514,39287.40000000037,39302.177,49302.118,,,
screen,html.Screen,0_2_0_1_0,2021-12-10T11:49:50.313Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,875.1820000007428,,response,,,99,,,,,,Space,keypress(Space),,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,50178.59999999963,50177.300000000745,49285.453,49289.59999999963,49302.118,50185.392,,0,When
screen,html.Screen,0_2_0_1_1,2021-12-10T11:49:50.800Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,479.6080000000002,,response,,,99,,,,,,Space,keypress(Space),,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,50665.800000000745,50665,50168.727,50178.800000000745,50185.392,50668.574,,1,it
screen,html.Screen,0_2_0_1_2,2021-12-10T11:49:51.280Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,476.4259999999995,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,51145.70000000112,51145,50651.91,50666,50668.574,51152.055,,2,comes
screen,html.Screen,0_2_0_1_3,2021-12-10T11:49:51.720Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,432.9449999999997,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,51585.59999999963,51585,51135.389,51145.90000000037,51152.055,51601.843,,3,to
screen,html.Screen,0_2_0_1_4,2021-12-10T11:49:52.160Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,423.15699999999924,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,52025.800000000745,52025,51585.18,51586.09999999963,51601.843,52035.338,,4,having
screen,html.Screen,0_2_0_1_5,2021-12-10T11:49:52.600Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,429.56200000036915,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ a ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,52465.59999999963,52464.90000000037,52018.672,52026,52035.338,52468.587,,5,a
screen,html.Screen,0_2_0_1_6,2021-12-10T11:49:53.112Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,508.2130000007455,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - lasting --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,52977.5,52976.800000000745,52451.922,52465.90000000037,52468.587,52985.202,,6,lasting
