sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,duration,education,ended_on,familiarity,gender,item,list,music_frequency,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,0_4_1_2_1_17,2021-12-13T14:33:05.945Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,646.2760000059498,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>may ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,258259.90000000596,258258.90000000596,257595.955,257604.20000000298,257612.624,258263.046,,17,may
screen,html.Screen,0_4_1_2_1_18,2021-12-13T14:33:06.537Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,587.8540000059584,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- profoundly ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,258851.79999999702,258850.90000000596,258246.374,258260.10000000894,258263.046,258863.179,,18,profoundly
screen,html.Screen,0_4_1_2_1_19,2021-12-13T14:33:06.937Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,387.8209999999963,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- improve ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,259251.79999999702,259251,258846.508,258852.10000000894,258863.179,259263.305,,19,improve
screen,html.Screen,0_4_1_2_1_20,2021-12-13T14:33:07.545Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,595.5950000059674,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- companies' ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,259859.79999999702,259858.90000000596,259246.634,259252.20000000298,259263.305,259863.467,,20,companies'
screen,html.Screen,0_4_1_2_1_21,2021-12-13T14:33:08.017Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,467.4330000059563,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ability -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,260331.90000000596,260330.90000000596,259846.796,259860.20000000298,259863.467,260347.018,,21,ability
screen,html.Screen,0_4_1_2_1_22,2021-12-13T14:33:08.409Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,375.98199999998906,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- to -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,260723.79999999702,260723,260330.346,260332.20000000298,260347.018,260730.329,,22,to
screen,html.Screen,0_4_1_2_1_23,2021-12-13T14:33:09.337Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,921.0710000059626,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- survive. ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,261652.29999999702,261651.40000000596,260713.659,260724.10000000894,260730.329,261664.165,,23,survive.
screen,html.Screen,0_4_1_2_1_24,2021-12-13T14:33:09.841Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,490.7350000059523,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- This<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,262155.90000000596,262154.90000000596,261647.492,261652.5,261664.165,262163.986,,24,This
screen,html.Screen,0_4_1_2_1_25,2021-12-13T14:33:10.321Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,471.0140000000247,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>week --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,262635.700000003,262635,262147.317,262156.10000000894,262163.986,262647.706,,25,week
screen,html.Screen,0_4_1_2_1_26,2021-12-13T14:33:10.721Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,387.1940000059549,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- the ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,263035.799999997,263034.90000000596,262631.034,262636.10000000894,262647.706,263047.681,,26,the
screen,html.Screen,0_4_1_2_1_27,2021-12-13T14:33:11.113Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,379.3190000000177,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- Senate ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,263427.799999997,263427,263031.011,263036.200000003,263047.681,263431.28,,27,Senate
screen,html.Screen,0_4_1_2_1_28,2021-12-13T14:33:11.523Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,403.5199999969918,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ seems ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,263837.700000003,263834.799999997,263414.608,263428.10000000894,263431.28,263848.025,,28,seems
screen,html.Screen,0_4_1_2_1_29,2021-12-13T14:33:11.873Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,338.8750000059372,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- poised -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,264188,264186.90000000596,263831.354,263838,263848.025,264198.113,,29,poised
screen,html.Screen,0_4_1_2_1_30,2021-12-13T14:33:12.369Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,484.78700000594836,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ to ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,264683.700000003,264682.90000000596,264181.442,264188.299999997,264198.113,264698.074,,30,to
screen,html.Screen,0_4_1_2_1_31,2021-12-13T14:33:12.737Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,352.8260000059381,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- join --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,265051.799999997,265050.90000000596,264681.406,264684,264698.074,265065.016,,31,join
screen,html.Screen,0_4_1_2_1_32,2021-12-13T14:33:13.089Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,337.8840000059572,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- the ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,265403.700000003,265402.90000000596,265048.345,265052,265065.016,265415.233,,32,the
screen,html.Screen,0_4_1_2_1_33,2021-12-13T14:33:13.465Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,363.5669999970123,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- House -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,265779.60000000894,265778.799999997,265398.56,265403.90000000596,265415.233,265781.855,,33,House
screen,html.Screen,0_4_1_2_1_34,2021-12-13T14:33:13.793Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,325.0450000059791,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- in - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,266107.799999997,266106.90000000596,265765.185,265779.90000000596,265781.855,266115.4,,34,in
screen,html.Screen,0_4_1_2_1_35,2021-12-13T14:33:14.177Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,375.5000000059372,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- a -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,266491.700000003,266490.90000000596,266098.728,266108.10000000894,266115.4,266498.798,,35,a
screen,html.Screen,0_4_1_2_1_36,2021-12-13T14:33:14.561Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,376.1020000059507,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - massive<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,266875.700000003,266874.90000000596,266482.127,266491.90000000596,266498.798,266882.174,,36,massive
screen,html.Screen,0_4_1_2_1_37,2021-12-13T14:33:14.953Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,384.7260000059614,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>overhaul -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,267267.799999997,267266.90000000596,266865.504,266875.90000000596,266882.174,267282.428,,37,overhaul
screen,html.Screen,0_4_1_2_1_38,2021-12-13T14:33:16.673Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,1704.3719999970053,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- of --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,268987.700000003,268986.799999997,267265.756,267268,267282.428,268999.64,,38,of
screen,html.Screen,0_4_1_2_1_39,2021-12-13T14:33:17.217Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,531.1599999970058,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- the --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,269531.700000003,269530.799999997,268982.968,268988,268999.64,269532.682,,39,the
screen,html.Screen,0_4_1_2_1_40,2021-12-13T14:33:17.609Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,390.1179999970482,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- way -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,269923.60000000894,269922.799999997,269516.013,269532,269532.682,269933.117,,40,way
screen,html.Screen,0_4_1_2_1_41,2021-12-13T14:33:17.961Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,341.6829999969923,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- in ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,270275.700000003,270274.799999997,269916.446,269923.90000000596,269933.117,270283.379,,41,in
screen,html.Screen,0_4_1_2_1_42,2021-12-13T14:33:18.321Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,351.4209999970044,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- which ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,270635.700000003,270634.799999997,270266.706,270275.90000000596,270283.379,270650.004,,42,which
screen,html.Screen,0_4_1_2_1_43,2021-12-13T14:33:19.209Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,872.7959999970044,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- bureaucrats ----- -----------<br>---- --- ---------- --- ---- --- -- ----------,271523.700000003,271522.799999997,270633.334,270636,270650.004,271533.712,,43,bureaucrats
screen,html.Screen,0_4_1_2_1_44,2021-12-13T14:33:19.785Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,565.4880000029807,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- enact -----------<br>---- --- ---------- --- ---- --- -- ----------,272100.10000000894,272099.200000003,271517.04,271523.90000000596,271533.712,272116.87,,44,enact
screen,html.Screen,0_4_1_2_1_45,2021-12-13T14:33:20.289Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,485.9299999970244,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- regulations<br>---- --- ---------- --- ---- --- -- ----------,272603.60000000894,272602.799999997,272100.202,272100.200000003,272116.87,272617.379,,45,regulations
screen,html.Screen,0_4_1_2_1_46,2021-12-13T14:33:20.953Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,649.4209999970044,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>that --- ---------- --- ---- --- -- ----------,273267.60000000894,273266.799999997,272600.707,272603.90000000596,272617.379,273284.065,,46,that
screen,html.Screen,0_4_1_2_1_47,2021-12-13T14:33:21.921Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,950.7349999970174,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- are ---------- --- ---- --- -- ----------,274235.60000000894,274234.799999997,273267.395,273267.90000000596,273284.065,274251.205,,47,are
screen,html.Screen,0_4_1_2_1_48,2021-12-13T14:33:22.377Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,439.49500000296393,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- strangling --- ---- --- -- ----------,274691.5,274690.700000003,274234.533,274235.799999997,274251.205,274701.267,,48,strangling
screen,html.Screen,0_4_1_2_1_49,2021-12-13T14:33:22.737Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,349.5329999970272,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- the ---- --- -- ----------,275051.700000003,275050.799999997,274684.596,274691.799999997,274701.267,275067.966,,49,the
screen,html.Screen,0_4_1_2_1_50,2021-12-13T14:33:23.129Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,374.83399999700487,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- life --- -- ----------,275443.60000000894,275442.799999997,275051.296,275051.90000000596,275067.966,275451.459,,50,life
screen,html.Screen,0_4_1_2_1_51,2021-12-13T14:33:23.481Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,343.2410000030068,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- out -- ----------,275795.5,275794.700000003,275434.788,275443.799999997,275451.459,275801.553,,51,out
screen,html.Screen,0_4_1_2_1_52,2021-12-13T14:33:23.801Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,313.24699999700533,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- of ----------,276115.60000000894,276114.799999997,275784.882,275795.90000000596,275801.553,276118.341,,52,of
screen,html.Screen,0_4_1_2_1_53,2021-12-13T14:33:24.177Z,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,372.45899999700487,,response,,,13,E,,Space,keypress(Space),,,,lyrical,-------- -------- --- --- ---- --- --- ------ -- --------<br>---- --------- --- ------- ------------ ---------- ---------<br>--- ---------- ------- ---------- ------- -- -------- ----<br>---- --- ------ ----- ------ -- ---- --- ----- -- - -------<br>-------- -- --- --- -- ----- ----------- ----- -----------<br>---- --- ---------- --- ---- --- -- companies.,276491.60000000894,276490.799999997,276101.67,276115.799999997,276118.341,276501.885,,53,companies.
Item 13,flow.Loop,0_4_1_2_1,2021-12-13T14:33:24.177Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28547.778999997012,,completion,,,,,,,,,,,,,276492,276490.799999997,247926.351,247928,247943.021,276501.885,,,
Question 1,html.Screen,0_4_1_2_2,2021-12-13T14:33:29.260Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,FALSE,5072.215000008931,,response,,,13,E,,FALSE,click #choice-2,,,,lyrical,,281575.299999997,281574.10000000894,276485.212,276492.200000003,276501.885,281586.712,,,
Question 2,html.Screen,0_4_1_2_3,2021-12-13T14:33:32.966Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,TRUE,3693.0879999970202,,response,,,13,E,,TRUE,click #choice-1,,,,lyrical,,285281,285279.799999997,281570.04,281575.5,281586.712,285287.787,,,
Item 13,flow.Sequence,0_4_1_2,2021-12-13T14:33:32.967Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44338.56099999702,,completion,,,,,,,,,,,,,285281.60000000894,285279.799999997,240924.564,240927.29999999702,240941.239,285287.787,,,
Holding screen,html.Screen,0_4_1_3_0,2021-12-13T14:33:39.960Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7002.054000000004,,timeout,,,,,,,,,,,,,292274.60000000894,292273.17,285271.116,285282,285287.787,292289.841,,,
screen,html.Screen,0_4_1_3_1_0,2021-12-13T14:33:46.961Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,7001.331000000006,,timeout,,,1,E,,,,,,,lyrical,Two ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,299275.60000000894,299274.502,292273.17,292275.10000000894,292289.841,299291.172,,0,Two
screen,html.Screen,0_4_1_3_1_1,2021-12-13T14:33:53.196Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,6215.8279999999795,,response,,,1,E,,Space,keypress(Space),,,,lyrical,--- days ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,305508.200000003,305507,299274.502,299275.90000000596,299291.172,305510.629,,1,days
screen,html.Screen,0_4_1_3_1_2,2021-12-13T14:33:53.651Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,451.7710000059451,,response,,,1,E,,Space,keypress(Space),,,,lyrical,"--- ---- later, --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------",305963.200000003,305962.40000000596,305493.957,305508.5,305510.629,305977.119,,2,"later,"
screen,html.Screen,0_4_1_3_1_3,2021-12-13T14:33:54.019Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,353.1809999970137,,response,,,1,E,,Space,keypress(Space),,,,lyrical,--- ---- ------ the ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,306331.10000000894,306330.299999997,305960.448,305963.5,305977.119,306344.04,,3,the
screen,html.Screen,0_4_1_3_1_4,2021-12-13T14:33:54.483Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,450.2599999970407,,response,,,1,E,,Space,keypress(Space),,,,lyrical,--- ---- ------ --- British ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,306795.10000000894,306794.299999997,306327.369,306331.40000000596,306344.04,306811.055,,4,British
screen,html.Screen,0_4_1_3_1_5,2021-12-13T14:33:54.955Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,455.24499999702675,,response,,,1,E,,Space,keypress(Space),,,,lyrical,--- ---- ------ --- ------- astronomer ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,307267.200000003,307266.299999997,306794.381,306795.40000000596,306811.055,307277.614,,5,astronomer
