sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,item,list,music_frequency,offensiveness,pleasantness,preference,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Instructions,html.Page,0_0,2021-11-04T12:35:21.653Z,"{""labjs_version"":""20.2.3"",""labjs_build"":{""flavor"":""production"",""commit"":""7ea907d66ca8aeef8054924ca5d82ffbe11e34e5""},""location"":""https://run.pavlovia.org/mvasilev/lab_music_a/"",""userAgent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":959,""window_innerWidth"":1920,""window_innerHeight"":1007,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,66843.863,,form submission,,,,,,,,,,,,,,,,81055.70000000112,81054.5,14193.967,14208.200000001118,14210.637,81061.065,{},,
Headphones,html.Page,0_1,2021-11-04T12:35:26.367Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4707.934999999998,,form submission,,,,,,,,,,,,,,,,85769.5,85769,81044.435,81056.5,81061.065,85780.469,,,
Holding screen,html.Screen,0_2_0_0,2021-11-04T12:35:36.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10085.953999999998,,timeout,,,,,,,,,,,,,,,,95773,95766.403,85763.799,85770.09999999963,85780.469,95866.423,,,
screen,html.Screen,0_2_0_1_0,2021-11-04T12:35:37.846Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1380.8770000007498,,response,,,99,,,,,,Space,keypress(Space),,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,97248.70000000112,97247.30000000075,95766.403,95773.40000000037,95866.423,97250.36,,0,When
screen,html.Screen,0_2_0_1_1,2021-11-04T12:35:38.581Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,732.9400000007445,,response,,,99,,,,,,Space,keypress(Space),,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,97984.20000000112,97983.30000000075,97233.689,97249.09999999963,97250.36,98000.43,,1,it
screen,html.Screen,0_2_0_1_2,2021-11-04T12:35:39.405Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,806.7700000011246,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,98808.09999999963,98807.20000000112,97983.76,97984.5,98000.43,98817.397,,2,comes
screen,html.Screen,0_2_0_1_3,2021-11-04T12:35:40.069Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,653.8030000011204,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,99472.20000000112,99471.20000000112,98800.726,98808.40000000037,98817.397,99484.243,,3,to
screen,html.Screen,0_2_0_1_4,2021-11-04T12:35:40.845Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,762.9570000011154,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,100248.30000000075,100247.20000000112,99467.572,99472.59999999963,99484.243,100251.053,,4,having
screen,html.Screen,0_2_0_1_5,2021-11-04T12:35:41.349Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,500.1470000011177,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ a ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,100752.09999999963,100751.20000000112,100234.383,100248.59999999963,100251.053,100767.86,,5,a
screen,html.Screen,0_2_0_1_6,2021-11-04T12:35:42.477Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1111.239999999627,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - lasting --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,101880.09999999963,101879.09999999963,100751.19,100752.59999999963,100767.86,101884.892,,6,lasting
screen,html.Screen,0_2_0_1_7,2021-11-04T12:35:43.453Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,970.6079999999929,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- and ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,102856.5,102855.5,101868.221,101880.30000000075,101884.892,102868.479,,7,and
screen,html.Screen,0_2_0_1_8,2021-11-04T12:35:44.269Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,802.4210000003659,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- --- fulfilling<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,103672,103670.90000000037,102851.808,102856.70000000112,102868.479,103685.374,,8,fulfilling
screen,html.Screen,0_2_0_1_9,2021-11-04T12:35:45.061Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,777.5260000003764,,response,,,99,,,,,,Space,keypress(Space),,,,,"---- -- ----- -- ------ - ------- --- ----------<br>relationship, ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----",104463.90000000037,104462.90000000037,103668.703,103672.40000000037,103685.374,104468.85,,9,"relationship,"
screen,html.Screen,0_2_0_1_10,2021-11-04T12:35:45.789Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,721.9500000007392,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- common ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,105191.80000000075,105190.80000000075,104452.18,104464.20000000112,104468.85,105202.377,,10,common
screen,html.Screen,0_2_0_1_11,2021-11-04T12:35:46.493Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,692.5230000003794,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ wisdom ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,105895.80000000075,105894.90000000037,105185.707,105192,105202.377,105902.646,,11,wisdom
screen,html.Screen,0_2_0_1_12,2021-11-04T12:35:47.109Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,608.1540000007517,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ says ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,106511.70000000112,106510.80000000075,105885.975,105896.09999999963,105902.646,106519.303,,12,says
screen,html.Screen,0_2_0_1_13,2021-11-04T12:35:47.765Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,647.4970000007452,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- that ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,107167.70000000112,107166.80000000075,106502.634,106511.90000000037,106519.303,107169.67,,13,that
screen,html.Screen,0_2_0_1_14,2021-11-04T12:35:48.693Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,925.1300000007468,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- feeling ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,108095.5,108094.80000000075,107152.999,107168,107169.67,108103.221,,14,feeling
