"subject","block_number","sound","list","block_time","block_time_s","block_time_m","block_start"
1,1,"Silence","A",208345.367000012,208.345367000012,3.47242278333353,43550
1,2,"Lyrical","A",189980.410000009,189.980410000009,3.16634016666682,43769
1,3,"Instrumental","A",184905.213000006,184.905213000006,3.0817535500001,43971
2,1,"Silence","A",172779.664000002,172.779664000002,2.87966106666669,43764
2,2,"Lyrical","A",206758.889999995,206.758889999995,3.44598149999992,43946
2,3,"Instrumental","A",156615.744999998,156.615744999998,2.61026241666664,44166
3,1,"Silence","A",203712.16,203.71216,3.39520266666667,53508
3,2,"Lyrical","A",188334.56,188.33456,3.13890933333333,53724
3,3,"Instrumental","A",188539.42,188.53942,3.14232366666667,53923
4,1,"Silence","A",151848.1,151.8481,2.53080166666667,54061
4,2,"Lyrical","A",154412.02,154.41202,2.57353366666667,54220
4,3,"Instrumental","A",140211.6,140.2116,2.33686,54383
5,1,"Silence","A",206509,206.509,3.44181666666667,54292
5,2,"Lyrical","A",204541.96,204.54196,3.40903266666667,54507
5,3,"Instrumental","A",189022.32,189.02232,3.150372,54818
6,1,"Silence","A",251921.264000048,251.921264000048,4.19868773333413,54912
6,2,"Lyrical","A",218250.678999976,218.250678999976,3.63751131666627,55185
6,3,"Instrumental","A",192781.122000048,192.781122000048,3.2130187000008,55420
7,1,"Silence","A",183189.546999976,183.189546999976,3.05315911666627,58435
7,2,"Lyrical","A",175772.154000012,175.772154000012,2.9295359000002,58627
7,3,"Instrumental","A",160790.974000012,160.790974000012,2.67984956666687,58814
8,1,"Silence","A",203414.627999952,203.414627999952,3.39024379999921,44430
8,2,"Lyrical","A",190077.041,190.077041,3.16795068333333,44642
8,3,"Instrumental","A",150772.367999905,150.772367999905,2.51287279999841,44843
9,1,"Silence","A",330951.419,330.951419,5.51585698333333,45308
9,2,"Lyrical","A",298803.219,298.803219,4.98005364999999,45659
9,3,"Instrumental","A",268900.505,268.900505,4.48167508333333,45974
10,1,"Silence","A",206625.150999998,206.625150999998,3.44375251666663,45737
10,2,"Lyrical","A",208003.871999999,208.003871999999,3.46673119999999,45956
10,3,"Instrumental","A",182642.961999998,182.642961999998,3.04404936666663,46183
11,1,"Silence","A",205284.88,205.28488,3.42141466666667,51424
11,2,"Lyrical","A",169341.9,169.3419,2.822365,51636
11,3,"Instrumental","A",156484.22,156.48422,2.60807033333333,51895
12,1,"Silence","A",175686.511999988,175.686511999988,2.92810853333313,51677
12,2,"Lyrical","A",156706.396000024,156.706396000024,2.61177326666706,51863
12,3,"Instrumental","A",150097.892,150.097892,2.50163153333333,52037
13,1,"Silence","A",188629.034,188.629034,3.14381723333333,52084
13,2,"Lyrical","A",161735.208999988,161.735208999988,2.69558681666647,52280
13,3,"Instrumental","A",138450.801999994,138.450801999994,2.30751336666657,52453
14,1,"Silence","A",207692.501999809,207.692501999809,3.46154169999682,52015
14,2,"Lyrical","A",200899.560999809,200.899560999809,3.34832601666349,52233
14,3,"Instrumental","A",187220.969999952,187.220969999952,3.12034949999921,52462
15,1,"Silence","A",221110.649999857,221.110649999857,3.68517749999762,52135
15,2,"Lyrical","A",184958.077999857,184.958077999857,3.08263463333095,52365
15,3,"Instrumental","A",181503.904999857,181.503904999857,3.02506508333095,52561
16,1,"Silence","A",240671.646000001,240.671646000001,4.01119410000001,52223
16,2,"Lyrical","A",192579.521,192.579521,3.20965868333333,52473
16,3,"Instrumental","A",174959.687000002,174.959687000002,2.91599478333336,52677
17,1,"Silence","A",164472.168999988,164.472168999988,2.74120281666647,52381
17,2,"Lyrical","A",159596.999999988,159.596999999988,2.6599499999998,52555
17,3,"Instrumental","A",151786.645999994,151.786645999994,2.52977743333323,52727
18,1,"Silence","A",145479.827000024,145.479827000024,2.42466378333373,52624
18,2,"Lyrical","A",140400.793000048,140.400793000048,2.34001321666746,52779
18,3,"Instrumental","A",121817.511000024,121.817511000024,2.0302918500004,52928
19,1,"Silence","A",294713.774000024,294.713774000024,4.91189623333373,52060
19,2,"Lyrical","A",275081.109000036,275.081109000036,4.5846851500006,52365
19,3,"Instrumental","A",261898.991,261.898991,4.36498318333333,52670
20,1,"Silence","A",338465.288999809,338.465288999809,5.64108814999682,52861
20,2,"Lyrical","A",203549.924999952,203.549924999952,3.39249874999921,53218
