sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Prolific_id,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Prolific ID,html.Form,0,2022-02-15T15:51:40.550Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/prolific2_music_a/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1366,""screen_height"":768,""scroll_width"":1366,""scroll_height"":641,""window_innerWidth"":1366,""window_innerHeight"":689,""devicePixelRatio"":1}",,,,,,,,,,,,,,,60fc85e8481d7c07603ce8bc,,,,,,,,,,,,,,,6095.007000000745,,form submission,,,,,,,,,,,,,,,,,,,,,18760.5,18759.300000000745,12564.297,12572.199999999255,12664.293,18798.035,{},,
Introduction,html.Screen,1_0,2022-02-15T15:51:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895.965,,response,,,,,,,,,,,continue,click button,,,,,,,,,21697.699999999255,21694,18748.037,18762,18798.035,21714.585,,,
Volume calibration,html.Screen,1_1,2022-02-15T15:51:55.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12410.715000000746,,response,,,,,,,,,,,continue,click button,,,,,,,,,34133.699999999255,34125.300000000745,21681.253,21698,21714.585,34198,,,
Task instructions,html.Screen,1_2,2022-02-15T15:52:24.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28224.199999999255,,response,,,,,,,,,,,continue,click button,,,,,,,,,62425.5,62422.199999999255,34114.67,34133.800000000745,34198,62448.295,,,
Sounds,html.Screen,1_3_0_0,2022-02-15T15:52:28.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,66687.69999999925,66681.459,62431.629,62425.89999999851,62448.295,66698.125,,,
Judgement,html.Screen,1_3_0_1,2022-02-15T15:52:31.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,2761.175000000745,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,69462.89999999851,69459.30000000075,66681.459,66688,66698.125,69481.347,,,
Trial,flow.Sequence,1_3_0,2022-02-15T15:52:31.255Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7011.005000000747,,completion,,,,,,,,,1,,,,,,,,S,O,I,,69463.19999999925,69459.30000000075,62431.629,62425.800000000745,62448.295,69481.347,,,
Sounds,html.Screen,1_3_1_0,2022-02-15T15:52:35.508Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,73716.89999999851,73714.511,69448.015,69463.39999999851,69481.347,73731.177,,,
Judgement,html.Screen,1_3_1_1,2022-02-15T15:52:36.538Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,1012.7229999985138,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,74746.69999999925,74743.89999999851,73714.511,73717.09999999776,73731.177,74764.999,,,
Trial,flow.Sequence,1_3_1,2022-02-15T15:52:36.538Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262.552999998516,,completion,,,,,,,,,2,,,,,,,,I,S,O,,74747,74743.89999999851,69448.015,69463.30000000075,69481.347,74764.999,,,
Sounds,html.Screen,1_3_2_0,2022-02-15T15:52:40.793Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,79001,78998.163,74731.667,74747.09999999776,74764.999,79014.829,,,
Judgement,html.Screen,1_3_2_1,2022-02-15T15:52:41.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,987.6710000000021,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,80005.39999999851,80002.5,78998.163,79001.19999999925,79014.829,80014.789,,,
Trial,flow.Sequence,1_3_2,2022-02-15T15:52:41.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237.501000000004,,completion,,,,,,,,,2,,,,,,,,O,S,I,,80005.80000000075,80002.5,74731.667,74747,74764.999,80014.789,,,
Sounds,html.Screen,1_3_3_0,2022-02-15T15:52:46.042Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,84250.5,84247.953,79998.123,80006.09999999776,80014.789,84264.619,,,
