sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Prolific_id,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Prolific ID,html.Form,0,2022-02-17T10:50:01.840Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/prolific2_music_c/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36 Edg/98.0.1108.50"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":0,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1344,""scroll_height"":678,""window_innerWidth"":1344,""window_innerHeight"":726,""devicePixelRatio"":1.25}",,,,,,,,,,,,,,,5d95dfca33f8930017e85486,,,,,,,,,,,,,,,5162.484,,form submission,,,,,,,,,,,,,,,,,,,,,28526,28525.5,23346.35,23352.5,23363.016,28540.958,{},,
Introduction,html.Screen,1_0,2022-02-17T10:50:08.771Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913.341999999815,,response,,,,,,,,,,,continue,click button,,,,,,,,,35456.799999999814,35454.299999999814,28524.292,28526.299999999814,28540.958,35461.939,,,
Volume calibration,html.Screen,1_1,2022-02-17T10:50:39.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30363.860999999815,,response,,,,,,,,,,,continue,click button,,,,,,,,,65828.79999999981,65825.79999999981,35445.273,35457,35461.939,65836.822,,,
Task instructions,html.Screen,1_2,2022-02-17T10:50:47.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8269.878000000186,,response,,,,,,,,,,,continue,click button,,,,,,,,,74107.59999999963,74106.70000000019,65820.156,65829,65836.822,74120.525,,,
Sounds,html.Screen,1_3_0_0,2022-02-17T10:50:51.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257.235000000001,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,78366.5,78361.094,74103.859,74107.79999999981,74120.525,78377.76,,,
Judgement,html.Screen,1_3_0_1,2022-02-17T10:50:52.783Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,1090.039999999819,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,79468.5,79467.79999999981,78361.094,78366.79999999981,78377.76,79481.659,,,
Trial,flow.Sequence,1_3_0,2022-02-17T10:50:52.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347.27499999982,,completion,,,,,,,,,3,,,,,,,,O,I,S,,79468.79999999981,79467.79999999981,74103.859,74107.79999999981,74120.525,79481.659,,,
Sounds,html.Screen,1_3_1_0,2022-02-17T10:50:57.032Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.062999999995,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,83716.79999999981,83715.056,79464.993,79469.09999999963,79481.659,83731.722,,,
Judgement,html.Screen,1_3_1_1,2022-02-17T10:50:57.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,799.8779999996332,,response,,,,,,,,,2,,2,click #choice-2,,,,,I,S,O,,84532.70000000019,84531.59999999963,83715.056,83716.90000000037,83731.722,84535.711,,,
Trial,flow.Sequence,1_3_1,2022-02-17T10:50:57.848Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049.940999999628,,completion,,,,,,,,,2,,,,,,,,I,S,O,,84532.90000000037,84531.59999999963,79464.993,79469,79481.659,84535.711,,,
Sounds,html.Screen,1_3_2_0,2022-02-17T10:51:02.086Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.271999999997,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,88771.20000000019,88769.317,84519.045,84533.20000000019,84535.711,88785.983,,,
