sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,item,list,music_frequency,offensiveness,pleasantness,preference,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Instructions,html.Page,0_0,2022-05-13T10:55:28.308Z,"{""labjs_version"":""20.2.3"",""labjs_build"":{""flavor"":""production"",""commit"":""7ea907d66ca8aeef8054924ca5d82ffbe11e34e5""},""location"":""https://run.pavlovia.org/mvasilev/lab_music_d/"",""userAgent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":959,""window_innerWidth"":1920,""window_innerHeight"":1007,""devicePixelRatio"":1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901.126,,form submission,,,,,,,,,,,,,,,,21681.200000000186,21680,13745.534,13760.400000000373,13778.874,21683.114,{},,
Headphones,html.Page,0_1,2022-05-13T10:55:28.648Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4860000005574,,form submission,,,,,,,,,,,,,,,,22022.200000000186,22021.60000000056,21666.415,21682.10000000056,21683.114,22030.933,,,
Holding screen,html.Screen,0_2_0_0,2022-05-13T10:55:38.651Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10052.694,,timeout,,,,,,,,,,,,,,,,32024.800000000745,32016.943,22014.263,22022.700000000186,22030.933,32083.627,,,
screen,html.Screen,0_2_0_1_0,2022-05-13T10:55:41.711Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,2999.773000000372,,response,,,99,,,,,,Space,keypress(Space),,,,,When -- ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,35085.200000000186,35083.40000000037,32016.943,32025.200000000186,32083.627,35100.86,,0,When
screen,html.Screen,0_2_0_1_1,2022-05-13T10:55:42.510Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,782.3400000001857,,response,,,99,,,,,,Space,keypress(Space),,,,,---- it ----- -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,35884.200000000186,35883.200000000186,35084.19,35085.5,35100.86,35901.264,,1,it
screen,html.Screen,0_2_0_1_2,2022-05-13T10:55:43.023Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,494.5360000007422,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- comes -- ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,36396.800000000745,36395.800000000745,35884.593,35884.40000000037,35901.264,36401.335,,2,comes
screen,html.Screen,0_2_0_1_3,2022-05-13T10:55:43.535Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,505.96500000074593,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- to ------ - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,36908.200000000186,36907.300000000745,36384.665,36397.10000000056,36401.335,36918.297,,3,to
screen,html.Screen,0_2_0_1_4,2022-05-13T10:55:45.118Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1573.0030000007464,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- having - ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,38492.200000000186,38491.300000000745,36901.625,36908.5,36918.297,38501.854,,4,having
screen,html.Screen,0_2_0_1_5,2022-05-13T10:55:45.542Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,413.3460000001869,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ a ------- --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,38916.200000000186,38915.200000000186,38485.184,38492.5,38501.854,38918.757,,5,a
screen,html.Screen,0_2_0_1_6,2022-05-13T10:55:46.150Z,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,604.343000000561,,response,,,99,,,,,,Space,keypress(Space),,,,,---- -- ----- -- ------ - lasting --- ----------<br>------------- ------ ------ ---- ---- ------- ----- -- ----<br>-------- ------- -- ---------- --- - --- ----- ----- ----<br>---- --- --- ----- --- ---- ---- ------- ----- ---- -------<br>--- --- -- ----- -- --- ---- -- --- ---- -- ------ ------<br>--- ----- -- ----,39524.10000000056,39523.10000000056,38902.086,38916.5,38918.757,39535.535,,6,lasting
