sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Introduction,html.Screen,0_0,2021-04-12T07:27:56.650Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/music_b/"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":684,""window_innerWidth"":1440,""window_innerHeight"":732,""devicePixelRatio"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6123.88199999961,,response,,,,,,,,,,,continue,click button,,,,,,,,,21951.890000000276,21946.47999999961,15805.932,15810.669999999845,15822.598,21955.686,{},,
Volume calibration,html.Screen,0_1,2021-04-12T07:28:22.514Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25852.07899999956,,response,,,,,,,,,,,continue,click button,,,,,,,,,47816.7999999996,47807.76499999956,21939.02,21952.390000000378,21955.686,47812.597,,,
Task instructions,html.Screen,0_2,2021-04-12T07:28:43.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20561.033000000047,,response,,,,,,,,,,,continue,click button,,,,,,,,,68377.62999999995,68373.63000000005,47795.931,47817.05500000044,47812.597,68377.58,,,
Sounds,html.Screen,0_3_0_0,2021-04-12T07:28:47.314Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,72617.29000000014,72610.744,68360.914,68378.16999999995,68377.58,72627.41,,,
Judgement,html.Screen,0_3_0_1,2021-04-12T07:28:49.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,1875.8399999997491,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,74507.72500000038,74503.24999999975,72610.744,72617.58000000009,72627.41,74510.668,,,
Trial,flow.Sequence,0_3_0,2021-04-12T07:28:49.205Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6125.669999999751,,completion,,,,,,,,,1,,,,,,,,S,I,O,,74508.59000000037,74503.24999999975,68360.914,68378.0399999996,68377.58,74510.668,,,
Sounds,html.Screen,0_3_1_0,2021-04-12T07:28:53.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,78746.29999999978,78743.832,74494.002,74508.82999999975,74510.668,78760.498,,,
Judgement,html.Screen,0_3_1_1,2021-04-12T07:28:54.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,1379.1269999997894,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,80143.74000000043,80139.6249999998,78743.832,78746.59499999962,78760.498,80153.209,,,
Trial,flow.Sequence,0_3_1,2021-04-12T07:28:54.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628.956999999791,,completion,,,,,,,,,3,,,,,,,,I,O,S,,80144.1249999998,80139.6249999998,74494.002,74508.75999999972,74510.668,80153.209,,,
Sounds,html.Screen,0_3_2_0,2021-04-12T07:28:59.085Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,84388.82000000012,84386.373,80136.543,80144.34499999971,80153.209,84403.039,,,
Judgement,html.Screen,0_3_2_1,2021-04-12T07:28:59.919Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,815.9260000000213,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,85223.06500000013,85218.96500000003,84386.373,84389.09500000045,84403.039,85236.339,,,
Trial,flow.Sequence,0_3_2,2021-04-12T07:28:59.919Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5065.756000000023,,completion,,,,,,,,,1,,,,,,,,S,O,I,,85223.51499999968,85218.96500000003,80136.543,80144.28000000044,80153.209,85236.339,,,
Sounds,html.Screen,0_3_3_0,2021-04-12T07:29:04.168Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.829999999987,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,89471.98000000026,89469.503,85219.673,85223.82000000015,85236.339,89486.169,,,
Judgement,html.Screen,0_3_3_1,2021-04-12T07:29:04.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2,,595.8459999999614,,response,,,,,,,,,2,,1,click #choice-1,,,,,I,S,O,,90086.11000000019,90082.01499999996,89469.503,89472.24000000005,89486.169,90085.9,,,
Trial,flow.Sequence,0_3_3,2021-04-12T07:29:04.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.6759999999485,,completion,,,,,,,,,2,,,,,,,,I,S,O,,90086.54500000011,90082.01499999996,85219.673,85223.70000000046,85236.339,90085.9,,,
Sounds,html.Screen,0_3_4_0,2021-04-12T07:29:09.018Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,94322.04000000001,94319.064,90069.234,90086.79500000016,90085.9,94335.73,,,
Judgement,html.Screen,0_3_4_1,2021-04-12T07:29:09.733Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,697.4950000001263,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,95037.31499999958,95033.22500000012,94319.064,94322.29499999994,94335.73,95052.368,,,
Trial,flow.Sequence,0_3_4,2021-04-12T07:29:09.733Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4947.325000000128,,completion,,,,,,,,,2,,,,,,,,O,S,I,,95037.67499999958,95033.22500000012,90069.234,90086.72000000023,90085.9,95052.368,,,
Sounds,html.Screen,0_3_5_0,2021-04-12T07:29:13.983Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.830000000002,,timeout,,,,,,,,,3,,,,,,,,O,I,S,,99287.57500000029,99285.532,95035.702,95037.84499999983,95052.368,99302.198,,,
Judgement,html.Screen,0_3_5_1,2021-04-12T07:29:14.877Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,875.8469999996596,,response,,,,,,,,,3,,3,click #choice-3,,,,,O,I,S,,100182.08500000037,100178.04499999966,99285.532,99287.85499999957,99302.198,100189.595,,,
Trial,flow.Sequence,0_3_5,2021-04-12T07:29:14.878Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5125.676999999661,,completion,,,,,,,,,3,,,,,,,,O,I,S,,100182.48500000028,100178.04499999966,95035.702,95037.80000000006,95052.368,100189.595,,,
Task,flow.Loop,0_3,2021-04-12T07:29:14.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31800.46499999966,,completion,,,0.8333333333333334,,,,,,,,,,,,,,,,,,100191.32999999965,100178.04499999966,68360.914,68377.92499999978,68377.58,100189.595,,,
Trap,html.Screen,0_4,2021-04-12T07:29:14.889Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,skipped,,,,,,,,,,,,,,,,,,,,,100193.26000000001,100178.04499999966,,100193.01499999984,,100189.595,,,
Thanks,html.Screen,0_5,2021-04-12T07:29:18.222Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.7449999997334,,response,,,,,,,,,,,continue,click button,,,,,,,,,103527.0499999997,103523.33999999973,100172.929,100193.43000000025,100189.595,108139.277,,,
Headphone screening,flow.Sequence,0,2021-04-12T07:29:18.223Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87700.74199999974,,completion,,,,,,,,,,,,,,,,,,,,,103527.4900000004,103523.33999999973,15805.932,15810.644999999568,15822.598,108139.277,,,
Instructions,html.Page,1_0,2021-04-12T07:29:40.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17697.01800000007,,form submission,,,,,,,,,,,,,,,,,,,,,125837.34000000004,125836.29500000007,108122.611,108132.62500000019,108139.277,125843.327,,,
